spr_id,act_id,frame_count,frame_rate
3888,0,12,24
3888,1,19,24
3888,30,20,24
3888,18,20,24
3888,19,26,24
3888,4,12,24
3888,5,19,24
3888,11,12,24
3888,12,19,24
3888,20,12,24
3888,24,12,24
3888,40,12,24
3888,41,19,24
3888,46,12,24
3888,47,19,24
3888,50,12,24
3888,51,25,24
3888,54,12,24
3888,55,19,24
3888,58,12,24
3888,59,19,24
3888,62,12,24
3889,0,16,24
3889,1,18,24
3889,18,22,24
3889,19,24,24
3889,30,44,24
3889,4,16,24
3889,5,18,24
3889,11,16,24
3889,12,18,24
3889,20,16,24
3889,24,16,24
3889,40,16,24
3889,41,18,24
3889,46,16,24
3889,47,18,24
3889,50,16,24
3889,51,18,24
3889,54,16,24
3889,55,17,24
3889,58,16,24
3889,59,17,24
3889,62,16,24
3890,0,16,24
3890,1,14,24
3890,18,27,24
3890,19,35,24
3890,4,16,24
3890,5,14,24
3890,11,16,24
3890,12,14,24
3890,20,16,24
3890,24,16,24
3890,40,16,24
3890,41,14,24
3890,46,16,24
3890,47,14,24
3890,50,16,24
3890,51,20,24
3890,54,16,24
3890,55,20,24
3890,58,16,24
3890,59,20,24
3890,62,16,24
3891,0,16,24
3891,1,17,24
3891,18,17,24
3891,19,21,24
3891,4,16,24
3891,5,17,24
3891,11,16,24
3891,12,17,24
3891,20,16,24
3891,24,16,24
3891,40,16,24
3891,41,17,24
3891,46,16,24
3891,47,17,24
3891,50,16,24
3891,51,26,24
3891,54,16,24
3891,55,17,24
3891,58,16,24
3891,59,17,24
3891,62,16,24
3892,0,16,24
3892,18,24,24
3892,19,28,24
3892,4,16,24
3892,11,16,24
3892,20,16,24
3892,21,19,24
3892,24,16,24
3892,40,16,24
3892,46,16,24
3892,50,16,24
3892,54,16,24
3892,58,16,24
3892,62,16,24
3892,63,19,24
3893,0,16,24
3893,1,14,24
3893,18,27,24
3893,19,35,24
3893,4,16,24
3893,5,14,24
3893,11,16,24
3893,12,14,24
3893,20,16,24
3893,24,16,24
3893,40,16,24
3893,41,14,24
3893,46,16,24
3893,47,14,24
3893,50,16,24
3893,51,19,24
3893,54,16,24
3893,55,20,24
3893,58,16,24
3893,59,20,24
3893,62,16,24
3894,0,16,24
3894,1,17,24
3894,18,17,24
3894,19,20,24
3894,4,16,24
3894,5,17,24
3894,11,16,24
3894,12,17,24
3894,20,16,24
3894,24,16,24
3894,40,16,24
3894,41,17,24
3894,46,16,24
3894,47,17,24
3894,50,16,24
3894,51,26,24
3894,54,16,24
3894,55,17,24
3894,58,16,24
3894,59,17,24
3894,62,16,24
3895,0,16,24
3895,18,24,24
3895,19,27,24
3895,4,16,24
3895,11,16,24
3895,20,16,24
3895,21,19,24
3895,24,16,24
3895,40,16,24
3895,46,16,24
3895,50,16,24
3895,54,16,24
3895,58,16,24
3895,62,16,24
3895,63,19,24
3896,0,16,24
3896,1,14,24
3896,18,27,24
3896,19,35,24
3896,4,16,24
3896,5,14,24
3896,11,16,24
3896,12,14,24
3896,20,16,24
3896,24,16,24
3896,40,16,24
3896,41,14,24
3896,46,16,24
3896,47,14,24
3896,50,16,24
3896,51,18,24
3896,54,16,24
3896,55,20,24
3896,58,16,24
3896,59,20,24
3896,62,16,24
3897,0,16,24
3897,1,17,24
3897,18,16,24
3897,19,20,24
3897,4,16,24
3897,5,17,24
3897,11,16,24
3897,12,17,24
3897,20,16,24
3897,24,16,24
3897,40,16,24
3897,41,17,24
3897,46,16,24
3897,47,17,24
3897,50,16,24
3897,51,26,24
3897,54,16,24
3897,55,17,24
3897,58,16,24
3897,59,17,24
3897,62,16,24
3898,0,16,24
3898,18,24,24
3898,19,26,24
3898,4,16,24
3898,11,16,24
3898,20,16,24
3898,21,19,24
3898,24,16,24
3898,40,16,24
3898,46,16,24
3898,50,16,24
3898,54,16,24
3898,58,16,24
3898,62,16,24
3898,63,19,24
3899,0,16,24
3899,1,14,24
3899,18,27,24
3899,19,35,24
3899,4,16,24
3899,5,14,24
3899,11,16,24
3899,12,14,24
3899,20,16,24
3899,24,16,24
3899,40,16,24
3899,41,14,24
3899,46,16,24
3899,47,14,24
3899,50,16,24
3899,51,17,24
3899,54,16,24
3899,55,20,24
3899,58,16,24
3899,59,20,24
3899,62,16,24
3900,0,16,24
3900,1,17,24
3900,18,16,24
3900,19,18,24
3900,4,16,24
3900,5,17,24
3900,11,16,24
3900,12,17,24
3900,20,16,24
3900,24,16,24
3900,40,16,24
3900,41,17,24
3900,46,16,24
3900,47,17,24
3900,50,16,24
3900,51,26,24
3900,54,16,24
3900,55,17,24
3900,58,16,24
3900,59,17,24
3900,62,16,24
3901,0,16,24
3901,18,24,24
3901,19,25,24
3901,4,16,24
3901,11,16,24
3901,20,16,24
3901,21,19,24
3901,24,16,24
3901,40,16,24
3901,46,16,24
3901,50,16,24
3901,54,16,24
3901,58,16,24
3901,62,16,24
3901,63,19,24
3902,0,18,24
3902,1,20,24
3902,30,24,24
3902,18,19,24
3902,4,18,24
3902,5,27,24
3902,11,18,24
3902,12,27,24
3902,20,18,24
3902,24,18,24
3902,40,18,24
3902,41,27,24
3902,46,18,24
3902,47,27,24
3902,50,18,24
3902,54,18,24
3902,58,18,24
3902,62,18,24
3903,0,18,24
3903,1,20,24
3903,18,29,24
3903,4,18,24
3903,5,22,24
3903,11,18,24
3903,12,24,24
3903,20,18,24
3903,24,18,24
3903,40,18,24
3903,41,31,24
3903,46,18,24
3903,47,21,24
3903,50,18,24
3903,51,23,24
3903,54,18,24
3903,55,26,24
3903,58,18,24
3903,59,20,24
3903,62,18,24
3904,0,32,24
3904,1,66,24
3904,19,66,24
3904,18,66,24
3904,17,66,24
3904,4,32,24
3904,5,66,24
3904,11,32,24
3904,12,66,24
3904,20,32,24
3904,24,32,24
3904,40,32,24
3904,41,66,24
3904,46,32,24
3904,47,66,24
3904,50,32,24
3904,51,66,24
3904,54,32,24
3904,55,66,24
3904,58,32,24
3904,59,66,24
3904,62,32,24
3905,0,12,24
3905,1,19,24
3905,30,20,24
3905,18,20,24
3905,19,26,24
3905,4,12,24
3905,5,19,24
3905,11,12,24
3905,12,19,24
3905,20,12,24
3905,24,12,24
3905,40,12,24
3905,41,19,24
3905,46,12,24
3905,47,19,24
3905,50,12,24
3905,51,28,24
3905,54,12,24
3905,55,19,24
3905,58,12,24
3905,59,19,24
3905,62,12,24
3906,0,20,24
3906,1,33,24
3906,19,36,24
3906,18,36,24
3906,17,30,24
3906,4,20,24
3906,5,33,24
3906,11,20,24
3906,12,33,24
3906,20,20,24
3906,24,20,24
3906,40,20,24
3906,41,33,24
3906,46,20,24
3906,47,33,24
3906,50,20,24
3906,51,35,24
3906,54,20,24
3906,55,33,24
3906,58,20,24
3906,59,33,24
3906,62,20,24
3909,0,36,24
3910,0,36,24
3911,0,36,24
3912,0,12,24
3912,1,38,24
3912,17,11,24
3912,18,35,24
3912,19,35,24
3914,0,32,24
3914,1,66,24
3914,4,36,24
3914,11,40,24
3914,19,66,24
3914,18,66,24
3914,17,66,24
3916,0,12,24
3916,1,36,24
3916,30,42,24
3918,0,24,24
3918,1,34,24
3918,30,35,24
3920,0,12,24
3920,1,29,24
3920,30,32,24
3922,0,24,24
3922,1,36,24
3922,30,39,24
3924,0,56,24
3926,0,24,24
3926,1,23,24
3926,17,37,24
3926,18,37,24
3926,19,37,24
3928,0,25,24
3928,1,18,24
3930,0,25,24
3930,1,18,24
3932,0,59,24
3933,0,131,24
3934,0,61,24
3935,0,50,24
3936,0,55,24
3937,0,32,24
3937,1,27,24
3937,30,30,24
3939,0,39,24
3940,0,15,24
3941,0,64,24
3942,0,64,24
3943,0,68,24
3944,0,81,24
3945,0,36,24
3945,1,32,24
3945,18,32,24
3945,19,32,24
3945,4,36,24
3945,5,32,24
3945,11,36,24
3945,12,32,24
3945,20,36,24
3945,24,36,24
3945,40,36,24
3945,41,32,24
3945,46,36,24
3945,47,32,24
3945,50,36,24
3945,51,32,24
3945,54,36,24
3945,55,32,24
3945,58,36,24
3945,59,32,24
3945,62,36,24
3950,0,32,36
3950,4,32,36
3950,11,32,36
3950,20,32,36
3950,24,32,36
3950,40,32,36
3950,46,32,36
3950,50,32,36
3950,54,32,36
3950,58,32,36
3950,62,32,36
3950,1,38,24
3950,30,38,24
3950,5,38,24
3950,12,38,24
3950,41,38,24
3950,47,38,24
3950,51,38,24
3950,55,38,24
3950,59,38,24
3951,0,40,24
3951,1,45,24
3951,30,37,24
3951,4,40,24
3951,5,45,24
3951,11,40,24
3951,12,45,24
3951,20,40,24
3951,24,40,24
3951,40,40,24
3951,41,45,24
3951,46,40,24
3951,47,45,24
3951,50,40,24
3951,51,45,24
3951,54,40,24
3951,55,45,24
3951,58,40,24
3951,59,45,24
3951,62,40,24
3952,0,24,24
3952,4,24,24
3952,11,24,24
3952,20,24,24
3952,24,24,24
3952,40,24,24
3952,46,24,24
3952,50,24,24
3952,54,24,24
3952,58,24,24
3952,62,24,24
3957,0,14,24
3957,1,26,24
3957,30,24,24
3957,4,69,24
3959,0,57,36
3960,0,67,24
3969,0,18,24
3969,1,24,24
3969,30,22,24
3969,18,30,24
3969,4,57,24
3972,0,17,24
3973,0,53,24
3984,0,18,24
3984,1,28,24
3984,30,26,24
3984,18,34,24
3984,4,44,24
3987,0,40,24
3989,0,18,24
3989,1,26,24
3989,30,27,24
3989,18,60,24
3989,4,64,24
3991,0,52,24
3992,0,55,24
4000,0,16,24
4000,1,16,24
4000,18,22,24
4000,19,24,24
4000,4,16,24
4000,5,16,24
4000,11,16,24
4000,12,16,24
4000,24,16,24
4000,25,16,24
4000,40,16,24
4000,41,16,24
4000,46,16,24
4000,47,16,24
4000,50,16,24
4000,51,20,24
4000,54,16,24
4000,55,16,24
4000,58,16,24
4000,59,16,24
4001,0,16,24
4001,1,16,24
4001,18,22,24
4001,19,24,24
4001,4,16,24
4001,5,16,24
4001,11,16,24
4001,12,16,24
4001,24,16,24
4001,25,16,24
4001,40,16,24
4001,41,16,24
4001,46,16,24
4001,47,16,24
4001,50,16,24
4001,51,20,24
4001,54,16,24
4001,55,16,24
4001,58,16,24
4001,59,16,24
4002,0,24,24
4002,4,24,24
4002,11,24,24
4002,20,24,24
4002,24,24,24
4002,40,24,24
4002,46,24,24
4002,50,24,24
4002,54,24,24
4002,58,24,24
4002,62,24,24
4003,0,12,24
4003,1,28,24
4003,30,19,24
4003,19,19,24
4003,18,19,24
4003,4,12,24
4003,11,12,24
4003,20,12,24
4003,24,12,24
4003,25,28,24
4003,40,12,24
4003,46,12,24
4003,50,12,24
4003,54,12,24
4003,58,12,24
4003,62,12,24
4004,0,16,24
4004,1,16,24
4004,19,24,24
4004,18,22,24
4004,4,16,24
4004,5,16,24
4004,11,16,24
4004,12,16,24
4004,40,16,24
4004,41,16,24
4004,46,16,24
4004,47,16,24
4004,50,16,24
4004,51,20,24
4004,54,16,24
4004,55,16,24
4004,58,16,24
4004,59,16,24
4005,0,50,24
4005,1,26,24
4005,19,26,24
4005,18,26,24
4005,17,26,24
4007,0,24,36
4007,1,57,24
4007,30,52,24
4009,0,15,24
4009,1,28,24
4010,0,15,24
4010,1,28,24
4011,0,15,24
4011,1,28,24
4012,0,15,24
4012,1,28,24
4013,0,16,24
4013,1,27,24
4013,30,32,24
4013,18,36,24
4013,19,28,24
4017,0,24,24
4017,18,36,24
4017,19,36,24
4020,0,24,24
4021,0,36,24
4022,0,16,24
4023,0,28,24
4024,0,24,24
4024,1,23,24
4024,19,32,24
4025,0,24,24
4025,18,30,24
4025,19,29,24
4026,0,12,24
4027,0,24,24
4028,0,24,24
4028,19,56,24
4028,18,56,24
4029,0,24,24
4029,1,52,24
4029,19,51,24
4030,0,24,24
4030,1,34,24
4030,19,31,24
4031,0,44,24
4034,0,16,24
4034,1,18,24
4034,18,22,24
4034,19,24,24
4034,30,44,24
4037,0,76,24
4038,0,16,24
4038,1,22,24
4038,30,40,24
4038,18,18,24
4040,0,39,24
4041,0,48,24
4041,1,44,24
4041,30,52,24
4043,1,76,24
4045,1,76,24
4051,0,32,24
4051,1,24,24
4051,30,25,24
4051,18,34,24
4058,0,16,24
4058,1,20,24
4058,30,24,24
4060,0,16,24
4060,1,20,24
4060,30,24,24
4068,0,18,24
4068,1,24,24
4068,30,32,24
4068,18,39,24
4068,19,44,24
4068,12,49,24
4070,0,20,24
4071,0,34,24
4072,0,35,24
4073,0,56,24
4074,0,72,24
4075,0,45,24
4076,0,72,24
4077,0,48,24
4078,0,10,24
4078,1,30,24
4078,30,44,24
4080,0,40,24
4081,0,8,24
4082,0,16,24
4083,0,16,24
4083,1,27,24
4083,30,32,24
4086,0,16,24
4086,1,18,24
4086,18,27,24
4088,0,12,24
4088,1,40,24
4088,30,56,24
4091,0,16,24
4091,1,20,24
4091,30,27,24
4091,18,36,24
4095,0,24,24
4095,1,57,24
4095,30,52,24
4097,0,24,24
4097,1,30,24
4097,18,32,24
4100,0,16,24
4100,1,26,24
4100,30,46,24
4104,0,24,24
4104,18,26,24
4104,19,56,24
4121,0,24,24
4121,1,26,24
4121,30,30,24
4125,0,16,24
4125,1,21,24
4125,30,31,24
4127,0,32,24
4133,0,12,24
4133,1,29,24
4133,30,54,24
4133,18,20,24
4135,0,45,24
4136,0,48,60
4137,0,48,60
4138,0,32,60
4139,0,48,60
4140,0,36,60
4141,0,24,60
4142,0,48,60
4143,0,36,60
4144,0,24,60
4145,0,36,60
4146,0,24,60
4147,0,24,24
4147,1,34,24
4147,30,25,24
4149,0,16,24
4149,1,24,24
4149,30,20,24
4151,0,16,24
4151,1,30,24
4151,30,34,24
4153,0,48,24
4155,0,44,24
4156,0,4,24
4158,0,45,24
4159,0,54,24
4160,0,4,24
4161,0,32,24
4162,0,28,24
4163,0,8,24
4164,0,37,24
4165,0,38,24
4166,0,4,24
4167,0,62,24
4168,0,24,24
4168,1,20,24
4168,30,36,24
4168,19,34,24
4170,0,37,24
4171,0,28,24
4171,1,21,24
4171,30,37,24
4171,18,69,24
4171,19,35,24
4173,0,37,24
4174,0,28,24
4174,1,22,24
4174,30,38,24
4174,19,36,24
4176,0,39,24
4184,0,46,24
4186,0,16,24
4186,1,28,24
4186,30,24,24
4188,0,16,24
4188,1,30,24
4188,30,24,24
4190,0,24,24
4190,1,35,24
4190,30,25,24
4192,0,16,24
4192,1,25,24
4192,30,52,24
4194,0,48,24
4197,0,32,24
4199,0,32,24
4201,0,24,36
4201,4,24,36
4201,11,24,36
4201,20,24,36
4201,24,24,36
4201,40,24,36
4201,46,24,36
4201,50,24,36
4201,54,24,36
4201,58,24,36
4201,62,24,36
4201,17,32,24
4201,18,32,24
4201,19,32,24
4203,0,16,24
4203,1,22,24
4203,30,24,24
4205,0,16,24
4205,1,17,24
4205,30,35,24
4207,0,16,24
4207,1,23,24
4207,30,38,24
4209,0,32,24
4209,1,25,24
4209,30,25,24
4212,0,32,24
4212,1,27,24
4212,30,28,24
4215,0,32,24
4215,1,26,24
4215,30,24,24
4215,18,34,24
4218,0,24,24
4218,1,32,24
4218,30,32,24
4218,19,50,24
4221,0,28,24
4222,0,28,24
4223,0,56,24
4226,0,96,24
4227,0,24,36
4227,4,24,36
4227,11,24,36
4227,20,24,36
4227,24,24,36
4227,40,24,36
4227,46,24,36
4227,50,24,36
4227,54,24,36
4227,58,24,36
4227,62,24,36
4227,1,34,24
4227,5,34,24
4227,12,34,24
4227,17,34,24
4227,18,34,24
4227,19,34,24
4227,21,34,24
4227,25,34,24
4227,41,34,24
4227,47,34,24
4227,51,34,24
4227,55,34,24
4227,59,34,24
4227,63,34,24
4229,0,32,24
4230,0,33,24
4231,0,34,24
4236,0,16,24
4236,4,16,24
4236,11,16,24
4236,17,38,24
4236,18,38,24
4236,19,38,24
4236,20,16,24
4236,24,16,24
4236,40,16,24
4236,46,16,24
4236,50,16,24
4236,54,16,24
4236,58,16,24
4236,62,16,24
4238,0,4,24
4239,0,35,24
4258,0,32,24
4258,19,30,24
4259,0,16,24
4259,28,8,24
4259,29,8,24
4260,0,12,24
4260,1,21,24
4260,24,12,24
4260,25,21,24
4260,30,13,24
4261,0,18,24
4261,1,18,24
4261,30,26,24
4261,18,26,24
4261,19,30,24
4262,0,24,24
4262,1,38,24
4262,30,35,24
4262,18,43,24
4263,0,32,36
4263,1,31,24
4263,18,49,24
4265,0,24,24
4265,1,33,24
4265,30,37,24
4306,0,16,24
4306,1,20,24
4306,4,16,24
4306,5,24,24
4306,11,16,24
4306,12,22,24
4306,17,30,24
4306,18,33,24
4306,19,37,24
4306,20,16,24
4306,21,30,24
4306,24,16,24
4306,25,21,24
4306,40,16,24
4306,41,22,24
4306,46,16,24
4306,47,21,24
4306,50,16,24
4306,51,28,24
4306,55,24,24
4306,66,44,24
4306,67,38,24
4307,0,16,24
4307,1,19,24
4307,4,16,24
4307,5,21,24
4307,11,16,24
4307,12,26,24
4307,17,37,24
4307,18,28,24
4307,19,32,24
4307,20,16,24
4307,21,24,24
4307,24,16,24
4307,25,29,24
4307,40,16,24
4307,41,26,24
4307,46,16,24
4307,47,19,24
4307,66,60,24
4307,67,48,24
4308,0,16,24
4308,1,20,24
4308,4,16,24
4308,5,22,24
4308,11,16,24
4308,12,24,24
4308,17,28,24
4308,18,31,24
4308,19,35,24
4308,20,16,24
4308,21,36,24
4308,24,16,24
4308,25,21,24
4308,40,16,24
4308,41,24,24
4308,46,16,24
4308,47,21,24
4308,50,16,24
4308,51,25,24
4308,55,22,24
4308,66,80,24
4308,67,68,24
4309,0,16,24
4309,1,19,24
4309,4,16,24
4309,5,21,24
4309,11,16,24
4309,12,26,24
4309,17,28,24
4309,18,28,24
4309,19,32,24
4309,20,16,24
4309,21,24,24
4309,24,16,24
4309,25,26,24
4309,40,16,24
4309,41,26,24
4309,46,16,24
4309,47,19,24
4309,66,52,24
4309,67,60,24
4310,0,16,24
4310,1,22,24
4310,4,16,24
4310,5,25,24
4310,11,16,24
4310,12,28,24
4310,17,31,24
4310,18,24,24
4310,19,28,24
4310,20,16,24
4310,21,42,24
4310,24,16,24
4310,25,28,24
4310,31,24,24
4310,40,16,24
4310,41,28,24
4310,46,16,24
4310,47,23,24
4310,66,64,24
4310,67,44,24
4311,0,16,24
4311,1,20,24
4311,4,16,24
4311,5,24,24
4311,11,16,24
4311,12,22,24
4311,17,30,24
4311,18,33,24
4311,19,37,24
4311,20,16,24
4311,21,30,24
4311,24,16,24
4311,25,21,24
4311,40,16,24
4311,41,22,24
4311,46,16,24
4311,47,21,24
4311,50,16,24
4311,51,28,24
4311,55,24,24
4311,66,48,24
4311,67,54,24
4312,0,24,24
4326,0,55,24
4327,28,4,24
4327,29,4,24
4329,28,4,24
4329,29,4,24
4331,28,4,24
4331,29,4,24
4333,28,4,24
4333,29,4,24
4364,1,32,24
4364,18,64,24
4368,0,18,24
4368,1,24,24
4368,30,33,24
4369,0,16,24
4369,1,20,24
4369,4,16,24
4369,5,22,24
4369,11,16,24
4369,12,24,24
4369,17,28,24
4369,18,31,24
4369,19,35,24
4369,20,16,24
4369,21,36,24
4369,24,16,24
4369,25,21,24
4369,40,16,24
4369,41,24,24
4369,46,16,24
4369,47,21,24
4369,50,16,24
4369,51,25,24
4369,55,22,24
4369,66,80,24
4369,67,68,24
4370,0,15,24
4370,19,64,24
4370,18,44,24
4370,1,27,24
4370,30,29,24
4373,0,60,24
4374,0,40,24
4375,0,25,24
4376,0,84,24
4391,0,32,24
4391,1,30,24
4391,18,23,24
4391,30,39,24
4394,0,7,24
4395,0,30,24
4396,0,46,24
4397,0,47,24
4398,0,47,24
4399,0,46,24
4400,0,35,24
4401,0,42,24
4402,0,34,24
4403,0,12,24
4403,1,52,24
4403,19,51,24
4404,0,12,24
4404,19,56,24
4404,18,56,24
4405,0,12,24
4405,18,42,24
4405,19,40,24
4406,0,12,24
4407,0,12,24
4407,1,23,24
4407,19,32,24
4408,0,12,24
4408,1,34,24
4408,19,31,24
4410,0,12,36
4410,1,35,24
4410,30,40,24
4417,0,12,24
4417,1,25,24
4417,30,28,24
4420,0,24,24
4420,1,34,24
4420,30,29,24
4423,0,24,24
4423,1,44,24
4423,30,28,24
4426,0,24,36
4426,1,29,24
4426,30,27,24
4429,0,24,24
4429,1,33,24
4429,30,32,24
4432,0,4,24
4433,0,16,24
4434,0,6,24
4457,0,12,24
4457,1,26,24
4457,30,34,24
4460,0,16,24
4460,1,34,24
4460,30,34,24
4463,0,24,24
4463,1,41,24
4463,30,26,24
4466,0,16,24
4466,1,24,24
4466,30,33,24
4466,18,37,24
4466,19,69,24
4469,0,61,24
4470,0,4,24
4471,0,20,24
4472,0,16,24
4472,1,26,24
4472,30,38,24
4475,0,16,24
4475,1,32,24
4475,30,35,24
4478,0,18,24
4478,1,21,24
4478,30,28,24
4480,0,18,24
4480,1,28,24
4480,30,25,24
4482,0,18,24
4482,1,20,24
4482,30,25,24
4484,0,18,24
4484,1,28,24
4484,30,20,24
4486,0,20,24
4486,1,36,24
4486,30,34,24
4488,0,20,24
4488,1,36,24
4488,30,34,24
4490,0,24,24
4490,1,33,24
4490,18,39,24
4492,0,35,24
4493,0,24,24
4493,1,32,24
4493,30,38,24
4493,19,40,24
4493,18,38,24
4496,0,4,24
4499,0,20,24
4502,0,16,24
4502,1,32,24
4502,30,38,24
4502,19,40,24
4502,18,38,24
4505,0,4,24
4508,0,20,24
4516,0,16,24
4516,1,30,24
4516,19,30,24
4516,18,30,24
4517,0,24,24
4517,1,27,24
4517,18,36,24
4519,0,14,24
4519,1,28,24
4519,30,25,24
4521,0,24,24
4521,30,24,24
4521,1,28,24
4523,0,4,24
4525,0,10,24
4527,0,16,24
4527,1,20,24
4527,18,32,24
4527,19,36,24
4530,0,4,24
4531,0,20,24
4531,1,40,24
4531,30,34,24
4533,0,26,24
4533,1,39,24
4533,19,47,24
4533,18,43,24
4533,30,43,24
4535,0,35,24
4536,0,16,24
4537,0,24,24
4538,0,43,24
4539,0,116,24
4540,0,39,24
4541,0,39,24
4542,0,12,24
4542,1,20,24
4542,30,24,24
4544,0,24,24
4544,30,24,24
4544,18,33,24
4544,1,27,24
4546,0,23,24
4547,0,3,24
4548,0,28,24
4549,0,88,24
4550,0,24,24
4550,30,22,24
4550,1,18,24
4552,0,4,24
4554,0,4,24
4556,0,24,24
4556,1,32,24
4556,18,29,24
4559,0,16,24
4559,1,20,24
4559,30,31,24
4561,0,20,24
4561,1,19,24
4561,30,30,24
4563,0,36,24
4563,1,32,24
4563,18,42,24
4563,30,37,24
4565,0,38,24
4566,0,33,24
4567,0,52,24
4568,0,29,24
4569,0,16,24
4569,4,16,24
4569,1,35,24
4569,30,40,24
4569,18,46,24
4569,19,57,24
4572,0,48,24
4573,0,112,24
4574,0,36,24
4574,1,28,24
4574,30,30,24
4574,18,29,24
4576,0,32,24
4576,1,24,24
4576,19,44,24
4576,18,34,24
4578,0,31,24
4579,0,4,24
4580,0,9,24
4581,0,40,24
4582,0,16,24
4582,30,28,24
4582,1,24,24
4582,18,28,24
4584,0,60,24
4587,0,24,24
4587,1,29,24
4587,18,37,24
4587,19,29,24
4587,30,26,24
4589,0,36,24
4590,0,36,24
4591,0,25,24
4592,0,4,24
4593,0,16,24
4594,0,72,24
4595,0,24,24
4595,1,25,24
4595,18,36,24
4595,19,35,24
4595,30,36,24
4598,0,48,24
4599,0,4,24
4600,0,28,24
4601,0,60,24
4602,0,60,24
4603,0,24,24
4603,1,28,24
4603,30,27,24
4603,18,28,24
4606,0,36,24
4607,0,16,24
4607,1,21,24
4607,18,27,24
4607,30,37,24
4609,0,16,24
4609,1,30,24
4609,30,28,24
4609,18,39,24
4611,0,63,24
4612,4,48,24
4612,0,16,24
4612,19,26,24
4612,18,32,24
4615,0,24,24
4615,1,30,24
4615,30,28,24
4615,18,30,24
4618,0,16,24
4618,1,32,24
4618,18,29,24
4618,30,34,24
4621,0,4,24
4622,0,24,24
4622,1,24,24
4622,30,40,24
4624,0,20,24
4625,0,24,24
4625,1,19,24
4625,30,27,24
4625,18,33,24
4627,0,48,24
4628,0,22,24
4629,0,4,24
4630,0,24,24
4631,0,34,24
4632,0,24,24
4632,1,32,24
4632,30,32,24
4632,18,35,24
4632,19,30,24
4633,0,24,24
4633,1,32,24
4633,30,32,24
4633,18,35,24
4633,19,30,24
4634,0,24,24
4634,1,32,24
4634,30,32,24
4634,18,35,24
4634,19,30,24
4641,0,44,24
4642,0,36,24
4642,1,32,24
4642,18,32,24
4642,19,32,24
4643,0,16,24
4643,1,26,24
4643,30,33,24
4643,18,27,24
4646,0,42,24
4647,0,68,24
4648,0,55,24
4649,0,12,24
4649,1,29,24
4649,30,44,24
4649,18,23,24
4651,0,40,24
4652,0,36,24
4652,1,27,24
4652,30,28,24
4652,18,47,24
4654,0,60,24
4655,0,3,24
4656,0,20,24
4657,0,16,24
4657,1,27,24
4657,18,36,24
4657,30,36,24
4660,0,5,24
4661,0,24,24
4662,0,52,24
4663,0,48,24
4664,0,16,24
4664,1,29,24
4664,18,29,24
4664,30,35,24
4667,0,24,24
4667,18,27,24
4667,19,38,24
4670,0,16,24
4670,1,27,24
4670,18,36,24
4670,30,36,24
4673,0,5,24
4674,0,24,24
4675,0,31,24
4676,0,48,24
4677,0,24,24
4677,1,25,24
4677,30,30,24
4677,18,37,24
4679,0,28,24
4679,1,22,24
4679,30,38,24
4679,19,36,24
4684,0,12,24
4684,1,16,24
4684,30,24,24
4686,0,21,24
4689,0,16,24
4689,1,32,24
4689,30,36,24
4691,0,32,24
4693,0,24,24
4693,1,28,24
4693,18,30,24
4695,0,30,24
4696,0,12,24
4697,0,20,24
4698,0,16,24
4698,1,25,24
4698,30,15,24
4698,18,29,24
4700,0,27,24
4701,0,24,24
4701,1,29,24
4701,18,45,24
4704,0,24,24
4705,0,28,24
4706,0,8,24
4707,0,28,24
4708,0,32,24
4710,28,36,24
4710,29,36,24
4711,28,36,24
4711,29,36,24
4712,28,36,24
4712,29,36,24
4713,28,36,24
4713,29,36,24
4714,29,4,24
4714,28,4,24
4716,29,4,24
4716,28,4,24
4718,29,4,24
4718,28,4,24
4719,29,4,24
4719,28,4,24
4721,29,4,24
4721,28,4,24
4723,29,4,24
4723,28,4,24
4724,29,4,24
4724,28,4,24
4726,29,4,24
4726,28,4,24
4728,0,279,24
4730,0,83,24
4732,28,36,24
4732,29,36,24
4733,28,36,24
4733,29,36,24
4734,28,36,24
4734,29,36,24
4735,28,36,24
4735,29,36,24
4738,0,16,24
4738,1,23,24
4738,30,23,24
4740,0,12,24
4740,1,27,24
4740,30,30,24
4742,0,24,24
4742,18,27,24
4742,19,35,24
4744,0,24,24
4744,1,25,24
4744,30,36,24
4746,0,24,24
4746,1,16,24
4746,18,28,24
4746,30,24,24
4748,0,24,24
4749,0,4,24
4750,0,16,24
4751,0,16,24
4751,1,31,24
4751,30,28,24
4753,0,24,24
4753,1,26,24
4753,30,24,24
4767,0,24,24
4767,1,22,24
4767,30,36,24
4767,19,34,24
4768,0,37,24
4769,0,28,24
4769,1,69,24
4769,30,37,24
4769,18,22,24
4769,19,35,24
4770,0,37,24
4771,0,16,24
4771,1,23,24
4771,18,21,24
4771,30,22,24
4781,0,32,24
4782,0,4,24
4783,0,36,24
4784,0,86,24
4785,0,45,24
4786,0,24,24
4786,1,32,24
4786,30,32,24
4786,18,38,24
4786,19,30,24
4787,0,24,24
4787,1,32,24
4787,30,32,24
4787,18,35,24
4787,19,30,24
4788,0,24,24
4788,1,30,24
4788,18,25,24
4788,30,30,24
4790,0,24,24
4790,1,25,24
4790,30,28,24
4790,18,33,24
4792,0,32,24
4793,0,33,24
4794,0,4,24
4795,0,13,24
4796,0,16,24
4796,1,18,24
4796,30,18,24
4798,0,18,24
4799,0,3,24
4800,0,16,24
4800,1,17,24
4800,4,16,24
