npc_id,note,act_no,type,tri_rnd,tri_hp,tri_companion_hp,tri_range,tri_count,change_target,range,area_width,area_height,leverage,skill_id,gfx_id,act_id,summon_id,summon_min,summon_max,poly_id,chat_id
45614,ジャイアントアントクイーン(キャンセレーション),2,2,10,0,0,-6,0,0,0,0,0,0,44,-1,0,0,0,0,0,0
45614,ジャイアントアントクイーン(地割れ),3,2,50,0,0,-6,0,0,0,0,0,30,10056,-1,0,0,0,0,0,0
45614,ジャイアントアントクイーン(アースクエイク),4,2,50,0,0,-15,0,0,0,0,0,30,10019,-1,0,0,0,0,0,0
45614,ジャイアントアントクイーン(物理攻撃),5,1,100,0,0,-3,0,0,3,0,0,30,0,-1,0,0,0,0,0,0
45615,冥法団長クリファス(遠距離特殊攻撃),0,2,70,0,0,-6,0,0,0,0,0,0,10083,4630,0,0,0,0,0,0
45615,冥法団長クリファス(範囲特殊攻撃),1,2,30,0,0,-3,0,0,0,0,0,30,10084,-1,0,0,0,0,0,0
45616,マミーロード(物理攻撃),0,1,100,0,0,-1,0,0,1,0,0,40,0,-1,0,0,0,0,0,0
45617,フェニックス(遠距離火炎),0,2,30,0,0,-6,0,0,0,0,0,50,10018,-1,0,0,0,0,0,0
45617,フェニックス(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,40,0,-1,0,0,0,0,0,0
45617,フェニックス(子フェニックス召還),3,3,40,35,0,-3,0,0,0,0,0,0,0,-1,0,91432,2,6,0,0
45618,ナイトバルド(アースクエイク),0,2,30,0,0,-3,0,0,0,0,0,40,62,-1,0,0,0,0,0,0
45618,ナイトバルド(メテオストライク),1,2,30,0,0,-15,0,0,0,0,0,30,74,-1,0,0,0,0,0,0
45618,ナイトバルド(召還:ダークブラックナイト),2,3,5,80,0,-3,5,0,0,0,0,0,0,-1,0,45503,1,2,0,0
45618,ナイトバルド(物理攻撃),3,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45619,地の大精霊(遠距離魔法),0,2,30,0,0,-8,0,0,0,0,0,20,10020,-1,0,0,0,0,0,0
45619,地の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45620,水の大精霊(遠距離魔法),0,2,30,0,0,-8,0,0,0,0,0,20,10022,-1,0,0,0,0,0,0
45620,水の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45621,風の大精霊(トルネード),0,2,30,0,0,-4,0,0,0,0,0,50,53,-1,0,0,0,0,0,0
45621,風の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45622,火の大精霊(ファイアーボール),0,2,30,0,0,-8,0,0,0,0,0,20,10021,-1,0,0,0,0,0,0
45622,火の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,18,0,0,0,0,0
45624,ヤヒの近衛兵デーモン(単体魔法),0,2,100,0,0,2,0,0,0,0,0,15,10060,-1,0,0,0,0,0,0
45624,ヤヒの近衛兵デーモン(単体魔法),1,2,50,0,0,-1,0,0,0,0,0,15,10060,-1,0,0,0,0,0,0
45625,混沌(Recall),0,2,70,0,0,5,0,0,0,0,0,0,10057,-1,0,0,0,0,0,0
45625,混沌(キャンセレーション),1,2,15,0,0,-6,0,0,0,0,0,0,44,-1,0,0,0,0,0,0
45625,混沌(ショックスタン),2,2,40,0,0,-1,0,0,1,0,0,0,87,-1,0,0,0,0,0,0
45625,混沌(イラプション),3,2,15,0,0,-6,0,0,0,0,0,30,45,-1,0,0,0,0,0,0
45625,混沌(召還：混沌の司祭(Ａ)),4,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45227,2,2,0,0
45625,混沌(召還：混沌の司祭(Ｂ)),5,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45576,2,2,0,0
45625,混沌(召還：混沌の司祭(Ｃ)),6,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45627,2,2,0,0
45625,混沌(物理攻撃),7,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45627,混沌の司祭：騎士(ショックスタン),0,2,10,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45628,ヤヒの近衛兵サキュバス(Recall),0,2,20,0,0,5,0,0,0,0,0,0,10057,-1,0,0,0,0,0,0
45628,ヤヒの近衛兵サキュバス(単体魔法),1,2,100,0,0,2,0,0,0,0,0,20,10058,-1,0,0,0,0,0,0
45628,ヤヒの近衛兵サキュバス(単体魔法),2,2,50,0,0,-1,0,0,0,0,0,20,10058,-1,0,0,0,0,0,0
45629,ヤヒの近衛兵バフォメット(単体魔法),0,2,100,0,0,3,0,0,0,0,0,30,45,-1,0,0,0,0,0,0
45629,ヤヒの近衛兵バフォメット(単体魔法),1,2,50,0,0,-2,0,0,0,0,0,30,45,-1,0,0,0,0,0,0
45630,ヤヒの近衛兵ベレス(単体魔法),0,2,100,0,0,3,0,0,0,0,0,15,10059,-1,0,0,0,0,0,0
45630,ヤヒの近衛兵ベレス(単体魔法),1,2,50,0,0,-2,0,0,0,0,0,15,10059,-1,0,0,0,0,0,0
45631,ヤヒの近衛兵騎士(ショックスタン),0,2,15,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45642,地の大精霊(遠距離魔法),0,2,30,0,0,-8,0,0,0,0,0,20,10020,-1,0,0,0,0,0,0
45642,地の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45643,水の大精霊(遠距離魔法),0,2,30,0,0,-8,0,0,0,0,0,20,10022,-1,0,0,0,0,0,0
45643,水の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45644,風の大精霊(トルネード),0,2,30,0,0,-4,0,0,0,0,0,50,53,-1,0,0,0,0,0,0
45644,風の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45645,火の大精霊(ファイアーボール),0,2,30,0,0,-8,0,0,0,0,0,20,10021,-1,0,0,0,0,0,0
45645,火の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,18,0,0,0,0,0
45646,深淵の主(広範囲魔法),0,2,30,0,0,-6,0,0,0,0,0,20,10038,-1,0,0,0,0,0,0
45646,深淵の主(キャンセレーション),1,2,10,0,0,-6,0,0,0,0,0,0,44,-1,0,0,0,0,0,0
45646,深淵の主(ファイアーボール),2,2,30,0,0,-6,0,0,0,0,0,100,25,-1,0,0,0,0,0,0
45646,深淵の主(物理攻撃),3,1,100,0,0,-3,0,0,3,0,0,30,0,-1,0,0,0,0,0,0
45647,バルログのデーモン(広範囲魔法),0,2,20,0,0,-6,0,0,0,0,0,30,10024,-1,0,0,0,0,0,0
45647,バルログのデーモン(ファイアーボール),1,2,20,0,0,-6,0,0,0,0,0,100,25,-1,0,0,0,0,0,0
45647,バルログのデーモン(物理攻撃),2,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45649,デーモン(広範囲魔法),0,2,30,0,0,-6,0,0,0,0,0,20,10024,-1,0,0,0,0,0,0
45649,デーモン(ファイアーボール),1,2,30,0,0,-6,0,0,0,0,0,100,25,-1,0,0,0,0,0,0
45649,デーモン(召還:ゴースト),2,3,2,0,0,-3,0,0,0,0,0,0,0,-1,0,46185,1,2,0,0
45649,デーモン(召還:スケルトンマークスマン),3,3,2,0,0,-3,0,0,0,0,0,0,0,-1,0,45270,1,2,0,0
45649,デーモン(召還:ラヴァゴーレム),4,3,2,0,0,-3,0,0,0,0,0,0,0,-1,0,45365,1,2,0,0
45649,デーモン(召還:アイアンゴーレム),5,3,2,0,0,-3,0,0,0,0,0,0,0,-1,0,46171,1,2,0,0
45649,デーモン(召還:ホーンケルベロス),6,3,2,0,0,-3,0,0,0,0,0,0,0,-1,0,45341,1,2,0,0
45649,デーモン(召還:ブルート),7,3,2,0,0,-3,0,0,0,0,0,0,0,-1,0,45373,1,2,0,0
45649,デーモン(召還:サイクロプス),8,3,2,0,0,-3,0,0,0,0,0,0,0,-1,0,45420,1,2,0,0
45649,デーモン(物理攻撃),9,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45649,デーモン(範囲キャンセレーション),10,2,40,0,0,-1,0,0,0,0,0,0,501,-1,0,0,0,0,0,0
45650,デス ゾンビ ロード(広範囲魔法),0,2,30,0,0,-6,0,0,0,0,0,20,10000,-1,0,0,0,0,0,0
45650,デス ゾンビ ロード(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45651,バランカ(範囲),0,1,30,0,0,-6,0,0,6,6,6,50,0,-1,30,0,0,0,0,0
45651,バランカ(召還:ブラックタイガー),1,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45483,1,2,0,0
45651,バランカ(物理範囲),2,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45653,イモータル マミーロード(物理攻撃),0,1,100,0,0,-1,0,0,1,0,0,40,0,-1,0,0,0,0,0,0
45654,マーシレス アイリス(トルネード),0,2,30,0,0,-4,0,0,0,0,0,80,53,-1,0,0,0,0,0,0
45654,マーシレス アイリス(物理攻撃),1,1,100,0,0,-3,0,0,3,0,0,30,0,-1,0,0,0,0,0,0
45654,マーシレス アイリス(召喚:アイリス),2,3,7,0,0,-4,0,0,0,0,0,0,0,-1,0,45595,1,1,0,0
45664,ダーク ナイトバルド(物理攻撃),0,1,100,0,0,-2,0,0,2,0,0,45,0,-1,0,0,0,0,0,0
45671,アリオク(特殊),0,2,50,0,0,-4,0,0,0,0,0,25,10039,-1,0,0,0,0,0,0
45671,アリオク(物理攻撃),1,1,100,0,0,-6,0,0,6,6,6,30,0,-1,0,0,0,0,0,0
45672,フォーエバー リッチ(広範囲魔法),0,2,50,0,0,-15,0,0,0,0,0,30,10010,-1,0,0,0,0,0,0
45672,フォーエバー リッチ(遠距離魔法),1,2,50,0,0,-8,0,0,0,0,0,30,10061,-1,0,0,0,0,0,0
45672,フォーエバー リッチ(物理攻撃),2,1,100,0,0,-2,0,0,2,0,0,50,0,-1,0,0,0,0,0,0
45673,グリムリーパー(遠距離魔法),0,2,60,0,0,-8,0,0,0,0,0,45,10062,-1,0,0,0,0,0,0
45673,グリムリーパー(広範囲魔法),1,2,60,0,0,-15,0,0,0,0,0,40,10012,-1,0,0,0,0,0,0
45673,グリムリーパー(物理範囲攻撃),2,1,100,0,0,-2,0,0,2,2,1,80,0,-1,0,0,0,0,0,0
45674,死(Recall),0,2,80,0,0,5,0,0,0,0,0,0,10057,-1,0,0,0,0,0,0
45674,死(ショックスタン),1,2,50,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45674,死(キャンセレーション),2,2,20,0,0,-4,0,0,0,0,0,0,44,-1,0,0,0,0,0,0
45674,死(召喚:レッサーデーモン),3,3,7,0,0,-4,0,0,0,0,0,0,0,-1,0,45536,1,1,0,0
45674,死(召喚:デーモン),4,3,7,0,0,-4,0,0,0,0,0,0,0,-1,0,45542,1,1,0,0
45674,死(召喚:サキュバス),5,3,7,0,0,-4,0,0,0,0,0,0,0,-1,0,45575,1,1,0,0
45674,死(召喚:バフォメット),6,3,7,0,0,-4,0,0,0,0,0,0,0,-1,0,45597,1,1,0,0
45674,死(召喚:ベレス),7,3,7,0,0,-4,0,0,0,0,0,0,0,-1,0,45598,1,1,0,0
45674,死(エネルギーボルト),8,2,100,0,0,-1,0,0,0,0,0,80,4,-1,0,0,0,0,0,0
45674,死(特殊攻撃),9,1,100,0,0,-5,0,0,5,0,0,50,0,-1,0,0,0,0,0,0
45675,ヤヒ変身前(ブレス),0,1,30,0,0,-3,0,0,3,2,2,40,0,-1,19,0,0,0,0,0
45675,ヤヒ変身前(物理攻撃),1,1,50,0,0,-2,0,0,2,0,0,50,0,-1,0,0,0,0,0,0
45675,ヤヒ変身前(物理攻撃2),2,1,50,0,0,-2,0,0,2,1,0,30,0,-1,30,0,0,0,0,0
45676,冥法軍王ヘルバイン(召還:血の降霊術師),0,3,5,0,0,-3,0,0,0,0,0,0,0,4540,0,45517,1,2,0,0
45676,冥法軍王ヘルバイン(召還:ダークロード),1,3,5,0,0,-3,0,0,0,0,0,0,0,4540,0,45523,1,2,0,0
45676,冥法軍王ヘルバイン(メテオストライク),2,2,30,0,0,-15,0,0,0,0,0,30,74,4538,0,0,0,0,0,0
45677,ライア(アイスイラプション),0,2,30,0,0,-9,0,0,0,0,0,30,10035,-1,0,0,0,0,0,0
45677,ライア(強制変身:オーク),1,4,5,0,0,-9,0,0,0,0,0,0,0,-1,0,0,0,0,3906,0
45677,ライア(召還:サモンエレメンタル),2,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45310,1,2,0,0
45678,ケレニス(フルヒール),0,2,80,0,90,-15,0,1,0,0,0,100,57,-1,0,0,0,0,0,0
45678,ケレニス(ブリザード),1,2,30,0,0,-15,0,0,0,0,0,120,59,-1,0,0,0,0,0,0
45678,ケレニス(メテオストライク),2,2,30,0,0,-15,0,0,0,0,0,30,74,-1,0,0,0,0,0,0
45680,ケンラウヘル(範囲攻撃),0,1,30,0,0,-6,0,0,6,6,6,60,0,4223,0,0,0,0,0,0
45680,ケンラウヘル(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45681,リンドビオル(電撃),0,2,100,25,0,-15,3,0,0,0,0,1300,10053,-1,0,0,0,0,0,0
45681,リンドビオル(安息),1,2,50,0,0,-20,0,0,0,0,0,50,10026,-1,0,0,0,0,0,0
45681,リンドビオル(電撃:遠距離),2,2,50,0,0,5,0,0,0,0,0,100,10053,-1,0,0,0,0,0,0
45681,リンドビオル(電撃:近距離),3,2,50,0,0,-4,0,0,0,0,0,100,10053,-1,0,0,0,0,0,0
45681,リンドビオル(首振り),4,1,10,0,0,-3,0,0,3,3,4,300,0,-1,1,0,0,0,0,0
45681,リンドビオル(右手),5,1,10,0,0,-2,0,0,2,0,0,250,0,-1,5,0,0,0,0,0
45681,リンドビオル(左手),6,1,10,0,0,-2,0,0,2,0,0,250,0,-1,12,0,0,0,0,0
45682,アンタラス(ブレス),0,2,100,25,0,-15,3,0,0,0,0,1200,10054,-1,0,0,0,0,0,0
45682,アンタラス(安息),1,2,50,0,0,-20,0,0,0,0,0,0,10027,-1,0,0,0,0,0,0
45682,アンタラス(イラプション),2,2,20,0,0,3,0,0,0,0,0,200,45,-1,0,0,0,0,0,0
45682,アンタラス(ブレス:遠距離),3,2,50,0,0,5,0,0,0,0,0,50,10054,-1,0,0,0,0,0,0
45682,アンタラス(ブレス:近距離),4,2,50,0,0,-4,0,0,0,0,0,50,10054,-1,0,0,0,0,0,0
45682,アンタラス(首振り),5,1,10,0,0,-3,0,0,3,3,4,200,0,-1,1,0,0,0,0,0
45682,アンタラス(右手),6,1,10,0,0,-2,0,0,2,0,0,150,0,-1,5,0,0,0,0,0
45682,アンタラス(左手),7,1,10,0,0,-2,0,0,2,0,0,150,0,-1,12,0,0,0,0,0
45683,パプリオン(泡),0,2,100,25,0,-15,3,0,0,0,0,1000,10051,-1,0,0,0,0,0,0
45683,パプリオン(泡:遠距離),1,2,50,0,0,5,0,0,0,0,0,50,10051,-1,0,0,0,0,0,0
45683,パプリオン(泡:近距離),2,2,50,0,0,0,0,0,0,0,0,50,10051,-1,0,0,0,0,0,0
45683,パプリオン(アイスブレス),3,2,10,0,0,-4,0,0,0,0,0,100,10050,-1,0,0,0,0,0,0
45683,パプリオン(首振り),4,1,10,0,0,-3,0,0,3,3,4,200,0,-1,1,0,0,0,0,0
45683,パプリオン(右手),5,1,10,0,0,-2,0,0,2,0,0,150,0,-1,5,0,0,0,0,0
45683,パプリオン(左手),6,1,10,0,0,-2,0,0,2,0,0,150,0,-1,12,0,0,0,0,0
45683,パプリオン(尻尾),7,1,10,0,0,-3,0,0,3,3,4,200,0,-1,25,0,0,0,0,0
45683,パプリオン(安息),8,2,50,0,0,-20,0,0,0,0,0,0,10029,-1,0,0,0,0,0,0
45684,ヴァラカス(メテオ),0,2,100,25,0,-15,3,0,0,0,0,1500,10052,-1,0,0,0,0,0,0
45684,ヴァラカス(メテオ:遠距離),1,2,50,0,0,5,0,0,0,0,0,100,10052,-1,0,0,0,0,0,0
45684,ヴァラカス(メテオ:近距離),2,2,50,0,0,0,0,0,0,0,0,100,10052,-1,0,0,0,0,0,0
45684,ヴァラカス(安息),3,2,50,0,0,-20,0,0,0,0,0,0,10028,-1,0,0,0,0,0,0
45684,ヴァラカス(首振り),4,1,10,0,0,-3,0,0,3,3,4,250,0,-1,1,0,0,0,0,0
45684,ヴァラカス(右手),5,1,10,0,0,-2,0,0,2,0,0,250,0,-1,5,0,0,0,0,0
45685,堕落(強制変身:ゾンビ),0,4,5,0,0,-9,0,0,0,0,0,0,0,-1,0,0,0,0,3872,0
45685,堕落(広範囲魔法),1,2,30,0,0,-4,0,0,0,0,0,30,10025,-1,0,0,0,0,0,0
45685,堕落(召還:コラプトプリースト),2,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45570,1,3,0,0
45685,堕落(召還:コラプトプリースト),3,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45571,1,3,0,0
45685,堕落(召還:コラプトプリースト),4,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45582,1,3,0,0
45685,堕落(召還:コラプトプリースト),5,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45587,1,3,0,0
45685,堕落(召還:コラプトプリースト),6,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45605,1,3,0,0
45692,ハイビーグル(スタラック),0,2,100,0,0,-6,0,0,0,0,0,0,16,-1,18,0,0,0,0,0
45693,ハイセントバーナード(ウィンドカッター),0,2,100,0,0,-6,0,0,0,0,0,0,7,-1,18,0,0,0,0,0
45694,ハイフォックス(ファイアーアロー),0,2,100,0,0,-6,0,0,0,0,0,0,15,-1,30,0,0,0,0,0
45695,ハイラビット(コーンオブコールド),0,2,100,0,0,-6,0,0,0,0,0,0,38,-1,30,0,0,0,0,0
45696,ハイキャット(チルタッチ),0,2,100,0,0,-3,0,0,0,0,0,0,10,-1,18,0,0,0,0,0
45697,ハイラクーン(デイジーズ),0,2,100,0,0,-3,0,0,0,0,0,20,47,-1,18,0,0,0,0,0
45697,ハイラクーン(ウィークネス),1,2,100,0,0,-3,0,0,0,0,0,20,56,-1,18,0,0,0,0,0
45697,ハイラクーン(スロー),2,2,100,0,0,-6,0,0,0,0,0,20,29,-1,18,0,0,0,0,0
45701,怒れる古代人の霊魂(ライトニング),0,2,40,0,0,-5,0,0,0,0,0,40,17,-1,0,0,0,0,0,0
45702,怒れる古代人の霊魂(イラプション),0,2,20,0,0,-6,0,0,0,0,0,14,45,-1,0,0,0,0,0,0
45703,怒れる古代人の霊魂(ファイアーボール),0,2,40,0,0,-6,0,0,0,0,0,40,25,-1,0,0,0,0,0,0
45704,怒れる古代人の霊魂(エネルギーボルト),0,2,40,0,0,-6,0,0,0,0,0,50,4,-1,0,0,0,0,0,0
45708,バルログの創造物(火炎魔方陣),0,2,50,0,0,-2,0,0,0,0,0,0,10042,-1,0,0,0,0,0,0
45709,バルログの追従者(広範囲魔法),0,2,20,0,0,-6,0,0,0,0,0,30,10024,-1,0,0,0,0,0,0
45709,バルログの追従者(ファイアーボール),1,2,20,0,0,-6,0,0,0,0,0,100,25,-1,0,0,0,0,0,0
45709,バルログの追従者(物理攻撃),2,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45710,バトルタイガー(遠距離魔法),0,2,100,0,0,-6,0,0,1,0,0,0,10076,-1,0,0,0,0,0,0
45712,紀州犬(遠距離魔法),0,2,100,0,0,-6,0,0,1,0,0,0,10077,-1,0,0,0,0,0,0
45720,溺死した魂(2セル遠距離特殊攻撃),0,2,50,0,0,-2,0,0,0,0,0,0,10072,-1,0,0,0,0,0,0
45721,溺死した魂(6セル遠距離魔法攻撃),0,2,30,0,0,6,0,0,0,0,0,0,10073,-1,0,0,0,0,0,0
45721,溺死した魂(Freeze),1,2,30,0,0,3,0,0,0,0,0,20,10071,-1,0,0,0,0,0,0
45723,船の悪霊(召還:船の悪霊の召喚物),0,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45722,1,2,0,0
45727,深海のシーダンサー(10セル遠距離特殊攻撃),0,2,100,0,0,-10,0,0,0,0,0,18,10096,-1,0,0,0,0,0,0
45727,深海のシーダンサー(10セルトルネード),1,2,100,0,0,-10,0,0,0,0,0,20,10097,-1,0,0,0,0,0,0
45732,深海のイレッカドム(範囲特殊攻撃),0,1,80,0,0,-3,0,0,2,5,5,30,0,-1,18,0,0,0,0,0
45734,大王イカ(広範囲魔法),0,2,30,0,0,-7,0,0,0,0,0,30,10075,-1,0,0,0,0,0,0
45736,レッサーデーモン(火炎魔方陣),0,2,50,0,0,-2,0,0,0,0,0,0,10042,-1,0,0,0,0,0,0
45739,地のシバイン(ショックスタン),0,2,15,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45740,水のシバイン(ショックスタン),0,2,15,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45741,火のシバイン(ショックスタン),0,2,15,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45742,風のシバイン(ショックスタン),0,2,15,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45743,砂の墓(物理攻撃),0,1,30,0,0,-1,0,0,1,0,0,20,0,-1,18,0,0,0,0,0
45746,ディアンガス(炎),0,2,20,0,0,-5,0,0,5,1,5,0,10067,-1,0,0,0,0,0,0
45747,アンガス(炎),0,2,20,0,0,-5,0,0,5,1,5,0,10068,-1,0,0,0,0,0,0
45748,パーズ(トルネード),0,2,20,0,0,-4,0,0,0,0,0,10,53,-1,0,0,0,0,0,0
45749,パーズ(変身後)(8セル遠距離特殊攻撃),0,2,100,0,0,-8,0,0,0,0,0,5,10065,-1,0,0,0,0,0,0
45750,パーサズ(トルネード),0,2,20,0,0,-4,0,0,0,0,0,10,53,-1,0,0,0,0,0,0
45751,パーサズ(変身後)(8セル遠距離特殊攻撃),0,2,100,0,0,-8,0,0,0,0,0,5,10066,-1,0,0,0,0,0,0
45752,バルログ(広範囲魔法),0,2,10,0,0,-4,0,0,0,0,0,20,10069,-1,0,0,0,0,0,0
45752,バルログ(全範囲魔法),1,2,10,0,0,-15,0,0,0,0,0,20,10070,-1,0,0,0,0,0,0
45752,バルログ(ショックスタン),2,2,15,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45753,バルログ(変身後)(広範囲魔法),0,2,30,0,0,-4,0,0,0,0,0,20,10069,-1,0,0,0,0,0,0
45753,バルログ(変身後)(全範囲魔法),1,2,30,0,0,-15,0,0,0,0,0,20,10070,-1,0,0,0,0,0,0
45753,バルログ(変身後)(ショックスタン),2,2,15,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45770,汚れたオークウィザード(ファイアーボール),0,2,30,0,0,-6,0,0,0,0,0,20,25,-1,0,0,0,0,0,0
45771,汚れたフェアリー(コールライトニング),0,2,90,0,0,-8,0,0,0,0,0,0,34,-1,0,0,0,0,0,0
45772,汚れたオークウォリアー(召還:汚れたオークウィザード),0,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45770,1,3,0,0
45775,汚れたディプフラワー(6セル遠距離攻撃),0,2,100,0,0,-6,0,0,6,0,0,0,10094,-1,0,0,0,0,0,0
45783,汚れた闇の大精霊(バンパイアリックタッチ),0,2,20,0,0,-3,0,0,0,0,0,0,28,-1,0,0,0,0,0,0
45783,汚れた闇の大精霊(召還:汚れた闇の大精霊の召喚物),1,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45782,1,3,0,0
45784,汚れた光の大精霊(コールライトニング),0,2,30,0,0,-8,0,0,0,0,0,20,34,-1,0,0,0,0,0,0
45785,汚れた地の大精霊(遠距離魔法),0,2,30,0,0,-8,0,0,0,0,0,20,10020,-1,0,0,0,0,0,0
45785,汚れた地の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45786,汚れた火の大精霊(ファイアーボール),0,2,30,0,0,-8,0,0,0,0,0,20,10021,-1,0,0,0,0,0,0
45786,汚れた火の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,18,0,0,0,0,0
45787,汚れた風の大精霊(トルネード),0,2,30,0,0,-4,0,0,0,0,0,50,53,-1,0,0,0,0,0,0
45787,汚れた風の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45788,汚れた水の大精霊(遠距離魔法),0,2,30,0,0,-8,0,0,0,0,0,20,10022,-1,0,0,0,0,0,0
45788,汚れた水の大精霊(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45794,スピリッドの召喚物(遠距離特殊攻撃),0,2,30,0,0,-6,0,0,0,0,0,0,10078,-1,0,0,0,0,0,0
45795,スピリッド(遠距離特殊攻撃),0,2,30,0,0,-6,0,0,0,0,0,0,10079,-1,0,0,0,0,0,0
45795,スピリッド(召還:スピリッドの召喚物),1,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45794,1,3,0,0
45801,マイノシャーマンのダイアゴーレム(ディスインテグレート),0,2,30,0,0,-10,0,0,0,0,0,30,77,-1,0,0,0,0,0,0
45802,マイノシャーマン(コールライトニング),0,2,30,0,0,-10,0,0,0,0,0,100,34,-1,0,0,0,0,0,0
45802,マイノシャーマン(ライトニングストーム),1,2,30,0,0,-10,0,0,0,0,0,100,65,-1,0,0,0,0,0,0
45806,クラブマン(アイスダガー),0,2,30,0,0,-10,0,0,0,0,0,0,6,-1,0,0,0,0,0,0
45812,シーダンサー(10セル遠距離特殊攻撃),0,2,100,0,0,-10,0,0,10,0,0,0,10096,-1,0,0,0,0,0,0
45812,シーダンサー(10セルトルネード),1,2,100,0,0,-10,0,0,8,0,0,0,10097,-1,0,0,0,0,0,0
45823,クラスタシアン(コーンオブコールド),0,2,30,0,0,-8,0,0,0,0,0,0,38,-1,0,0,0,0,0,0
45828,ドッペルゲンガー(ブリザード),0,2,20,0,0,-15,0,0,0,0,0,0,59,-1,0,0,0,0,0,0
45828,ドッペルゲンガー(ファイアストーム),1,2,20,0,0,-3,0,0,0,0,0,0,70,-1,0,0,0,0,0,0
45828,ドッペルゲンガー(物理攻撃),2,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45829,バルバドス(ファイアーボール),0,2,30,0,0,-6,0,0,0,0,0,100,25,-1,0,0,0,0,0,0
45831,カーズドダークエルフナイト(遠距離特殊攻撃),0,2,30,0,0,-6,0,0,0,0,0,5,10081,5722,0,0,0,0,0,0
45831,カーズドダークエルフナイト(範囲特殊攻撃),1,2,30,0,0,-4,0,0,0,0,0,5,10082,5635,0,0,0,0,0,0
45832,カーズドダークエルフナイト(遠距離特殊攻撃),0,2,30,0,0,-6,0,0,0,0,0,5,10081,5722,0,0,0,0,0,0
45832,カーズドダークエルフナイト(範囲特殊攻撃),1,2,30,0,0,-4,0,0,0,0,0,5,10082,5635,0,0,0,0,0,0
45833,カーズドダークエルフナイト(遠距離特殊攻撃),0,2,30,0,0,-6,0,0,0,0,0,5,10081,5722,0,0,0,0,0,0
45833,カーズドダークエルフナイト(範囲特殊攻撃),1,2,30,0,0,-4,0,0,0,0,0,5,10082,5635,0,0,0,0,0,0
