id,npc_id,note,group_id,count,loc_x,loc_y,random_x,random_y,loc_x1,loc_y1,loc_x2,loc_y2,heading,min_respawn_delay,max_respawn_delay,map_id,respawn_screen,movement_distance,rest,near_spawn
7903,45161,史巴托,0,1,32738,33140,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7905,45161,史巴托,0,1,32760,33183,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7907,45161,史巴托,0,1,32826,33250,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7909,45161,史巴托,0,1,32897,33320,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7911,45161,史巴托,0,1,32854,33308,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7913,45161,史巴托,0,1,32781,33246,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7915,45161,史巴托,0,1,32723,33196,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7917,45161,史巴托,0,1,32798,33164,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7919,45161,史巴托,0,1,32767,33106,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7921,45161,史巴托,0,1,32851,33184,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7923,45161,史巴托,0,1,32947,33258,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7925,45161,史巴托,0,1,32823,33230,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7927,45161,史巴托,0,1,32911,33150,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7929,45161,史巴托,0,1,32869,33122,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7931,45161,史巴托,0,1,32797,33076,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7933,45161,史巴托,0,1,32860,33141,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7935,45161,史巴托,0,1,32849,33167,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7937,45161,史巴托,0,1,32869,33271,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7939,45161,史巴托,0,1,32876,33061,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7941,45161,史巴托,0,1,32888,33094,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7943,45161,史巴托,0,1,32971,33126,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7945,45161,史巴托,0,1,33003,33179,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7947,45161,史巴托,0,1,33033,33214,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7949,45161,史巴托,0,1,33002,33163,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7951,45161,史巴托,0,1,32899,33172,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7953,45161,史巴托,0,1,32781,33089,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7955,45161,史巴托,0,1,32842,33155,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7957,45161,史巴托,0,1,32789,33228,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7959,45161,史巴托,0,1,32702,33150,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7961,45161,史巴托,0,1,32914,33291,10,10,0,0,0,0,0,60,120,4,0,100,0,0
7963,45161,史巴托,0,1,32913,33358,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8003,45161,史巴托,0,1,32910,32947,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8005,45161,史巴托,0,1,32922,32914,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8007,45161,史巴托,0,1,32889,32900,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8009,45161,史巴托,0,1,32858,32926,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8011,45161,史巴托,0,1,32824,32929,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8081,45163,狂野毒牙,0,1,32659,32979,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8083,45163,狂野毒牙,0,1,32646,32970,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8085,45163,狂野毒牙,0,1,32672,32957,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8087,45163,狂野毒牙,0,1,32671,32922,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8089,45163,狂野毒牙,0,1,32685,32901,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8091,45163,狂野毒牙,0,1,32692,32875,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8093,45163,狂野毒牙,0,1,32667,32856,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8095,45163,狂野毒牙,0,1,32645,32841,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8097,45163,狂野毒牙,0,1,32670,32838,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8099,45163,狂野毒牙,0,1,32682,32809,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8101,45163,狂野毒牙,0,1,32681,32840,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8103,45163,狂野毒牙,0,1,32670,32857,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8105,45163,狂野毒牙,0,1,32678,32870,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8107,45163,狂野毒牙,0,1,32664,32945,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8109,45163,狂野毒牙,0,1,32683,32986,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8111,45163,狂野毒牙,0,1,32680,33015,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8113,45163,狂野毒牙,0,1,32662,33026,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8115,45163,狂野毒牙,0,1,32644,33013,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8117,45163,狂野毒牙,0,1,32649,32980,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8119,45163,狂野毒牙,0,1,32694,33043,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8121,45163,狂野毒牙,0,1,32687,33073,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8123,45163,狂野毒牙,0,1,32672,33095,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8125,45163,狂野毒牙,0,1,32635,33091,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8127,45163,狂野毒牙,0,1,32620,33062,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8129,45163,狂野毒牙,0,1,32630,33037,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8131,45163,狂野毒牙,0,1,32650,33077,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8133,45163,狂野毒牙,0,1,32635,33115,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8135,45163,狂野毒牙,0,1,32650,33127,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8137,45163,狂野毒牙,0,1,32673,33140,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8139,45163,狂野毒牙,0,1,32697,33145,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8141,45163,狂野毒牙,0,1,32720,33140,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8143,45163,狂野毒牙,0,1,32735,33159,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8145,45163,狂野毒牙,0,1,32722,33171,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8147,45163,狂野毒牙,0,1,32681,33178,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8149,45163,狂野毒牙,0,1,32672,33197,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8151,45163,狂野毒牙,0,1,32659,33205,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8153,45163,狂野毒牙,0,1,32642,33194,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8155,45163,狂野毒牙,0,1,32645,33165,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8157,45163,狂野毒牙,0,1,32630,33142,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8159,45163,狂野毒牙,0,1,32603,33134,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8161,45163,狂野毒牙,0,1,32582,33150,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8163,45163,狂野毒牙,0,1,32576,33111,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8165,45163,狂野毒牙,0,1,32571,33090,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8167,45163,狂野毒牙,0,1,32536,33091,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8169,45163,狂野毒牙,0,1,32522,33070,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8171,45163,狂野毒牙,0,1,32541,33038,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8173,45163,狂野毒牙,0,1,32535,33013,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8175,45163,狂野毒牙,0,1,32569,32998,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8177,45163,狂野毒牙,0,1,32560,32964,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8179,45163,狂野毒牙,0,1,32570,32967,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8181,45163,狂野毒牙,0,1,32518,32948,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8183,45163,狂野毒牙,0,1,32492,32952,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8185,45163,狂野毒牙,0,1,32487,32926,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8187,45163,狂野毒牙,0,1,32530,32908,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8189,45163,狂野毒牙,0,1,32526,32878,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8191,45163,狂野毒牙,0,1,32552,32852,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8193,45163,狂野毒牙,0,1,32594,32825,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8195,45163,狂野毒牙,0,1,32566,32855,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8197,45163,狂野毒牙,0,1,32526,32858,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8199,45163,狂野毒牙,0,1,32522,32825,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8201,45163,狂野毒牙,0,1,32501,32843,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8203,45163,狂野毒牙,0,1,32457,32825,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8205,45163,狂野毒牙,0,1,32441,32850,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8207,45163,狂野毒牙,0,1,32479,32861,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8209,45163,狂野毒牙,0,1,32469,32892,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8211,45163,狂野毒牙,0,1,32436,32901,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8213,45163,狂野毒牙,0,1,32403,32919,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8215,45163,狂野毒牙,0,1,32368,32936,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8217,45163,狂野毒牙,0,1,32359,32970,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8219,45163,狂野毒牙,0,1,32381,33001,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8221,45163,狂野毒牙,0,1,32386,33019,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8223,45163,狂野毒牙,0,1,32418,32982,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8225,45163,狂野毒牙,0,1,32435,32946,6,6,0,0,0,0,0,60,120,440,0,0,0,0
8330,45165,黑騎士,50,1,33091,33333,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8331,45165,黑騎士,50,1,33117,33343,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8332,45165,黑騎士,50,1,33080,33313,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8333,45165,黑騎士,50,1,33071,33285,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8334,45165,黑騎士,50,1,33108,33287,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8335,81066,黑騎士搜索隊,1,1,32798,32944,3,3,0,0,0,0,0,60,120,4,0,100,0,0
8337,81066,黑騎士搜索隊,1,1,32856,32955,3,3,0,0,0,0,0,60,120,4,0,100,0,0
8339,81066,黑騎士搜索隊,1,1,32914,32936,3,3,0,0,0,0,0,60,120,4,0,100,0,0
8341,81066,黑騎士搜索隊,1,1,32843,32927,3,3,0,0,0,0,0,60,120,4,0,100,0,0
8342,45165,黑騎士,50,1,33158,33401,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8353,45171,那魯加妖魔,0,1,32667,32421,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8355,45171,那魯加妖魔,0,1,32588,32354,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8357,45171,那魯加妖魔,0,1,32562,32332,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8359,45171,那魯加妖魔,0,1,32549,32341,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8361,45171,那魯加妖魔,0,1,32571,32339,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8363,45171,那魯加妖魔,0,1,32621,32418,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8365,45171,那魯加妖魔,0,1,32664,32466,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8367,45171,那魯加妖魔,0,1,32631,32465,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8369,45171,那魯加妖魔,0,1,32595,32446,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8371,45171,那魯加妖魔,0,1,32576,32468,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8373,45171,那魯加妖魔,0,1,32615,32505,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8375,45171,那魯加妖魔,0,1,32546,32217,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8377,45171,那魯加妖魔,0,1,32549,32287,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8379,45171,那魯加妖魔,0,1,32634,32313,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8381,45171,那魯加妖魔,0,1,32685,32380,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8383,45171,那魯加妖魔,0,1,32636,32348,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8385,45171,那魯加妖魔,0,1,32593,32305,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8387,45171,那魯加妖魔,0,1,32775,32342,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8389,45171,那魯加妖魔,0,1,32702,32311,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8391,45171,那魯加妖魔,0,1,32634,32278,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8393,45171,那魯加妖魔,0,1,32767,32243,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8395,45171,那魯加妖魔,0,1,32846,32396,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8397,45171,那魯加妖魔,0,1,32799,32433,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8527,45173,萊肯,0,1,33418,32468,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8529,45173,萊肯,0,1,33367,32218,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8531,45173,萊肯,0,1,33399,32218,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8533,45173,萊肯,0,1,33426,32220,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8535,45173,萊肯,0,1,33450,32230,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8537,45173,萊肯,0,1,33444,32243,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8539,45173,萊肯,0,1,33455,32433,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8541,45173,萊肯,0,1,33491,32418,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8543,45173,萊肯,0,1,33455,32433,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8545,45173,萊肯,0,1,33408,32432,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8547,45173,萊肯,0,1,33428,32436,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8549,45173,萊肯,0,1,33419,32469,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8551,45173,萊肯,0,1,33400,32438,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8553,45173,萊肯,0,1,33420,32432,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8555,45173,萊肯,0,1,33479,32450,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8557,45173,萊肯,0,1,33503,32456,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8559,45173,萊肯,0,1,33503,32477,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8561,45173,萊肯,0,1,33493,32501,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8563,45173,萊肯,0,1,33484,32526,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8565,45173,萊肯,0,1,33467,32512,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8567,45173,萊肯,0,1,33426,32510,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8569,45173,萊肯,0,1,33402,32513,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8571,45173,萊肯,0,1,33396,32495,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8573,45173,萊肯,0,1,33431,32499,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8575,45173,萊肯,0,1,33449,32471,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8577,45173,萊肯,0,1,33468,32465,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8579,45173,萊肯,0,1,33484,32488,5,5,0,0,0,0,0,60,120,4,0,100,0,0
8581,45173,萊肯,0,1,33426,33259,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8583,45173,萊肯,0,1,33353,33309,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8585,45173,萊肯,0,1,33419,33279,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8587,45173,萊肯,0,1,33427,33213,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8589,45173,萊肯,0,1,33286,33156,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8591,45173,萊肯,0,1,33485,33149,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8593,45173,萊肯,0,1,33461,33124,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8595,45173,萊肯,0,1,33448,33164,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8597,45173,萊肯,0,1,33507,33077,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8599,45173,萊肯,0,1,33572,33120,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8705,45173,萊肯,0,1,33247,33020,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8707,45173,萊肯,0,1,33431,33078,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8709,45173,萊肯,0,1,33473,33055,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8711,45173,萊肯,0,1,33505,33044,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8713,45173,萊肯,0,1,33532,33057,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8715,45173,萊肯,0,1,33594,33063,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8717,45173,萊肯,0,1,33617,33037,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8719,45173,萊肯,0,1,33670,33013,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8721,45173,萊肯,0,1,33645,32914,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8723,45173,萊肯,0,1,33687,32975,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8725,45173,萊肯,0,1,33662,32905,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8727,45173,萊肯,0,1,33747,32990,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8729,45173,萊肯,0,1,33871,33018,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8731,45173,萊肯,0,1,33805,32966,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8733,45173,萊肯,0,1,33779,32972,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8735,45173,萊肯,0,1,33677,32995,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8737,45173,萊肯,0,1,32921,32564,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8739,45173,萊肯,0,1,32945,32559,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8741,45173,萊肯,0,1,32979,32579,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8743,45173,萊肯,0,1,32974,32622,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8745,45173,萊肯,0,1,32976,32658,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8747,45173,萊肯,0,1,32953,32670,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8749,45173,萊肯,0,1,32944,32642,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8751,45173,萊肯,0,1,32948,32610,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8753,45173,萊肯,0,1,32972,32586,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8755,45173,萊肯,0,1,33176,32639,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8757,45173,萊肯,0,1,33105,32628,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8759,45173,萊肯,0,1,33061,32619,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8761,45173,萊肯,0,1,33108,32684,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8763,45173,萊肯,0,1,33166,32583,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8765,45173,萊肯,0,1,33111,32590,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8767,45173,萊肯,0,1,33075,32628,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8769,45173,萊肯,0,1,32985,32853,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8771,45173,萊肯,0,1,32974,32873,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8773,45173,萊肯,0,1,32986,32886,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8775,45173,萊肯,0,1,32982,32911,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8777,45173,萊肯,0,1,32982,32933,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8779,45173,萊肯,0,1,32971,32958,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8781,45173,萊肯,0,1,32948,32942,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8783,45173,萊肯,0,1,32956,32911,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8785,45173,萊肯,0,1,32950,32889,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8787,45173,萊肯,0,1,32947,32845,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8789,45173,萊肯,0,1,32960,32883,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8791,45173,萊肯,0,1,32962,32938,10,10,0,0,0,0,0,60,120,4,0,100,0,0
8793,45173,萊肯,0,1,32951,32989,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9001,45184,楊果裡恩,0,1,33543,33301,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9003,45184,楊果裡恩,0,1,33466,33252,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9005,45184,楊果裡恩,0,1,33386,33340,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9007,45184,楊果裡恩,0,1,33333,33386,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9009,45184,楊果裡恩,0,1,33454,33430,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9011,45184,楊果裡恩,0,1,33365,33286,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9013,45184,楊果裡恩,0,1,33345,33295,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9015,45184,楊果裡恩,0,1,33440,33221,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9017,45184,楊果裡恩,0,1,33375,33175,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9133,45184,楊果裡恩,0,1,33345,33022,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9135,45184,楊果裡恩,0,1,33399,33082,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9137,45184,楊果裡恩,0,1,33348,33110,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9139,45184,楊果裡恩,0,1,33372,33046,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9141,45184,楊果裡恩,0,1,33204,33080,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9143,45184,楊果裡恩,0,1,33219,33041,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9145,45184,楊果裡恩,0,1,33186,33081,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9147,45184,楊果裡恩,0,1,32946,32626,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9149,45184,楊果裡恩,0,1,32955,32589,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9151,45184,楊果裡恩,0,1,32958,32982,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9153,45184,楊果裡恩,0,1,32954,32928,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9155,45184,楊果裡恩,0,1,32986,32909,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9157,45184,楊果裡恩,0,1,32963,32895,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9265,45189,變形怪,0,1,33803,33269,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9267,45189,變形怪,0,1,33802,33287,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9269,45189,變形怪,0,1,33805,33307,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9271,45189,變形怪,0,1,33786,33321,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9273,45189,變形怪,0,1,33766,33334,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9275,45189,變形怪,0,1,33751,33348,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9277,45189,變形怪,0,1,33746,33357,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9279,45189,變形怪,0,1,33729,33355,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9281,45189,變形怪,0,1,33717,33341,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9283,45189,變形怪,0,1,33709,33325,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9285,45189,變形怪,0,1,33717,33303,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9287,45189,變形怪,0,1,33730,33312,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9289,45189,變形怪,0,1,33732,33333,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9291,45189,變形怪,0,1,33749,33329,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9293,45189,變形怪,0,1,33756,33311,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9295,45189,變形怪,0,1,33766,33293,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9297,45189,變形怪,0,1,33769,33273,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9299,45189,變形怪,0,1,33784,33256,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9301,45189,變形怪,0,1,33767,33245,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9303,45189,變形怪,0,1,33746,33256,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9305,45189,變形怪,0,1,33730,33271,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9307,45189,變形怪,0,1,33715,33286,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9309,45189,變形怪,0,1,33698,33314,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9311,45189,變形怪,0,1,33696,33346,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9313,45189,變形怪,0,1,33711,33361,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9315,45189,變形怪,0,1,33729,33364,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9317,45189,變形怪,0,1,33793,33296,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9319,45189,變形怪,0,1,33776,33304,10,10,0,0,0,0,0,60,120,4,0,100,0,0
9321,45189,變形怪,0,1,33740,33346,10,10,0,0,0,0,0,60,120,4,0,100,0,0
