id,name,unidentified_name_id,identified_name_id,type,material,grade,weight,inv_gfx_id,grd_gfx_id,item_desc_id,ac,safe_enchant,use_royal,use_knight,use_wizard,use_elf,use_darkelf,use_dragonknight,use_illusionist,str,con,dex,int,wis,cha,hp,mp,hpr,mpr,sp,min_level,max_level,mr,is_haste,damage_reduction,weight_reduction,hit_modifier,dmg_modifier,bow_hit_modifier,bow_dmg_modifier,bless,tradable,deletable,charge_time,expiration_time,defense_water,defense_wind,defense_fire,defense_earth,resist_stun,resist_stone,resist_sleep,resist_freeze,resist_hold,resist_blind,exp_bonus,potion_recovery_rate
20099,惡魔盔甲,$1806,$1806,armor,iron,-1,250000,696,9,0,-6,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20100,死亡騎士盔甲,$1810,$1810,armor,iron,-1,250000,695,3293,0,-7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20101,皮甲,$156,$156,armor,iron,-1,350000,10,3772,0,-6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20102,拉斯塔巴德皮盔甲,$2916,$2916,armor,leather,-1,70000,1337,3437,1086,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20103,拉斯塔巴德長袍,$2912,$2912,armor,cloth,-1,30000,1330,3429,1088,-4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20104,拉斯塔巴德銀釘皮盔甲,$2911,$2911,armor,iron,-1,150000,1327,3426,1087,-4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20105,拉斯塔巴德鏈甲,$2910,$2910,armor,iron,-1,200000,1329,3427,1085,-6,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20106,蕾雅長袍,$3081,$3081,armor,cloth,-1,30000,1519,3794,1169,-2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20107,巫妖斗篷,$2212,$2212,armor,cloth,-1,30000,978,9,0,-3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,50,0,15,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20108,古代風龍鱗盔甲,$2097,$2097,armor,dragonscale,-1,250000,542,9,719,-11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,50,0,0,0,0,0,0,0,0,0,0
20109,法令軍王長袍,$3855,$3855,armor,cloth,-1,20000,1909,4970,0,-8,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20110,抗魔法鏈甲,$516,$516,armor,iron,-1,300000,1201,3172,167,-5,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20111,法師長袍,$1207,$1207,armor,cloth,-1,60000,527,1504,0,-3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20112,曼波外套,$3251,$3251,armor,leather,-1,10000,1630,4113,1286,-3,4,1,1,1,1,1,1,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,10,0,-10,0,0,0,0,40,0,0,0,0
20113,武官護鎧,$3841,$3841,armor,steel,-1,250000,1895,4956,0,-4,6,0,1,0,0,0,1,1,0,0,0,0,0,0,50,0,10,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20114,綿質長袍,$580,$580,armor,cloth,-1,10000,287,9,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20115,藤甲,$155,$155,armor,iron,-1,400000,102,3771,0,-6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20116,巴蘭卡盔甲,$3074,$3074,armor,leather,-1,450000,1533,3848,1162,-8,4,0,1,0,0,0,0,0,1,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20117,巴風特盔甲,$2765,$2765,armor,gemstone,-1,30000,1256,3253,999,-8,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20118,反王盔甲,$2189,$2189,armor,iron,-1,180000,960,9,0,-8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20119,古代火龍鱗盔甲,$2096,$2096,armor,dragonscale,-1,250000,541,9,718,-11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,50,0,0,0,0,0,0,0,0,0
20120,皮盔甲,$1032,$1032,armor,leather,-1,50000,460,9,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20121,黑法師長袍,$3088,$3088,armor,cloth,-1,30000,1486,3708,1176,-4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20122,鱗甲,$162,$162,armor,iron,-1,250000,89,3840,0,-4,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20123,喚獸師長袍,$3084,$3084,armor,cloth,-1,30000,1522,3797,1172,-4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20124,骷髏盔甲,$1035,$1035,armor,bone,-1,150000,448,9,0,-5,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20125,鏈甲,$159,$159,armor,iron,-1,300000,26,3773,0,-5,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20126,象牙塔皮盔甲,$3290,$3290,armor,leather,-1,150000,299,9,1331,-6,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20127,水龍鱗盔甲,$141,$141,armor,dragonscale,-1,300000,1197,3168,403,-9,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,20,0,0,0,0,0,0,0,0,0,0,0
20128,水晶盔甲,$153,$153,armor,gemstone,-1,350000,22,3769,0,-8,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20129,神官法袍,$3848,$3848,armor,cloth,-1,60000,1902,4963,0,-6,6,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,5,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20130,古代地龍鱗盔甲,$2095,$2095,armor,dragonscale,-1,250000,540,9,717,-11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,50,0,0,0,0,0,0,0,0
20131,火焰之影盔甲,$3748,$3748,armor,bone,-1,1000,1976,5035,1716,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20132,黑暗披肩,$2452$2466,$2452 $2466,armor,cloth,-1,20000,1077,2933,870,-5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20133,黑暗執行者金屬盔甲,$2571$152,$2571 $152,armor,blackmithril,-1,170000,2282,9,1748,-15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20134,冰之女王魅力禮服,$2753,$2753,armor,gemstone,-1,30000,5132,3259,987,-7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20135,歐西斯環甲,$165,$165,armor,iron,-1,250000,442,3834,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20136,歐西斯鏈甲,$160,$160,armor,iron,-1,300000,443,3774,0,-4,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20137,精靈鏈甲,$595,$595,armor,mithril,-1,150000,281,9,0,-5,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20138,精靈金屬盔甲,$788,$788,armor,orichalcum,-1,250000,275,9,0,-6,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20139,精靈護胸金屬板,$782,$782,armor,mithril,-1,100000,302,9,0,-4,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20140,被遺忘的皮盔甲,$1934,$1934,armor,leather,-1,200000,442,9,655,-1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20141,被遺忘的長袍,$1935,$1935,armor,cloth,-1,50000,51,9,656,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20142,被遺忘的鱗甲,$1936,$1936,armor,dragonscale,-1,250000,89,3840,657,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20143,被遺忘的金屬盔甲,$1933,$1933,armor,iron,-1,300000,443,3768,654,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20144,死亡盔甲,$3742,$3742,armor,bone,-1,100000,1955,5016,1711,-8,0,1,1,0,0,0,1,0,2,0,2,0,-2,-2,0,0,5,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20145,硬皮背心,$1034,$1034,armor,leather,-1,150000,285,9,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20146,地龍鱗盔甲,$142,$142,armor,dragonscale,-1,300000,1198,3169,404,-9,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,20,0,0,0,0,0,0,0,0
20147,銀釘皮甲,$163,$163,armor,leather,-1,150000,109,3842,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20148,銀釘皮背心,$1033,$1033,armor,leather,-1,130000,284,9,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20149,青銅盔甲,$154,$154,armor,copper,-1,450000,32,3770,0,-6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20150,克特盔甲,$2774,$2774,armor,iron,-1,250000,1246,3316,1008,-7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20151,賽尼斯斗篷,$2202,$2202,armor,cloth,-1,85000,972,9,0,-5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20152,墮落長袍,$3343,$3343,armor,cloth,-1,25000,1663,4267,1379,-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,5,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20153,古代水龍鱗盔甲,$2094,$2094,armor,dragonscale,-1,250000,539,9,716,-11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,50,0,0,0,0,0,0,0,0,0,0,0
20154,金屬盔甲,$152,$152,armor,iron,-1,450000,73,3768,0,-7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20155,藍海賊皮盔甲,$3499,$3499,armor,leather,-1,150000,1768,4346,1490,-5,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20156,風龍鱗盔甲,$138,$138,armor,dragonscale,-1,300000,1200,3171,406,-9,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,20,0,0,0,0,0,0,0,0,0,0
20157,金屬蜈蚣皮盔甲,$3108,$3108,armor,leather,-1,250000,1509,3731,1196,-8,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20158,混沌法袍,$3738,$3738,armor,bone,-1,15000,1980,5038,1707,-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20159,火龍鱗盔甲,$137,$137,armor,dragonscale,-1,300000,1199,3170,405,-9,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,20,0,0,0,0,0,0,0,0,0
20160,黑長者長袍,$2744,$2744,armor,cloth,-1,30000,1229,3263,978,-7,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,50,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20161,幻象盔甲,$1998,$1998,armor,iron,-1,300000,930,9,0,-7,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20162,皮手套,$198,$198,glove,leather,-1,5000,710,182,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20163,鋼鐵手套,$1208,$1208,glove,iron,-1,40000,506,182,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20164,影子手套,$2412,$2412,glove,leather,-1,10000,1040,2868,818,-1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20165,惡魔手套,$1805,$1805,glove,iron,-1,15000,709,182,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20166,死亡騎士手套,$1809,$1809,glove,iron,-1,15000,708,182,0,-2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20167,蜥蜴王手套,$3797,$3797,glove,bone,-1,12000,1877,4765,1814,-2,0,1,1,1,1,1,1,1,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20168,武官手套,$3844,$3844,glove,steel,-1,50000,1898,4959,0,-1,6,0,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20169,巴蘭卡手套,$3076,$3076,glove,leather,-1,5000,1526,3816,1164,-3,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20170,反王手套,$2191,$2191,glove,iron,-1,10000,962,182,0,-2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20171,保護者手套,$2249,$2249,glove,leather,-1,10000,1011,182,768,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,20,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20172,水靈手套,$3254,$3254,glove,leather,-1,18000,1631,4114,1289,0,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,4,0,0,0,0,0,0,0,0,0,0,0
20173,象牙塔皮手套,$3292,$3292,glove,leather,-1,18000,710,182,1333,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20174,雪人手套,$1801,$1801,glove,leather,-1,20000,711,182,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,8,0,0,0,0
20175,水晶手套,$1800,$1800,glove,gemstone,-1,20000,707,182,0,-3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,4,0,0,0,0,0,0,0,0,0,0,0
20176,神官手套,$3851,$3851,glove,leather,-1,20000,1905,4966,0,0,6,0,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20177,地靈手套,$3256,$3256,glove,leather,-1,18000,1632,4115,1291,0,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,4,0,0,0,0,0,0,0,0
20178,暗殺軍王手套,$3857,$3857,glove,leather,-1,25000,1911,4972,0,-4,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20179,火焰之影手套,$3751,$3751,glove,bone,-1,1000,2008,5058,1720,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20180,黑暗手套,$2452$330,$2452 $330,glove,cloth,-1,10000,1076,2934,871,-1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20181,火靈手套,$3253,$3253,glove,leather,-1,18000,1633,4116,1288,0,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,4,0,0,0,0,0,0,0,0,0
20182,手套,$330,$330,glove,leather,-1,10000,141,182,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20183,死亡手套,$3743,$3743,glove,bone,-1,5000,1967,5024,1712,-3,0,1,1,1,1,1,1,1,1,0,1,0,0,-2,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20184,克特手套,$2773,$2773,glove,iron,-1,15000,1244,3315,1007,-2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20185,賽尼斯手套,$2201,$2201,glove,leather,-1,8000,971,182,0,-1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20186,墮落手套,$3344,$3344,glove,leather,-1,18000,1665,4268,1380,-2,4,1,1,0,0,0,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20187,力量手套,$795,$795,glove,leather,-1,18000,328,182,280,0,4,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20188,藍海賊手套,$3496,$3496,glove,leather,-1,15000,1765,4343,1487,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20189,風靈手套,$3255,$3255,glove,leather,-1,18000,1634,4117,1290,0,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,4,0,0,0,0,0,0,0,0,0,0
20190,混沌手套,$3739,$3739,glove,bone,-1,5000,1990,5041,1708,-3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,5,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20191,腕甲,$775,$775,glove,leather,-1,10000,327,3964,0,0,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20192,皮長靴,$1027,$1027,boots,leather,-1,10000,461,25,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20193,皮涼鞋,$1025,$1025,boots,leather,-1,8000,452,25,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20194,鋼鐵長靴,$1211,$1211,boots,iron,-1,50000,509,25,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20195,影子長靴,$2423,$2423,boots,leather,-1,10000,1044,2872,829,-2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,4,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20196,黑暗棲林者長靴,$3091,$3091,boots,leather,-1,10000,1489,3711,1179,-2,4,0,1,0,1,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20197,惡魔長靴,$1807,$1807,boots,iron,-1,15000,702,25,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20198,死亡騎士長靴,$1811,$1811,boots,iron,-1,15000,701,25,0,-3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20199,拉斯塔巴德長靴,$2913,$2913,boots,leather,-1,10000,1325,3430,1089,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
