npc_id,note,normal_action,chaotic_action,teleport_url,teleport_urla
70797,\N,drist,drist,,
70798,리키,riky2,riky2,,
70799,마을 관리인,othertown,othertown,othertownh,
70800,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70801,성향 치 회복^속죄의 사자,restore1pk,restore1pk,,
70802,대장장이^아논,aanon1,aanon1,,
70804,죠엘,lien1,lienC1,,
70805,줄리,ladar1,ladarC1,,
70806,타운 어드바이저,secretary1,secretary1,secretary4,
70807,핀,farlin1,farlinC1,,
70808,\N,new_alchemy1,new_alchemy1,,
70809,가이드,,,,
70811,라이라,lyraEv1,lyraEv1,lyraEv3,
70815,마을 관리인,othertown,othertown,othertownh,
70816,무기 강화 사,encwc,encwc,,
70817,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70820,방어구 강화 사,encac,encac,,
70822,세겜 아 투바,seghem1,seghem1,seghem2,
70823,성향 치 회복^속죄의 사자,restore1pk,restore1pk,,
70824,어쌔신 마스터의 추종자,assassin4,assassin4,,
70826,오스,oth2,oth2,,
70830,타운 어드바이저,secretary1,secretary1,secretary4,
70831,켄투 네루가,kentu1,kentu1,kentu2,
70836,한스,hans1,hans1,hans2,
70837,나르 엔,narhenE3,narhenE3,narhenE1,
70838,네루 파,nerupaE1,nerupaE1,nerupaCE1,
70840,로빈 후드,robinwood1,robinwood1,robinwood3,
70841,루디 엘,luudiel1,luudiel1,,
70844,숲과 요정의 어머니,,,,
70846,아라크네,arachnee1,arachnee1,arachnem1,
70847,에스트,estE1,estE1,estCE1,
70848,엔트,ente1,ente1,entm1,
70850,판,pane1,pane1,panm1,
70851,페어리,fairye1,fairye1,fairym1,
70852,페어리 퀸,fairyqe1,fairyqe1,fairyqm1,
70853,페어리 프린세스,fairyp3,fairyp3,,
70855,\N,new_alchemy1,new_alchemy1,,
70857,하이네 가드,heguard6,heguard6,heguard6,
70860,마을 관리인,othertown,othertown,othertownh,
70861,무기 강화 사,encwc,encwc,,
70862,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70863,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70865,방어구 강화 사,encac,encac,,
70872,에 브롤,eveurol1,eveurol1,eveurol5,
70873,엘란,ellan1,ellan1,ellan2,
70876,타운 어드바이저,secretary1,secretary1,secretary4,
70880,피셔,fisher1,fisher1,fisher2,
70881,하이네 성 용병단,gdummy1,gdummy1,,
70882,바 이거,vaiger1,vaiger1,vaiger2,
70884,혈맹 집행 인,bpledge2,bpledge2,bpledge1,
70885,칸,kanguard4,kanguard4,,
70889,라 뮤네,citizen6,citizen6,,
70890,라 보르,rabor,rabor,,
70892,론드,ronde6,ronde6,,
70894,론드의 암살 대,rondedum,rondedum,,
70895,블루 디카,bluedikaq4,bluedikaq4,,
70896,블루 디카의 암살 대,bluedum,bluedum,,
70898,세리아,inn,Inn1,,
70903,칸의 경비병,kandum,kandum,,
70904,쿠프,koup1,koup1,koupdwaf,
70906,키마,kimaq1,kimaq1,kimaq2,
70908,피어스,pears1,pears1,,
70909,피에로,pierot1,pierot1,,
70910,하 데스티,hadesty1,hadesty1,hadesty2,
70912,광부 오움,woumsix1,woumsix1,,
70913,광부 오움,woumfour1,woumfour1,,
70916,레딩,redin1,redin1,,
70917,반스,burns1,burns1,,
70919,스 미터,smiter1,smiter1,,
70920,아덴 정찰병,dfguard1,dfguard1,,
70922,오움,credonas1,credonas1,,
70923,올레,olle1,olle1,,
70924,오옴,genes1,genes1,,
70925,장로 오움,elderoum1,elderoum1,,
70927,코데 랏지,coderage1,coderage1,,
70928,트리스탄,tristan1,tristan1,,
70934,레스타,lesta,lesta,,
70953,\N,new_alchemy1,new_alchemy1,,
70964,밧슈,basch,basch,,
70970,\N,clalchemist1,clalchemist1,clalchemist2,
70971,\N,sialchemist1,sialchemist1,sialchemist2,
70980,릴리,orenc0,orenc0,,
70981,암탉,hen1,hen1,,
70983,돼지,pig1,pig1,,
70984,젖소,milkcow1,milkcow1,none,
70985,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70986,골키퍼,orckeeperop,orckeeperop,orckeeperop,
70987,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70988,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70989,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70990,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70991,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70992,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70993,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70994,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70995,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70996,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70997,도로 몬도,jpe0011,jpe0011,,
70998,노래하는 섬의 가이드,en0307,en0307,,
70999,알렉스,jpe0021,jpe0021,,
71000,알렉스,jpe0031,jpe0031,,
71001,의약 사 쿠스시,en0011,en0015,,
71002,캔슬 레이션 사,jpe0161,jpe0161,,
71003,대장장이 론,en0021,en0025,,
71004,아델레,en0051,en0051,,
71005,뽀삐 레아,jpe0041,jpe0041,,
71006,티미,jpe0051,jpe0051,,
71007,딜런,en0031,en0031,,
71009,치커리,jpe0076,jpe0076,,
71010,치커리,en0061,en0061,,
71011,브리,jpe0067,jpe0067,,
71012,브리,en0041,en0041,,
71013,침묵의 동굴 마을 텔레 포터^카렌,karen2,karen2,karen3,
71014,마을 자경단,en0242,en0242,,
71015,마을 자경단,en0263,en0263,,
71016,마을 자경단,en0251,en0251,,
71017,마을 자경단,en0251,en0251,,
71018,페이더,jpe0134,jpe0134,,
71019,제자 부토,jpe0115,jpe0115,,
71020,존,jpe0121,jpe0121,,
71021,뼈 세공 마티,en0197,en0197,,
71022,뼈 세공 지난,jpe0151,jpe0151,,
71023,뼈 세공 케이,jpe0141,jpe0141,,
71024,가렛 트,garret1,garret1,,
71025,케 스킨,jpe0086,jpe0086,,
71026,던전 텔레 포터^코코,en0112,en0112,,
71027,던전 텔레 포터^쿤,en0282,en0282,,
71028,키 요리,en0121,en0121,,
71029,스카이,en0291,en0291,,
71030,치료사,en1021,en1021,,
71031,용병 라이언,en0085,en0085,,
71032,모험가 기,en0091e,en0091e,,
71033,은둔,en0214,en0214,,
71034,랍비,en0205,en0205,,
71035,노래하는 섬의 텔레 포터,en0231,en0231,,
71036,카미 라의 유령,kamyla000,kamyla000,,
71037,치료사,jpe0101,jpe0101,,
71038,장로 노나메,orcfnoname1,orcfnoname1,,
71039,두다 마라 부우,orcfbuwoo1,orcfbuwoo1,orcfbuwoo2,
71040,조사 단장 아 투바 노아,orcfnoa2,orcfnoa2,,
71041,네루가 후 우모,orcfhuwoomo1,orcfhuwoomo1,,
71042,네루가 바쿠 모,orcfbakumo1,orcfbakumo1,,
71043,두다 마라 부카,orcfbuka1,orcfbuka1,,
71044,두다 마라 카메,orcfkame1,orcfkame1,,
71045,두다 마라 바우,orcfbawoo1,orcfbawoo1,,
71046,로베르토,roberto,roberto,,
71047,루푸스,lupus,lupus,,
71048,카루,karu,karu,,
71049,루니,rooney,rooney,,
71050,슈인,shian,shian,,
71051,모네 뜨,monett,monett,,
71052,에니 시​​아,enishia,enishia,,
71053,베릭,berik1,berik1,,
71054,록산느,roxxan,roxxan,,
71055,루케 인,lukein1,lukein1,,
71056,시미즈,simizz1,simizz1,,
71057,도일,doil1,doilc,,
71058,도일의 개,ratsyu1,ratsyu1,,
71059,루디안,rudian1a,rudian1a,,
71060,레스타,resta1,resta1,,
71061,카드 무스,cadmus1,cadmus1,,
71062,카 미트,kamit1,kamit1,,
71063,작은 상자,maptbox0,maptbox0,,
71064,작은 상자,maptbox0,maptbox0,,
71065,작은 상자,maptbox0,maptbox0,,
71066,작은 상자,maptbox0,maptbox0,,
71067,작은 상자,maptbox0,maptbox0,,
71068,작은 상자,maptbox0,maptbox0,,
71069,작은 상자,maptbox0,maptbox0,,
71070,작은 상자,maptbox0,maptbox0,,
71071,작은 상자,maptbox0,maptbox0,,
71072,작은 상자,maptbox0,maptbox0,,
71073,작은 상자,maptbox0,maptbox0,,
71074,리자드 맨 장로,lelder0,lelder0,,
71075,지친 리자드 맨 전사,llizard1a,llizard1a,,
71076,리자드 맨 청년 전사,ylizardb,ylizardb,,
71077,지질 탐사 원,invest1,invest1,,
71078,텔레 포터^포워르,usender1,usender1,usender2,
71079,토 두람,ubuy,ubuy1,,
71080,텔레 포터^치안 단장 아 미스,amisoo1,amisoo1,amisoo2,
71081,rune wall,blackkey1,blackkey1,,
71082,rune wall,blackkey2,blackkey2,,
71083,rune wall,blackkey3,blackkey3,,
71084,rune wall,blackkey4,blackkey4,,
71085,rune wall,redkey1,redkey1,,
71086,rune wall,redkey2,redkey2,,
71087,rune wall,redkey3,redkey3,,
71088,rune wall,redkey4,redkey4,,
71089,프랑코,francu1,francu001,,
71090,시련의 수정,jcrystal0,jcrystal0,,
71091,시련의 수정,jcrystall0,jcrystall0,,
71095,타락한 영혼,csoulq2,csoulq2,csoulqs,
71108,처음부터의 소리,chaotictp1,chaotictp1,,
71109,처음부터의 소리,lawfultp1,lawfultp1,,
71110,로헨,caexplorer1,caexplorer1,,
71111,카스티,cahunterone1,cahunterone1,,
71112,자일즈,cahuntertwo1,cahuntertwo1,,
71113,연금술사,clalchemist1,clalchemist1,,
71114,연금술사,sialchemist1,sialchemist1,,
71115,아덴 정보원,inforaden1,inforaden1,,
71116,고대 자이언트 장로,agelder1,agelder1,,
71117,고대 자이언트 장군,aggeneral1,aggeneral1,,
71118,도망친 오움,talkingoum1,talkingoum1,,
71119,아타 로제,ataroze,ataroze,,
71120,리앤,rian1,rian1,,
71121,레너드,leonard1,leonard1,,
71122,페스 코,fesco1,fesco1,,
71123,루보,rubo1,rubo1,,
71124,펫 관리인^골목,alri1,alri1,,
71125,대장장이 아 델리오,adelio,adelio,,
71126,이리스,eris1,eris1,,
71127,스크와 루,scwaru1,scwaru1,,
71128,페리 타,perita1,perita1,,
71129,룸 티스,rumtis1,rumtis1,,
71130,라 블라,rabla,rabla,,
71131,라 보르,rabor,rabor,,
71132,광부 오움,woumfive1,woumfive1,,
71133,광부 오움,woumone1,woumone1,,
71134,광부 오움,woumtwo1,woumtwo1,,
71135,광부 오움,woumthir1,woumthir1,,
71136,광부 오움,woumele1,woumele1,,
71137,광부 오움,woumseven1,woumseven1,,
71138,광부 오움,woumnine1,woumnine1,,
71139,광부 오움,woumeight1,woumeight1,,
71140,광부 오움,woumten1,woumten1,,
71141,광부 오움,moumthree2,moumthree2,,
71142,광부 오움,moumtwo2,moumtwo2,,
71143,광부 오움,woumthree1,woumthree1,,
71144,광부 오움,woumtwel1,woumtwel1,,
71145,광부 오움,moumone2,moumone2,,
71146,광부 오움,midoum1,midoum1,,
71147,작업 감독 오움,cutoum,cutoum,,
71148,도망친 오움,eoumone1,eoumone1,,
71149,도망친 오움,soumthree1,soumthree1,,
71150,도망친 오움,soumone1,soumone1,,
71151,도망친 오움,soumtwo1,soumtwo1,,
71152,도망친 오움,stoumone1,stoumone1,,
71153,도망친 오움,stoumthree1,stoumthree1,,
71154,도망친 오움,stoumtwo1,stoumtwo1,,
71155,도망친 오움,eoumtwo1,eoumtwo1,,
71156,수감중인 다크 엘프,prisondef1,prisondef1,,
71157,수감중인 다크 엘프,prisondef4,prisondef4,,
71158,수감중인 다크 엘프,prisondef5,prisondef5,,
71159,수감중인 다크 엘프,prisondef9,prisondef9,,
71160,수감중인 다크 엘프,prisondef6,prisondef6,,
71161,수감중인 다크 엘프,prisondef7,prisondef7,,
71162,수감중인 다크 엘프,prisondef8,prisondef8,,
71163,얀 스팅,yastin1,yastin1,,
71164,랑스,lance1,lance1,,
71165,제 스틴,xestin1,xestin1,,
71166,달프가 딘,guardin1,guardin1,,
71167,프림,frim2,frim2,,
71168,진명 황 단테스,dantes,dantes,,
71169,부관 마르 베스,marbes1,marbes1,,
71170,장로 수행원 클 로렌스,clorence,clorence,,
71171,경비 병사,debow1,debow1,,
71172,경비 병사,dethief1,dethief1,,
71173,경비 대장,degeneral1,degeneral1,,
71174,돌격 단장,desword1,desword1,,
71175,지휘관 에스테반,Ep5event16,Ep5event16,,
71176,아덴 용병대,adummy1,adummy1,,
71177,아덴 용병대,adummy1,adummy1,,
71178,로우 기,ru1,ru1,,
71179,디에 쯔,dh1,dh1,,
71180,제 이프,jp1,jp1,,
71181,에 마이,my1,my1,,
71182,에셈,sm1,sm1,,
71184,'청상어'단,gdummy1,gdummy1,,
71187,,diadummy1,diadummy1,,
71188,,diadummy1,diadummy1,,
71189,,diaguard1,diaguard1,,
71190,제리코,jericho1,jericho1,,
71191,베키,becky1,becky1,,
71192,카멜,carmel1,carmel1,,
71193,체이스,chase1,chase1,,
71194,오로라,aurora1,aurora1,,
71195,윈스톤,winston1,winston1,,
71196,알프레드,alfred,alfred1,,
71197,엔델,endel1,endel1,,
71198,용병 단장 티온,tion1,tion1,,
71199,제론,jeron1,jeron1,,
71200,백 마법사 피에타,pieta1,pieta1,,
71251,스탯 재분배^롤로,baseReset,baseReset,,
71252,항목 제작사^조우의 돌 골렘,joegolem,joegolem,,
71253,항목 제작사^조우의 돌 골렘,joegolem17,joegolem17,,
71255,테베 오시리스 제단 골키퍼,tebegate1,tebegate1,,
71256,항목 제작사^로빈 후드,robinhood1,robinhood1,,
71257,신관^지브릴,zybril1,zybril1,,
71258,마르,marba3,marba1,,
71259,아라스,aras1,aras11,,
71264,스크롤 상인^샤이 렌,sciairen1,sciairen2,,
71265,신관 전사,sinwarrior,sinwarrior,,
71266,하이네 용병대,gdummy1,gdummy1,,
71270,rune wall,dunsign1,dunsign1,,
71271,rune wall,dunboard2,dunboard2,,
71272,rune wall,dunsign2,dunsign2,,
80010,아덴성의 공주,aprincess1,aprincess1,aprincess2,
80047,야히의 시종,uhelp1,uhelp1,,
80048,공간의 일그러짐,entgate,entgate,,
80049,흔들리는 자,betray12,betray12,,
80050,집정관,meet101,meet101,,
80051,야히,qyahee,qyahee,,
80052,야히의 군사,u_hunt,u_hunt,,
80053,야히의 대장장이,alice_no,alice_no,,
80054,연구원,lapyahee,lapyahee,,
80055,야히의 보좌관,uamulet0,uamulet0,,
80056,업의 관리자,infamous12,infamous12,,
80057,알폰스,alfons1,alfons1,,
80058,차원의 문,cpass01,cpass01,cpass01,
80059,차원의 문,wpass05,wpass05,wpass05,
80060,차원의 문,wpass05,wpass05,wpass05,
80061,차원의 문,wpass05,wpass05,wpass05,
80062,차원의 문,wpass05,wpass05,wpass05,
80063,차원의 문,gpass01,gpass01,gpass01,
80064,집정관,meet001,meet001,,
80065,발록의 첩자,uturn0,uturn0,,
80066,흔들 거리는 사람,betray01,betray01,,
80067,첩보원,minicod08,minicod08,,
80068,발록의 분신,fakebarlog1,fakebarlog1,,
80069,레서 데몬,ldemon1,ldemon1,,
80070,레서 데몬,tldemon1,tldemon1,,
80071,발록의 보좌관,lring0,lring0,,
80072,발록의 대장장이,lsmith0,lsmith0,,
80073,발록의 군사,l_hunt,l_hunt,,
80074,업의 관리자,infamous02,infamous02,,
80075,베히 크,vehikeu1,vehikeu1,,
80076,쓰러져가는 항해사,voyager1,voyager1,,
80077,알 드란,aldran1,aldran1,,
80078,아르카,arka1,arka1,,
80079,케 플리 샤,keplisha1,keplisha4,keplisha2,
80080,마르코,f_elder,f_elder,,
80081,레디 아,f_grandma1,f_grandma1,,
80082,낚시터 가이드^폴,fk_in_1,fk_in_1,,
80083,낚시터 가이드^폴,fk_out_0,fk_out_0,fk_out_0,
80084,수상한 오크 상인 파룸,rparum,rparum,,
80085,유령의 집 관리인 듀오,duo,duo,,
80086,데스 매치 관리인 쿠산,kusan,kusan,,
80087,데스 매치 관리인 다투,datu,datu,,
80088,펫 매치 관리인,petmatcher,petmatcher,,
80089,메달 보상 관리인,medalbuyer,medalbuyer,,
80090,요리 재료 상인^라 쿳키,rakuki1,rakuki1,,
80091,요리사^라 폰스,rrafons,rrafons,,
80092,제 인트,rjaint1,rjaint1,,
80093,지타,rjyta1,rjyta1,,
80094,제단,altar1,altar1,,
80095,오스틴,rostin1,rostin1,,
80096,샤론,sharon1,sharon1,,
80097,리만,rryman,rryman,,
80098,화 루보,rfarbo1,rfarbo1,,
80099,치안 대장 라르손,rarson1,rarson8,rarson11,
80100,마이진,maijin1,maijin1,,
80101,쿠엔,kuen1,kuen1,,
80102,필리스,fillis1,fillis3,,
80103,경매 관리자,auction1,auction1,,
80104,아덴 기마 단원,horseseller1,horseseller0,,
80105,아덴 기마 단원,horserestore,horserestore,,
80127,아덴 왕궁 요리사,cook1,cook1,,
80128,아이템 교환 사람^인장 판매 인,cointrader,cointrader,,
80132,텔레 포터^데카 비아,dekabia1,dekabia1,dekabia2,dekabia3
80133,대장장이^퓨알,pual1,pual1,,
80134,타 리온,talrion4,talrion4,,
80135,에루 라스,elas3,elas3,,
80136,장로 프로 켈,prokel1,prokel1,,
80137,마법 판매자^제 빠루,jepar1,jepar1,,
80141,마법 판매자^스비에 루,sbial1,sbial1,,
80142,대장장이^바 토루,batr1,batr1,,
80143,아제 루,azel1,azel1,,
80144,라르크,rark1,rark1,,
80145,장로 시루 레인,silrein1,silrein1,,
80146,텔레 포터^샤리에 루,sharial1,sharial1,sharial2,sharial3
80166,평화의 사자^유리스,yuris1,yuris1,,
80167,선한 사자^미리에 루,churchm1,churchm1,,
80168,애완 레이스 관리인^두뽀,dufo,dufo,,
80171,초보자 가이드^초보자 안내 인,tutor,tutor,,
80172,초보자 가이드^수련장 관리인,admin1,admin1,,
80173,실베리아 텔레 포터^환 술사 아샤,asha2,asha2,asha3,
80174,베히모스 텔레 포터^드래곤 나이트 피 에나,feaena2,feaena2,feaena3,
80179,호반,j_nb1,j_nb1,,
80180,초보자 가이드^여행자 안내 인,lowlv1,lowlv1,,
80181,추가 창고^바자,warechar1,warechar2,,
80182,추가 창고^바다 루,warechar1,warechar2,,
80183,추가 창고^바 고루,warechar1,warechar2,,
80184,추가 창고^바 사루,warechar1,warechar2,,
80185,추가 창고^바 마루,warechar1,warechar2,,
80186,추가 창고^바 노르,warechar1,warechar2,,
80187,추가 창고^바오 루,warechar1,warechar2,,
80188,추가 창고^바 호루,warechar1,warechar2,,
80189,추가 창고^바 카르,warechar1,warechar2,,
80190,추가 창고^바 토루,warechar1,warechar2,,
80191,추가 창고^바 챠루,warechar1,warechar2,,
80192,보석 세공 장인^데이비드,8event3,8event3,,
80194,미니 게임 보상 전문가^팽이,coma1,coma1,,
80213,웰던 용병 대장,gdummyc1,gdummyc1,,
80238,비련,,,,
80239,제프,,,,
80240,아 루시아,arsia,arsia,,
80241,특별 점원,treeseller1,treeseller1,,
80242,외로운 정령,,,,
80259,텔레 포터^피터,orentel1,orentel1,orentel2,
80260,마술사 아도니스,adonis1,adonis1,adonis2,
80261,소스 상인^미엘,miel1,miel2,,
80262,허브 상인^시오 루,shiol1,shiol2,,
80263,키루 톤,killton1,killton1,,
80264,메린,merin1,merin1,,
80265,하린,harin1,harin1,,
80266,특산물 관리인^모 포,mopo1,mopo1,,
80267,밀매^코뻬 온바,cofeonba,cofeonba,,
81002,고대의 귀 장식 상인,cold1,cold1,,
81003,고대의 단검 상인,cold1,cold1,,
81004,고대의 검 상인,cold1,cold1,,
81005,고대의 양손 검 상인,cold1,cold1,,
81006,고대의 창 상인,cold1,cold1,,
81007,고대 둔기 상인,cold1,cold1,,
81008,고대의 쌍검 상인,cold1,cold1,,
81009,고대의 손톱 상인,cold1,cold1,,
81010,고대의 지팡이 상인,cold1,cold1,,
81011,고대 활 상인,cold1,cold1,,
81012,고대의 투구 상인,cold1,cold1,,
81013,고대의 방패 상인,cold1,cold1,,
81014,고대 흙손 상인,cold1,cold1,,
81015,고대의 신발 상인,cold1,cold1,,
81016,고대의 속옷 상인,cold1,cold1,,
81017,고대의 갑옷 상인,cold1,cold1,,
81018,고대 외투 상인,cold1,cold1,,
81019,고대의 목 장식 상인,cold1,cold1,,
81020,고대 반지 상인,cold1,cold1,,
81021,고대 帯革 상인,cold1,cold1,,
81022,고대의 마법 상인,cold1,cold1,,
81023,고대 정령 마법 상인,cold1,cold1,,
81024,고대 어둠 마법 상인,cold1,cold1,,
81025,고대의 기술 상인,cold1,cold1,,
81026,고대 군주 마법 상인,cold1,cold1,,
81027,고대의 도구 상인,cold1,cold1,,
81028,고대의 도구 상인,cold1,cold1,,
81029,고대의 도구 상인,cold1,cold1,,
81105,신비한 바위,stoenm4,stoenm4,,
81110,대리 마법 상인,cold1,cold1,,
81112,레이더,rader1,rader1,,
81113,하구 틴,hagutin1,hagutin1,,
81114,야히의 분신,fsflame1,fsflame1,,
81115,흑기사 부대장,adjutant1,adjutant1,,
81118,속박 된 영혼,bsoul1,bsoul1,,
81119,레리의 보좌관,laryaide1,laryaide1,,
81120,칼 바스의 하인,kalbass1,kalbass1,,
81121,고대의 정령,pielemental,pielemental,,
81123,잭 오 랜턴,en2551-0,en2551-0,,
81124,잭-o-랜턴,en2556,en2556,,
81155,올레,olle1,olle1,olle1,
81156,아덴 정찰병,dfguard1,dfguard1,dfguard1,
81200,특전 아이템 관리자,nobelt,nobelt,,
81202,첩보원,minitos08,minitos08,,
81203,선택받지 못한 자,minitos3,minitos3,,
81204,선택받지 못한 자,minitos3,minitos3,,
81205,선택받지 못한 자,minitos2,minitos2,,
81206,선택받지 못한 자,minitos2,minitos2,,
81207,선택받지 못한 자,minitos1,minitos1,,
81208,오염 된 브롭,minibrob01,minibrob01,,
81241,고대의 체인 소드 상인,cold1,cold1,,
81242,고대의 키 링크 상인,cold1,cold1,,
81243,고대의 서판 상인,cold1,cold1,,
81244,고대의 기억 크리스탈 상인,cold1,cold1,,
81245,오크 밀사,,,,
81246,변신 주문서 판매 인^샤르,sharna1,sharna2,,
81247,화이트 개미 시체,wcorpse1,wcorpse1,,
81248,화이트 개미 시체,wcorpse4,wcorpse4,,
81249,화이트 개미 시체,wcorpse7,wcorpse7,,
81250,화이트 개미의 흔적 (토),wa_earth1,wa_earth1,,
81251,화이트 개미의 흔적 (산성 액),wa_acidw1,wa_acidw1,,
81252,화이트 개미의 흔적 (달걀 껍질),wa_egg1,wa_egg1,,
81253,고대 문양 상인,cold1,cold1,,
81254,고대 탈리스만 상인,cold1,cold1,,
81352,강화 마법사^텔,bs_01,bs_01,,
81353,강화 마법사^메베루,bs_01,bs_01,,
81354,강화 마법사^신테루,bs_01,bs_01,,
81355,강화 마법사^로도루,bs_01,bs_01,,
81356,강화 마법사^룬도루,bs_01,bs_01,,
81357,강화 마법사^젠도루,bs_01,bs_01,,
81358,강화 마법사^마이베루,bs_01,bs_01,,
81359,강화 마법사^덴루,bs_01,bs_01,,
81360,강화 마법사^테루로루,bs_01,bs_01,,
81361,강화 마법사^나니에루,bs_01,bs_01,,
81362,강화 마법사^네베루,bs_01,bs_01,,
81374,연구원 조수,j_l_out00,,,
90115,\N,usender1,usender1,usender2,
90521,쿠 쿨칸 제단 골키퍼,tikalgate1,tikalgate1,,
91003,텔레 포터^시종장 마몬,gr_mammon1,gr_mammon1,gr_mammon3,
91005,마야의 그림자,adenshadow1,adenshadow1,,
91006,텔레 포터^사자 플로라,adenflora1,adenflora1,adenflora2,
91007,선한 사자 아멜리아,amelia,amelia1,,
91050,드루가 가방 판매 인^드루가 베일,veil1,veil1,,
91051,드래곤 포탈,dragonsmap,dragonsmap,,
91052,드래곤 포탈,dragonsmap,dragonsmap,,
91053,드래곤 포탈,dragonsmap,dragonsmap,,
91054,드래곤 포탈,dragonsmap,dragonsmap,,
91056,해츨링 교환 사람^뱅크,bankoo1,bankoo1,,
91057,항목 제작사^강인한 하이오스,fivelviin1,fivelviin1,,
91058,항목 제작사^세심한 슈누,fivelviin2,fivelviin2,,
91059,항목 제작사^끈기있는 도오호,fivelviin3,fivelviin3,,
91060,항목 제작사^화려한 바에미,fivelviin4,fivelviin4,,
91061,항목 제작사^슈 에르 메,sherme2,sherme2,,
91062,클레이,grayknight1,grayknight1,,
91063,빠미리도,familyed,familyed,,
91064,이루바기루,ilbakiel,ilbakiel,,
91065,텔레 포터^마법사 멀린,merlin1,merlin1,merlin2,
91066,드래곤 포탈,dsecret1,dsecret2,dsecret3,
91184,상인^만쿠,dwfmerchant,dwfmerchant,,
91185,상점^행크,hankoo1,hankoo1,,
91298,행정관 키호루,kiholl1,kiholl1,,
91299,성소의 입구,,,,
91307,버려진 육신,,,,
91308,버려진 육신,,,,
91311,디 가르뎅의 첩보원,,,,
91312,디 가르뎅의여 첩보원,dspy1,dspy1,,
91314,푸른 영혼의 불꽃,bluesoul_f4,bluesoul_f4,,
91315,붉은 영혼의 불꽃,redsoul_f4,redsoul_f4,,
91327,유리에,j_html00,j_html00,,
91328,유키,id0,id0,,
91329,유키,id1,id1,,
91500,사엘,shamansael2,shamansael2,,
91501,베아사무,beasamoo,beasamoo,,
91502,카이무사무,kymsamoo,kymsamoo,,
91600,군터,gunterdg1,gunterdg1,,
91601,잡화 상인^시비레,sibilre,sibilre,,
91602,프레디,fredi,fredi,,
