id,name,unidentified_name_id,identified_name_id,type,is_twohanded,material,weight,inv_gfx_id,grd_gfx_id,item_desc_id,dmg_small,dmg_large,range,safe_enchant,use_royal,use_knight,use_wizard,use_elf,use_darkelf,use_dragonknight,use_illusionist,hit_modifier,dmg_modifier,str,con,dex,int,wis,cha,hp,mp,hpr,mpr,sp,mr,is_haste,double_dmg_chance,weakness_exposure,magic_dmg_modifier,can_be_dmg,min_level,max_level,bless,tradable,deletable,charge_time,expiration_time
121,얼음 여왕의 지팡이,$2990,$2990,staff,0,steel,20000,1239,3262,1094,2,3,1,6,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
122,라스타바드 스태프,$2909,$2909,staff,0,wood,15000,1334,3428,1084,2,3,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,1,0,\N
123,베레스의 지팡이,$2993,$2993,staff,0,bone,15000,1257,3265,1097,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,1,0,\N
124,바포메트의 지팡이,$2992,$2992,staff,0,bone,15000,1255,3264,1096,2,3,1,0,0,0,1,0,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
125,마력의 지팡이,$572,$572,staff,0,wood,15000,292,75,232,2,3,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,\N
126,마나의 지팡이,$1063,$1063,staff,0,wood,15000,293,75,342,3,3,1,6,0,0,1,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
127,강철 마나의 지팡이,$2003,$2003,staff,0,iron,30000,293,75,0,3,3,1,6,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
128,참나무 지팡이,$570,$570,staff,0,wood,15000,291,75,230,3,4,1,6,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,\N
129,마법사의 지팡이,$571,$571,staff,0,wood,20000,297,75,231,4,5,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,\N
130,붉은 수정의 지팡이,$3865,$3865,staff,1,steel,60000,1919,4980,0,8,8,1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,1,1,0,\N
131,힘의 지팡이,$573,$573,staff,0,wood,15000,293,75,233,9,9,1,6,0,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,1,0,\N
132,신관의 지팡이,$3847,$3847,staff,1,silver,70000,1901,4962,0,9,9,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
133,고대인의 지혜,$2241,$2241,staff,0,wood,5000,1003,75,772,10,10,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,\N
134,수정 결정체 지팡이,$3838,$3838,staff,1,blackmithril,60000,1953,5006,0,13,15,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,50,0,12,3,0,0,0,0,0,0,0,0,0,1,1,0,\N
135,알려지지 않은 도끼,$2761,$2761,blunt,0,bone,0,1227,3307,995,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
136,도끼,$1,$1,blunt,0,steel,60000,1,2,0,3,5,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
137,아탐,$14,$14,blunt,0,steel,10000,8,14,0,4,4,1,6,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
138,몽둥이,$69,$69,blunt,0,steel,30000,31,14,0,6,3,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
139,도리깨,$74,$74,blunt,0,steel,15000,42,83,0,6,4,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
140,철퇴,$20,$20,blunt,0,steel,30000,67,60,0,6,8,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
141,워해머,$111,$111,blunt,1,steel,50000,119,358,0,17,19,1,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
142,은도끼,$1149,$1149,blunt,1,silver,270000,173,358,0,17,24,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
143,전투 도끼,$60,$60,blunt,1,steel,120000,9,58,0,18,18,1,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
144,난쟁이족 도끼,$94,$94,blunt,1,steel,280000,172,358,0,18,24,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
145,광전사의 도끼,$418,$418,blunt,1,steel,200000,439,358,0,19,19,1,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,\N
146,모닝스타,$84,$84,blunt,0,steel,120000,68,68,0,9,10,1,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
147,상아탑의 도끼,$3281,$3281,blunt,0,steel,200000,1,2,1322,18,21,1,6,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
148,대형 도끼,$412,$412,blunt,1,steel,250000,171,358,0,20,26,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
149,미노타우르스 도끼,$2214,$2214,blunt,1,steel,250000,980,3287,0,22,24,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,\N
150,천상의 망치,$3735,$3735,blunt,1,orichalcum,10000,2009,5059,1704,15,16,1,6,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
151,데몬 액스,$3249,$3249,blunt,1,blackmithril,180000,1627,4110,1284,30,30,1,0,1,1,0,0,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
152,구리빛 크로우,$2458 $372,$2458 $372,claw,1,iron,20000,1068,2908,862,8,7,1,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
153,강철 크로우,$2459 $372,$2459 $372,claw,1,iron,30000,1091,2914,863,10,8,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
154,그림자 크로우,$2460 $372,$2460 $372,claw,1,iron,30000,1084,2915,864,12,10,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
155,마수군왕의 크로우,$3861,$3861,claw,1,platinum,100000,1915,4976,0,12,12,1,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
156,상아탑의 크로우,$3287,$3287,claw,1,iron,20000,1073,2914,1328,12,10,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,\N
157,은색의 크로우,$656 $372,$656 $372,claw,1,silver,20000,1086,2911,850,13,10,1,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
158,어둠의 크로우,$2452 $372,$2452 $372,claw,1,steel,20000,1073,2912,847,14,11,1,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
159,짧은 크로우,$2461 $372,$2461 $372,claw,1,iron,25000,1089,2909,865,14,12,1,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
160,야수왕의 크로우,$3837,$3837,claw,1,blackmithril,70000,1951,5005,0,25,20,1,0,0,0,0,0,1,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
161,다마스커스 크로우,$2462 $372,$2462 $372,claw,1,iron,40000,1070,2916,866,17,13,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
162,흑빛의 크로우,$2453 $372,$2453 $372,claw,1,steel,30000,1065,2910,852,17,15,1,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
163,바란카의 크로우,$3073,$3073,claw,1,platinum,40000,1534,3850,1161,18,18,1,6,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
164,흑왕아,$2456,$2456,claw,1,platinum,40000,1079,2913,855,22,18,1,6,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
165,악마의 크로우,$3377,$3377,claw,1,iron,30000,1721,4318,1413,20,18,1,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,1,1,0,\N
166,증오의 발톱,$2763,$2763,claw,1,bone,30000,1242,3309,997,26,15,1,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,1,0,\N
167,잊혀진 보우건,$1958 $1940,$1958 $1940,bow,1,wood,50000,278,12,661,1,1,-1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,1,1,0,\N
168,다크 크로스 보우,$2452 $784,$2452 $784,bow,1,steel,30000,1075,2919,848,2,2,-1,6,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
169,사냥꾼 활,$1244,$1244,bow,1,wood,30000,279,12,0,2,2,-1,6,1,1,1,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
170,요정족 활,$64,$64,bow,1,wood,30000,18,12,0,2,2,-1,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
171,오크족 활,$65,$65,bow,1,wood,30000,19,12,0,2,2,-1,6,1,1,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
172,활,$24,$24,bow,1,wood,30000,278,12,0,2,2,-1,6,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
173,작은 활,$759,$759,bow,1,wood,30000,20,12,0,2,2,-1,6,1,1,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
174,상아탑의 석궁,$3284,$3284,bow,1,wood,50000,18,12,1325,2,2,-1,6,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
175,상아탑의 활,$3283,$3283,bow,1,wood,40000,278,12,1324,2,2,-1,6,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
176,라스타바드 보우,$2907,$2907,bow,1,steel,50000,1326,3423,1081,2,2,-1,6,1,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
177,흑빛의 활,$2453 $784,$2453 $784,bow,1,steel,40000,1066,2918,853,3,2,-1,6,0,0,0,1,1,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
178,침묵의 크로스보우,$3792,$3792,bow,0,wood,50000,1873,4761,1809,3,2,-1,6,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
179,고대 요정의 활,$2771,$2771,bow,0,wood,30000,1251,3313,1005,3,3,-1,6,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
180,크로스 보우,$784,$784,bow,1,wood,50000,305,12,0,3,2,-1,6,0,1,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
181,장궁,$105,$105,bow,1,wood,40000,123,12,0,3,3,-1,6,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
182,고대의 보우건,$1952,$1952,bow,0,wood,30000,896,12,673,3,3,-1,6,0,0,0,1,1,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,1,0,\N
183,환상의 활,$1999,$1999,bow,1,wood,40000,931,12,0,3,3,-1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
184,화염의 활,$2352,$2352,bow,1,silver,30000,1018,12,789,3,3,-1,6,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,\N
185,악마의 크로스보우,$3374,$3374,bow,0,steel,30000,1719,4316,1410,3,3,-1,6,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,\N
186,디아드요새 크로스보우,$3112,$3112,bow,1,wood,50000,1513,3735,1200,3,3,-1,6,0,0,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
187,라스타바드 크로스 보우,$2915,$2915,bow,1,wood,70000,1336,3436,1082,3,3,-1,6,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
188,라스타바드 헤비 크로스 보우,$2908,$2908,bow,1,wood,100000,1328,3424,1083,3,3,-1,6,0,0,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
189,흑왕궁,$2457,$2457,bow,1,platinum,50000,1080,2920,856,4,3,-1,6,0,0,0,1,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
190,사이하의 활,$1821,$1821,bow,1,wood,30000,705,12,0,4,4,-1,6,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
191,살천의 활,$3736,$3736,bow,1,orichalcum,30000,2005,5055,1705,5,5,-1,6,0,0,0,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,1,0,\N
192,고대인의 활,$2252,$2252,bow,1,wood,5000,1008,12,771,10,9,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,\N
193,건틀렛,$2464,$2464,gauntlet,0,steel,20000,1095,2921,868,2,2,-1,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
194,진 건틀렛,$2626,$2626,gauntlet,0,steel,40000,1095,2921,868,2,2,-1,6,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
195,저주받은 단테스의 검,$4338,$4338,sword,0,iron,100000,1341,3441,0,19,22,1,6,1,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,50,0,0,1,1,0,\N
196,발록의 양손 검,$4423,$4423,twohandsword,1,blackmithril,60000,2268,5426,0,6,8,1,0,1,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
197,발록의 양손 검,$4423,$4423,twohandsword,1,blackmithril,60000,2268,5426,0,7,9,1,0,1,1,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
198,발록의 양손 검,$4423,$4423,twohandsword,1,blackmithril,60000,2268,5426,0,8,10,1,0,1,1,0,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
199,발록의 양손 검,$4423,$4423,twohandsword,1,blackmithril,60000,2268,5426,0,9,11,1,0,1,1,0,0,0,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
200,발록의 양손 검,$4423,$4423,twohandsword,1,blackmithril,60000,2268,5426,0,10,12,1,0,1,1,0,0,0,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
201,발록의 양손 검,$4423,$4423,twohandsword,1,blackmithril,60000,2268,5426,0,11,13,1,0,1,1,0,0,0,1,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
202,발록의 양손 검,$4423,$4423,twohandsword,1,blackmithril,60000,2268,5426,0,12,14,1,0,1,1,0,0,0,1,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
203,발록의 양손 검,$4423,$4423,twohandsword,1,blackmithril,60000,2268,5426,0,13,15,1,0,1,1,0,0,0,1,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
204,진홍의 크로스보우,$4387,$4387,bow,1,iron,25000,2230,5601,2103,3,3,-1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,1,0,\N
205,달의 장궁,$4350,$4350,bow,1,wood,25000,2168,5402,0,3,3,-1,6,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
206,다크 엘프의 견습용 검,$2536,$2536,sword,0,iron,40000,1145,2981,0,7,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
207,연옥의 크로우,$4384,$4384,claw,1,blackmithril,50000,2225,5605,2100,14,12,1,0,0,0,0,0,1,0,0,-5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
208,마력 향상 요정족 검,$803,$803,sword,0,mithril,20000,325,26,286,8,8,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-15,0,0,0,1,0,0,0,0,0,1,15,0,0,1,1,0,\N
209,생명력 향상 요정족 검,$1098,$1098,sword,0,mithril,20000,325,26,346,8,8,1,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,1,1,0,\N
210,시버인의 창,$4429,$4429,spear,1,platinum,50000,2200,5504,0,11,26,2,6,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
211,유니콘뿔,$103,$103,spear,0,bone,100000,113,5,0,12,12,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
212,해신의 삼지창,$4385,$4385,spear,1,iron,40000,2226,5607,2101,20,22,2,6,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
213,기르타스의 지팡이,$4376,$4376,staff,1,blackmithril,100000,2161,5404,0,15,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
214,%i의 요정 활,$3997,$3997,bow,1,wood,30000,18,12,1852,3,3,-1,6,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
215,민첩도 향상 요정족 활,$1099,$1099,bow,1,wood,30000,18,12,347,2,2,-1,6,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,1,0,\N
216,요정의 견습용 활,$1766,$1766,bow,1,wood,30000,18,12,0,2,2,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
217,기르타스의 검,$4375,$4375,twohandsword,1,blackmithril,100000,2160,5316,0,43,53,1,0,0,1,0,0,0,0,0,7,30,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
218,앙가스의 철퇴,$4442,$4442,blunt,1,platinum,120000,2213,5493,0,26,26,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,\N
219,마프르의 도끼,$2208,$2208,blunt,1,iron,250000,1145,2981,0,16,18,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
220,마법사의 견습용 지팡이,$1770,$1770,staff,0,wood,60000,1145,2981,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
223,신비한 지팡이,$2079,$2079,staff,0,wood,11000,1145,2981,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
224,상아탑의 지팡이,$3285,$3285,staff,0,wood,15000,83,75,1326,2,2,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
225,견습용 검,$1762,$1762,sword,0,iron,40000,1145,2981,0,7,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
226,기사의 견습용 검,$2293,$2293,sword,0,iron,40000,1145,2981,0,8,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
228,전설의 검,$3612,$3612,dagger,0,silver,30000,1795,4413,0,8,8,1,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
231,창천의 단검,$5122,$5122,dagger,0,steel,40000,2524,68,0,8,6,1,-1,1,1,1,1,1,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10d
232,창천의 검,$5117,$5117,sword,0,steel,20000,2523,26,0,12,12,1,-1,1,1,0,1,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10d
233,창천의 대검,$5118,$5118,twohandsword,1,steel,90000,2525,82,0,18,20,1,-1,1,1,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10d
234,창천의 창,$5121,$5121,spear,0,steel,90000,2529,27,0,12,14,2,-1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10d
235,창천의 도끼,$5119,$5119,blunt,0,steel,80000,2526,2,0,14,10,1,-1,1,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10d
236,창천의 이도류,$5123,$5123,dualsword,1,steel,60000,2527,2923,0,16,10,1,-1,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,10d
237,창천의 크로우,$5124,$5124,claw,1,steel,60000,2530,2914,0,18,14,1,-1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,10d
238,창천의 지팡이,$5125,$5125,staff,0,steel,80000,2528,75,0,8,5,1,-1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,10d
239,창천의 활,$5120,$5120,bow,1,steel,60000,2531,12,0,3,3,-1,-1,1,0,0,1,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10d
240,창천의 건틀렛,$5126,$5126,gauntlet,0,steel,60000,2522,2921,868,3,3,-1,-1,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10d
241,역전의 검,역전의 검,역전의 검,sword,0,orichalcum,60000,902,26,0,10,12,1,-1,1,1,1,1,1,1,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
242,역전의 석궁,$9048,$9048,bow,0,orichalcum,50000,1873,4761,0,3,2,-1,-1,0,0,0,1,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
243,역전의 스태프,역전의 $88,역전의 $88,staff,0,orichalcum,15000,291,75,0,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
244,역전의 크로우,역전의 $372,역전의 $372,claw,1,steel,30000,1065,2910,0,17,15,1,-1,0,0,0,0,1,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
245,행복의 작은 망치,$4962,$4962,blunt,0,leather,50000,2509,6008,0,1,1,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
