id,name,skill_level,skill_number,consume_mp,consume_hp,consume_item_id,consume_amount,reuse_delay,buff_duration,target,target_to,damage_value,damage_dice,damage_dice_count,probability_value,probability_dice,probability_max,attr,type,lawful,ranged,area,through,skill_id,name_id,action_id,cast_gfx,cast_gfx2,sys_msg_id_happen,sys_msg_id_stop,sys_msg_id_fail,can_cast_with_invis,ignores_counter_magic,is_buff,impl
164,네이쳐스 블레싱,21,3,30,0,0,0,0,0,none,8,10,12,0,0,0,-1,4,16,0,0,-1,0,8,,19,2244,-1,0,0,0,1,1,0,\N
165,콜 오브 네이쳐,21,4,50,0,40319,1,0,0,buff,3,0,0,0,0,0,-1,4,32,0,8,0,0,16,,19,2245,-1,0,0,280,1,1,0,\N
166,스톰 샷,21,5,30,0,0,0,0,960,none,0,0,0,0,0,0,-1,8,2,0,0,0,0,32,,19,2248,-1,0,724,280,1,1,1,\N
167,윈드 셰클,21,6,15,0,40319,1,0,16,buff,3,0,0,0,33,30,99,8,1,0,8,0,0,64,,19,1799,-1,1001,0,280,0,0,1,L1WindShackle
168,아이언 스킨,21,7,30,0,0,0,0,960,none,0,0,0,0,0,0,-1,1,2,0,0,0,0,128,,19,2252,-1,714,725,280,1,1,1,\N
169,엑조틱 바이탈라이즈,22,0,30,0,40319,1,0,960,none,0,0,0,0,0,0,-1,1,2,0,0,0,0,1,,19,4400,-1,0,0,0,1,1,0,\N
170,워터 라이프,22,1,1,0,40319,1,0,64,buff,1,0,0,0,0,0,-1,4,2,0,15,0,0,2,,19,4401,-1,0,0,280,1,1,0,\N
171,엘리멘탈 파이어,22,2,20,0,40319,1,0,320,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,4,,19,4402,-1,0,0,0,1,1,1,L1MarkerSkill
172,스톰 워크,22,3,10,0,0,0,0,0,none,0,0,0,0,0,0,-1,8,128,0,0,0,0,8,,19,-1,-1,0,0,0,0,0,0,\N
173,폴 루트 워터,22,4,20,0,40319,1,0,64,buff,3,0,0,0,33,50,90,4,1,0,3,0,0,16,,19,5830,-1,0,0,280,0,0,1,L1MarkerSkill
174,스트라이커 게일,22,5,15,0,40319,3,0,64,buff,3,0,0,0,33,30,99,8,1,0,6,0,0,32,,19,5826,-1,0,0,280,0,0,1,L1MarkerSkill
175,소울 오브 프레임,22,6,30,0,40319,3,0,64,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,64,,19,5833,-1,0,0,0,1,1,1,L1MarkerSkill
176,어디셔널 파이어,22,7,30,0,40319,1,0,960,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,128,,19,5825,-1,0,0,0,1,1,1,L1MarkerSkill
177,none,23,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,,0,-1,-1,0,0,0,0,0,0,\N
178,none,23,1,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,,0,-1,-1,0,0,0,0,0,0,\N
179,none,23,2,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,,0,-1,-1,0,0,0,0,0,0,\N
180,none,23,3,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,,0,-1,-1,0,0,0,0,0,0,\N
181,드래곤 스킨,23,4,0,12,0,0,0,1800,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,16,$5920,19,6531,-1,0,0,0,1,1,1,L1MarkerSkill
182,버닝 슬래쉬,23,5,0,6,0,0,0,60,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,32,$5921,19,6590,-1,0,0,0,0,0,0,\N
183,가드 브레이크,23,6,0,20,0,0,0,32,buff,3,0,0,0,0,26,40,0,1,0,3,0,0,64,$5922,19,6508,-1,0,0,280,0,0,1,L1GuardBrake
184,마그마 브레스,23,7,10,0,0,0,0,0,attack,3,45,0,0,0,0,-1,2,64,0,5,0,0,128,$5923,18,6516,-1,0,0,0,0,0,0,\N
185,각성 [안타라스],24,0,0,1,49157,1,0,0,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,1,$5924,19,6975,-1,0,0,0,1,1,0,\N
186,블러드러스트,24,1,0,30,49158,1,0,300,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,2,$5925,19,6523,-1,0,0,0,0,0,1,\N
187,포우 슬레이어,24,2,0,16,0,0,0,0,attack,3,0,0,0,0,0,-1,0,64,0,2,0,0,4,$5926,18,-1,-1,0,0,0,0,1,0,\N
188,피어,24,3,0,12,0,0,0,16,buff,3,0,0,0,0,26,30,0,1,0,5,0,0,8,$5927,19,6586,-1,0,0,280,0,0,0,\N
189,쇼크 스킨,24,4,5,0,0,0,0,0,none,3,45,0,0,0,0,-1,8,64,0,0,2,0,16,$5928,18,6532,-1,0,0,0,0,0,0,\N
190,각성 [파 푸리 온],24,5,0,1,49157,1,0,0,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,32,$5929,19,6976,-1,0,0,0,1,1,0,\N
191,모탈 바디,24,6,0,50,0,0,0,300,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,64,$5930,19,6519,-1,0,0,0,0,0,1,L1MarkerSkill
192,썬더 그랩,24,7,0,35,0,0,0,4,attack,3,40,8,5,50,0,50,8,64,0,8,0,0,128,$5931,18,6512,-1,0,0,0,0,0,0,\N
193,호러 오브 데스,25,0,0,20,0,0,0,32,buff,3,0,0,0,0,26,40,0,1,0,5,0,0,1,$5932,19,6588,-1,0,0,280,0,0,1,L1HorrorOfDeath
194,프리 징 브레스,25,1,15,0,0,0,500,0,none,3,0,0,0,0,0,-1,0,2,0,0,-1,0,16,$5993,19,749,-1,0,0,0,1,1,0,\N
195,각성 [발라카스],25,2,0,1,49157,2,0,0,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,4,$5934,19,6922,-1,0,0,0,1,1,0,\N
196,none,25,3,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,,0,-1,-1,0,0,0,0,0,0,\N
197,none,25,4,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,16,,0,-1,-1,0,0,0,0,0,0,\N
198,none,25,5,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,32,,0,-1,-1,0,0,0,0,0,0,\N
199,none,25,6,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,64,,0,-1,-1,0,0,0,0,0,0,\N
200,none,25,7,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,128,,0,-1,-1,0,0,0,0,0,0,\N
201,미러 이미지,26,0,10,0,0,0,0,1200,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,1,$5935,19,6813,-1,0,0,0,1,1,0,\N
202,컨퓨전,26,1,15,10,0,0,0,2,attack,3,2.2,0,0,25,0,30,0,64,0,3,0,0,2,$5936,19,6525,-1,0,0,0,0,0,0,\N
203,스매쉬,26,2,5,0,0,0,0,0,attack,3,10,10,1,0,0,-1,0,64,0,10,0,0,4,$5937,18,6526,-1,0,0,0,0,0,0,\N
204,일루션:오거,26,3,20,0,0,0,0,64,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,8,$5938,19,6578,-1,0,0,0,1,1,0,L1IllusionOgre
205,큐브:이그니션,26,4,30,0,49156,1,0,20,none,32,10,0,0,0,0,-1,0,2,0,0,3,0,16,$5939,19,6708,6709,0,0,0,0,0,0,\N
206,컨센트레이션,26,5,30,4,0,0,0,600,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,32,$5940,19,6527,-1,0,0,280,0,0,1,L1MarkerSkill
207,마인드 브레이크,26,6,20,15,0,0,0,0,attack,3,3.8,0,0,0,0,100,0,64,0,5,0,0,64,$5941,19,6553,-1,0,0,0,0,0,0,\N
208,본 브레이크,26,7,30,0,0,0,0,2,attack,3,10,0,0,45,0,50,0,64,0,3,0,0,128,$5942,19,7020,-1,0,0,0,0,1,0,\N
209,일루션:리치,27,0,20,0,0,0,0,64,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,1,$5943,19,6577,-1,0,0,280,1,1,0,\N
210,큐브:퀘이크,27,1,35,0,49156,1,0,20,none,32,0,0,0,0,0,-1,0,2,0,0,3,0,2,$5944,19,6714,6715,0,0,0,0,0,0,\N
211,페이션스,27,2,25,0,0,0,0,600,buff,3,0,0,0,0,0,-1,0,2,0,3,0,0,4,$5945,19,6507,-1,0,0,0,1,1,1,L1MarkerSkill
212,판타즘,27,3,30,25,0,0,0,5,buff,3,0,0,0,30,0,50,0,4,0,3,0,0,8,$5946,19,6530,-1,0,0,280,0,0,0,\N
213,암 브레이커,27,4,15,0,0,0,500,0,none,3,0,0,0,0,0,-1,0,2,0,0,-1,0,16,$5947,19,9272,-1,0,0,0,1,1,0,\N
214,일루션:다이아몬드 골렘,27,5,40,0,0,0,0,64,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,32,$5948,19,6576,-1,0,0,0,1,1,0,\N
215,큐브:쇼크,27,6,55,0,49156,1,0,20,none,32,0,0,0,0,0,-1,0,2,0,0,3,0,64,$5949,19,6720,6721,0,0,0,0,0,0,\N
216,인사이트,27,7,60,0,0,0,0,600,buff,3,0,0,0,0,0,-1,0,2,0,3,0,0,128,$5950,19,6505,-1,0,0,280,1,1,1,L1Insight
217,패닉,28,0,30,30,0,0,0,64,buff,3,0,0,0,0,0,-1,0,2,0,3,0,0,1,$5951,19,6506,-1,0,0,0,0,0,1,L1Panic
218,조이 오브 페인,28,1,40,0,0,0,0,2,attack,3,0,0,0,0,0,-1,0,64,0,3,0,0,2,$5952,19,6528,-1,0,0,0,0,0,0,\N
219,일루션:아바타,28,2,50,0,0,0,0,64,buff,1,0,0,0,0,0,-1,0,2,0,3,0,0,4,$5953,19,6575,-1,0,0,0,1,1,0,\N
220,큐브:밸런스,28,3,55,0,49156,2,0,20,none,32,0,0,0,0,0,-1,0,2,0,0,3,0,8,$5954,19,6727,6727,0,0,0,0,0,0,\N
500,범위 스턴 (대인 PetSummon 3 ~ 5 초 범위는 Area에서 지정),0,0,0,0,0,0,0,6,buff,3,0,0,0,50,0,-1,0,1,0,1,8,0,64,,19,4434,-1,0,0,280,0,1,0,\N
501,범위 소거,0,0,40,0,0,0,0,6,buff,3,0,0,0,50,0,-1,0,1,0,4,4,0,64,,19,870,-1,0,0,280,1,1,0,\N
502,범위 독 (일반),0,0,0,0,0,0,0,0,none,3,50,5,5,0,0,-1,0,64,0,0,-1,1,0,,0,-1,-1,0,0,280,0,0,0,\N
503,범위 윈드 셰클,0,0,25,0,0,0,20000,16,buff,3,0,0,0,33,30,99,8,1,0,-1,-1,0,0,,19,7993,-1,1001,0,280,0,0,1,L1WindShackle
701,극한의 키 링크 (마인드 브레이크),0,0,0,0,0,0,0,0,attack,3,3.8,0,0,0,0,-1,0,64,0,5,0,0,0,,0,6553,-1,0,0,0,0,0,0,\N
702,극한의 체인 소드 (아이스이 럽션),0,0,0,0,0,0,0,0,attack,3,50,10,8,0,0,-1,5,64,0,9,0,0,0,,0,3685,-1,0,0,0,0,0,0,\N
703,얼음 여왕의 지팡이 (콘 오브 콜드),0,0,0,0,0,0,400,0,attack,3,40,6,5,0,0,-1,4,64,0,6,0,0,0,,0,1810,-1,0,0,0,0,0,0,\N
704,샌드 럽션,0,0,50,0,0,0,800,0,attack,3,50,3,5,0,0,-1,1,64,0,8,0,0,0,,18,10145,-1,0,0,0,0,0,0,\N
705,샌드웜 (원킬 공격​​),0,0,0,0,0,0,30000,0,attack,3,2500,10,10,80,50,-1,1,64,0,1,0,0,0,,18,10186,-1,0,0,0,0,1,0,\N
706,샌드웜 (범위 원킬 공격​​),0,0,0,0,0,0,30000,0,attack,3,2500,10,10,80,50,-1,1,64,0,10,10,0,0,,19,10188,-1,0,0,0,0,1,0,\N
707,에루쟈베 (에어리어 오브 사일런스),0,0,40,0,0,0,20000,16,none,3,0,0,0,0,0,-1,0,4,0,-1,-1,1,0,,18,2241,-1,0,0,280,0,0,0,\N
708,에루쟈베 (범위 원킬),0,0,0,0,0,0,10000,0,attack,3,2000,10,10,80,50,-1,1,64,0,0,-1,0,0,,0,-1,-1,0,0,0,0,1,0,\N
709,에루쟈베 (범위 강타),0,0,0,0,0,0,10000,0,attack,3,500,10,10,50,30,-1,1,64,0,0,3,0,0,,0,-1,-1,0,0,0,0,1,0,\N
710,에루쟈베 (소환),0,0,0,0,0,0,30000,0,none,3,0,0,0,0,0,-1,0,1,0,0,0,1,0,,0,-1,-1,0,0,0,0,0,0,\N
711,에루쟈베 (샌드 럽션),0,0,50,0,0,0,400,0,attack,3,50,3,5,50,30,-1,1,64,0,8,0,1,0,,0,10145,-1,0,0,0,0,0,0,\N
712,에루쟈베 (범위 독),0,0,0,0,0,0,30000,30,none,3,200,10,20,50,30,-1,0,64,0,0,5,1,0,,0,-1,-1,0,0,280,0,0,0,\N
713,에루쟈베 (Recall),0,0,5,0,0,0,5000,0,buff,3,0,0,0,0,0,-1,0,128,0,10,0,0,0,,0,2235,-1,0,0,0,0,0,0,\N
3000,괴물 눈 스테이크,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3001,베어 스테이크,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3002,씨 호떡,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3003,개미 다리 치즈 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3004,과일 샐러드,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3005,과일 탕수육,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3006,멧돼지 꼬치 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3007,버섯 스프,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3008,환상의 괴물 눈 스테이크,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3009,환상의 곰 고기 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3010,환상의 씨 호떡,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3011,환상의 개미 다리 치즈 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3012,환상의 과일 샐러드,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3013,환상의 과일 탕수육,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3014,환상의 멧돼지 꼬치 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3015,환상의 버섯 스프,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3016,캐비어 카나페,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3017,악어 스테이크,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3018,터틀 드래곤 과자,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3019,키위 패롯 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3020,스콜피온 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3021,일 렉카 둠 스튜,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3022,거미 다리 꼬치 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3023,클럽 수프,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3024,환상의 캐비어 카나페,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3025,환상의 악어 스테이크,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3026,환상의 터틀 드래곤 과자,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3027,환상의 키위 패롯 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3028,환상의 스콜피온 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3029,환상의 일 렉카 둠 스튜,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3030,환상의 거미 다리 꼬치 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3031,환상의 크랩 살 스프,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3032,크러스트 시안의 하사 미소,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3033,그리폰 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3034,코카 트리스 스테이크,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3035,터틀 드래곤 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3036,레서 드래곤의 닭 날개,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3037,드레이크 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3038,심해어 스튜,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3039,바실리스크 알 스프,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3040,환상의 크러스트 시안의 하사 미소,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3041,환상의 그리폰 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3042,환상의 코카 트리스 스테이크,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3043,환상의 터틀 드래곤 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3044,환상의 레서 드래곤의 닭 날개,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3045,환상의 드레이크 구이,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3046,환상의 심해어 스튜,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,1,L1DishBuff
3047,환상의 바실리스크 알 스프,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3048,상아탑의 묘약,0,0,0,0,0,0,0,920,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3049,力強い和牛ステーキ,0,0,0,0,0,0,0,1800,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3050,素早い鮭の煮付,0,0,0,0,0,0,0,1800,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3051,賢い七面鳥焼き,0,0,0,0,0,0,0,1800,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
3052,修練の鶏スープ,0,0,0,0,0,0,0,1800,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,1,0,L1DishBuff
4015,파 푸리 온 데스 힐,0,0,50,0,0,0,0,12,buff,3,0,0,0,50,50,-1,0,1,0,4,8,0,64,,51,7780,-1,0,0,280,0,0,0,\N
4016,파 푸리 온 리 듀스 힐,0,0,50,0,0,0,0,12,buff,3,0,0,0,33,50,-1,4,1,0,4,8,0,16,,51,7782,-1,0,0,280,0,0,1,L1MarkerSkill
4017,파 푸리 온 데스 포션,0,0,50,0,0,0,0,12,buff,3,0,0,0,50,50,-1,0,1,0,4,8,0,64,,51,7781,-1,0,0,280,0,0,0,\N
4018,파 푸리 온 (독 브레스),0,0,0,0,0,0,0,0,attack,3,100,5,5,50,0,-1,0,64,0,4,8,0,0,,18,-1,-1,0,0,0,0,0,0,\N
4019,파 푸리 온 범위,0,0,0,0,0,0,0,0,attack,3,100,5,5,50,0,-1,4,64,0,4,8,0,0,,20,-1,-1,0,0,0,0,0,0,\N
6000,커츠의 검 (콜 라이트닝),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,8,64,0,0,0,0,0,,1,10,-1,0,0,0,0,0,0,\N
6001,데스 나이트의 불검 (선 버스트),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,1,64,0,0,0,0,0,,1,1811,-1,0,0,0,0,0,0,\N
6002,론 드 이도류 (어스 재일),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,2,64,0,0,0,0,0,,1,1805,-1,0,0,0,0,0,0,\N
6003,얼음 여왕의 지팡이 (콘 오브 콜드),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,4,64,0,0,0,0,0,,1,1810,-1,0,0,0,0,0,0,\N
6004,발록의 양손 검 (미티어),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,2,64,0,0,2,0,0,,1,762,-1,0,0,0,0,0,0,\N
6005,달의 장궁 (),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,0,64,0,0,0,0,0,,1,6288,-1,0,0,0,0,0,0,\N
6006,할로윈 호박 장검,0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,1,64,0,0,0,0,0,,1,2750,-1,0,0,0,0,0,0,\N
7849,호박 걸쇠,0,0,0,0,0,0,0,4,buff,3,0,0,0,0,0,-1,8,64,0,0,0,0,0,,0,7849,-1,1001,0,280,0,0,1,L1WindShackle
10000,좀비 로드(광범위 마법),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2806,-1,0,0,0,0,0,0,\N
10001,시아(마법),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,15,0,0,,18,2775,-1,0,0,0,0,0,0,\N
10002,아이스 여왕(블리자드),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,4,64,0,0,6,0,0,,18,2261,-1,0,0,0,0,0,0,\N
10003,zenith queen spell e first,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2809,-1,0,0,0,0,0,0,\N
10004,제니스크인(광범위 마법),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2810,-1,0,0,0,0,0,0,\N
10005,vampire spell e,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2759,-1,0,0,0,0,0,0,\N
10006,흡혈귀(마법),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,19,2760,-1,0,0,0,0,0,0,\N
10007,vampire spellnd e second,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2761,-1,0,0,0,0,0,0,\N
10008,레서드래곤(불길),0,0,5,0,0,0,0,0,attack,3,200,10,10,0,0,-1,2,64,0,2,2,0,0,,18,2510,-1,0,0,0,0,0,0,\N
10009,본 드래곤(불길),0,0,5,0,0,0,0,0,attack,3,200,10,10,0,0,-1,4,64,0,2,2,0,0,,18,2510,-1,0,0,0,0,0,0,\N
10010,리치(광범위 마법),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,3,0,0,,18,2510,-1,0,0,0,0,0,0,\N
10011,medusa e,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,2537,-1,0,0,0,0,0,0,\N
10012,그림 리퍼(광범위 마법),0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,-1,0,0,,18,3393,-1,0,0,0,0,0,0,\N
10013,super grimreaper sickle e screen,0,0,5,0,0,0,0,0,none,3,100,10,10,0,0,-1,0,64,0,0,6,0,0,,18,3396,-1,0,0,0,0,0,0,\N
10014,이프리트(투창),0,0,5,0,0,0,0,0,attack,3,100,10,10,0,0,-1,2,64,0,6,2,0,0,,18,1776,-1,0,0,0,0,0,0,\N
10015,basilisk s blast,0,0,5,0,0,0,0,0,attack,3,100,10,10,0,0,-1,0,64,0,6,0,0,0,,18,1043,-1,0,0,0,0,0,0,\N
