npc_id,note,normal_action,chaotic_action,teleport_url,teleport_urla
70560,血盟執行員,bpledge2,bpledge2,bpledge1,
70562,傭兵隊長^フント,hunt1,hunt1,hunt2,
70563,\N,new_alchemy1,new_alchemy1,,
70567,タウン マスター,othertown,othertown,othertownh,
70568,印章交換人^ユノ,yuno,yuno,,
70572,タウン アドバイザー,secretary1,secretary1,secretary4,
70574,\N,new_alchemy1,new_alchemy1,,
70577,競売管理者,auction1,auction1,auction3,
70594,タウン マスター,othertown,othertown,othertownh,
70598,錬金術師^モーリア,moria1,moria1,moria4,
70599,武器専門家,encwc,encwc,,
70600,キーパー,orckeeperop,orckeeperop,orckeeperop,
70601,防具専門家,encac,encac,,
70605,アイテム製作師^ブレーズ,blaise1,blaise1,blaise4,
70607,アイテム製作師^サッルシャー,sarsha1,sarsha1,sarsha2,
70611,性向値回復^贖罪の使者,restore1pk,restore1pk,,
70614,防具製作師^アントン,anton1,anton1,,
70617,ペット管理人^アルモン,almon1,almon1,almon2,
70623,侍従長^オービル,orville1,orville1,orville2,
70631,タウン アドバイザー,secretary4,secretary4,secretary1,
70632,ペット管理人^ケビン,kevin1,kevin1,kevin2,
70633,コルバート,colbert1,colbert1,colbert2,
70641,裁断師^ハーバート,herbert1,herbert1,herbert2,
70642,鍛冶屋^ヘクター,hector1,hector1,hector2,
70644,血盟執行員,bpledge2,bpledge2,bpledge1,
70645,\N,new_alchemy1,new_alchemy1,,
70653,マシャー,masha,masha,,
70654,タウン マスター,othertown,othertown,othertownh,
70655,武器専門家,encwc,encwc,,
70656,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70657,防具専門家,encac,encac,,
70658,性向値回復^贖罪の使者,restore1pk,restore1pk,,
70662,アイテム製作師^イベルビン,ivelviin1,ivelviin1,ivelviin2,
70663,タウン アドバイザー,secretary1,secretary1,secretary4,
70664,ペット管理人^コブ,cove1,cove1,cove2,
70665,侍従長^ポテンピン,potempin1,potempin1,potempin2,
70666,フレックソン,freckson1,freckson1,freckson2,
70667,血盟執行員,bpledge2,bpledge2,bpledge1,
70668,\N,new_alchemy1,new_alchemy1,,
70670,クレイ,citizen8,citizen8,,
70671,ペットアイテム製作師^ノセ,nose,nose,nose1,
70674,レオナ,reona1,reona1,reona2,
70675,ルズ,citizen1,citizen1,,
70676,アイテム製作師^リュミエール,ryumiel1,ryumiel1,,
70683,モンテス,montes2,montes2,montes4,
70686,武器専門家,encwc,encwc,,
70687,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70688,ミュラス,citizen10,citizen10,,
70690,アイテム製作師^バミュト,bamute1,bamute1,bamute2,
70692,防具専門家,encac,encac,,
70695,傭兵隊長^ビウスト,biust1,biust1,biust2,
70660,ウェルダン 傭兵隊長,gdummyc1,gdummyc1,,
70661,ウェルダン 傭兵隊,gdummy1,gdummy1,,
70701,回復の使者^アガタ,restore,restore,,
70702,愛の使者^エリエル,ring1,ring1,,
70707,エノ,eno1,eno1,enoc1,
70711,ジャイアント エルダー,giantk1,giantk1,giantk2,
70712,ジェニファー,jennifer1,jennifer1,,
70715,ジーム,jimuk1,jimuk1,jimuk2,
70721,侍従長^ティモン,timon1,timon1,timon2,
70722,アイテム製作師^パルツ,paruit01,paruit01,paruitC,
70723,ペット管理人^パウ,pau1,pau1,pau2,
70724,ヘイト,heit4,heit4,,
70725,血盟執行員,bpledge2,bpledge2,bpledge1,
70734,\N,new_alchemy1,new_alchemy1,,
70739,ディカルデン,dicardinge1,dicardinge1,dicardinge2,
70740,ディカルデン ソルジャー,zero2,zero2,,
70742,ディテクター^パウロ,detecter1,detecter1,detecter2,
70744,ロジェ,roje16,roje16,,
70745,ロク,roku,roku,,
70748,タウン マスター,othertown,othertown,othertownh,
70749,ペット管理人^マイルド,mild1,mild1,mild2,
70751,テレポーター^ブラッド,brad1,brad1,,
70757,性向値回復^贖罪の使者,restore1pk,restore1pk,,
70758,宿屋の主人^スビン,sabin,sabin,,
70760,精霊魔法伝授者^エリオン,ellyonne,ellyonne,ellyonne4,
70761,タウン アドバイザー,secretary1,secretary1,secretary4,
70762,アイテム製作師^カリフ,karif1,karif1,,
70763,タラス,talass,talass,,
70764,タウス,taus,taus,,
70768,\N,new_alchemy1,new_alchemy1,,
70771,鍛治屋^ランディス,randith1,randith1,randith2,
70773,ペット管理人^マービン,marbin1,marbin1,marbin2,
70772,進化の実製作師^レイダース,ladar1,ladarC1,,
70774,タウン マスター,othertown,othertown,othertownh,
70775,マーク,mark1,mark1,mark2,
70776,メグ,meg4,meg4,,
70777,武器専門家,encwc,encwc,,
70778,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70779,ゲートアント,ants2,ants2,antss,
70780,防具専門家,encac,encac,,
70781,性向値回復^贖罪の使者,restore1pk,restore1pk,,
70782,サーチアント,ant2,ant2,,
70783,アリア,aria4,aria4,,
70784,侍従長^オスモンド,othmond1,othmond1,othmond2,
70788,タウン アドバイザー,secretary1,secretary1,secretary4,
70789,傭兵隊長^ハルト,halt1,halt1,halt2,
70790,血盟執行員,bpledge2,bpledge2,bpledge1,
70792,\N,new_alchemy1,new_alchemy1,,
70794,ゲラド,,,,
70796,ダンハム,dunham2,dunham2,,
70797,\N,drist,drist,,
70798,リッキー,riky2,riky2,,
70799,タウン マスター,othertown,othertown,othertownh,
70800,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70801,性向値回復^贖罪の使者,restore1pk,restore1pk,,
70802,鍛冶屋^アノン,aanon1,aanon1,,
70804,骨細工職人^ジョエル,lien1,lienC1,,
70805,レザー細工職人^ジュリー,ladar1,ladarC1,,
70806,タウン アドバイザー,secretary1,secretary1,secretary4,
70807,アイテム製作師^フィン,farlin1,farlinC1,,
70808,\N,new_alchemy1,new_alchemy1,,
70809,ガード,,,,
70811,ライラ,lyraEv1,lyraEv1,lyraEv3,
70815,タウン マスター,othertown,othertown,othertownh,
70816,武器専門家,encwc,encwc,,
70817,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70820,防具専門家,encac,encac,,
70822,領主の補佐官^セゲムアトゥバ,seghem1,seghem1,seghem2,
70823,性向値回復^贖罪の使者,restore1pk,restore1pk,,
70824,アサシン マスターの追従者,assassin4,assassin4,,
70826,オス,oth2,oth2,,
70830,タウン アドバイザー,secretary1,secretary1,secretary4,
70831,ケント ネルガ,kentu1,kentu1,kentu2,
70836,ペット管理人^ハンス,hans1,hans1,hans2,
70837,アイテム製作師^ナルエン,narhenE3,narhenE3,narhenE1,
70838,アイテム製作師^ネルファ,nerupaE1,nerupaE1,nerupaCE1,
70840,アイテム製作師^ロビンフッド,robinwood1,robinwood1,robinwood3,
70841,調理師^ルーディエル,luudiel1,luudiel1,,
70844,森とエルフの母,,,,
70846,森の守護者^アラクネ,arachnee1,arachnee1,arachnem1,
70847,地図製作師^エスト,estE1,estE1,estCE1,
70848,森の守護者^エント,ente1,ente1,entm1,
70850,森の守護者^パン,pane1,pane1,panm1,
70851,森の守護者^フェアリー,fairye1,fairye1,fairym1,
70852,森の守護者^フェアリー クイーン,fairyqe1,fairyqe1,fairyqm1,
70853,フェアリープリンセス,fairyp3,fairyp3,,
70855,\N,new_alchemy1,new_alchemy1,,
70857,ハイネ ガード,heguard6,heguard6,heguard6,
70860,タウン マスター,othertown,othertown,othertownh,
70861,武器専門家,encwc,encwc,,
70862,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70863,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70865,防具専門家,encac,encac,,
70872,神官^エブロール,eveurol1,eveurol1,eveurol5,
70873,ペット管理人^エラン,ellan1,ellan1,ellan2,
70876,タウン アドバイザー,secretary1,secretary1,secretary4,
70880,侍従長^フィッシャー,fisher1,fisher1,fisher2,
70881,ハイネ 傭兵隊,gdummy1,gdummy1,,
70882,傭兵隊長^バイガー,vaiger1,vaiger1,vaiger2,
70884,血盟執行員,bpledge2,bpledge2,bpledge1,
70885,カーン,kanguard4,kanguard4,,
70889,ラミュネ,citizen6,citizen6,,
70890,ラヴォル,rabor,rabor,,
70892,ロンドゥ,ronde6,ronde6,,
70894,ロンドゥの暗殺隊,rondedum,rondedum,,
70895,ブルディカ,bluedikaq4,bluedikaq4,,
70896,ブルディカの暗殺隊,bluedum,bluedum,,
70898,セリア,inn,Inn1,,
70903,カーンの警備隊,kandum,kandum,,
70904,鍛冶屋^クプ,koup1,koup1,koupdwaf,
70906,キマ,kimaq1,kimaq1,kimaq2,
70908,ピアス,pears1,pears1,,
70909,ピエロ,pierot1,pierot1,,
70910,専門家^ハデスティ,hadesty1,hadesty1,hadesty2,
70912,坑夫オーム,woumsix1,woumsix1,,
70913,坑夫オーム,woumfour1,woumfour1,,
70916,レディン,redin1,redin1,,
70917,バーンス,burns1,burns1,,
70919,スミター,smiter1,smiter1,,
70920,アデン 偵察兵,dfguard1,dfguard1,,
70922,オーム,credonas1,credonas1,,
70923,オーレ,olle1,olle1,,
70924,オーム,genes1,genes1,,
70925,オームの長老,elderoum1,elderoum1,,
70927,コデラッジ,coderage1,coderage1,,
70928,トリスタン,tristan1,tristan1,,
70934,レスタ,lesta,lesta,,
70953,\N,new_alchemy1,new_alchemy1,,
70964,バッシュ,basch,basch,,
70970,\N,clalchemist1,clalchemist1,clalchemist2,
70971,\N,sialchemist1,sialchemist1,sialchemist2,
70980,案内人^リリー,orenc0,orenc0,,
70981,鶏,hen1,hen1,,
70983,豚,pig1,pig1,,
70984,牛,milkcow1,milkcow1,none,
70985,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70986,キーパー,orckeeperop,orckeeperop,orckeeperop,
70987,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70988,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70989,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70990,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70991,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70992,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70993,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70994,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70995,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70996,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70997,ドロモンド,jpe0011,jpe0011,,
70998,歌う島のガイド,en0307,en0307,,
70999,アレックス,jpe0021,jpe0021,,
71000,アレックス,jpe0031,jpe0031,,
71001,薬草師クスシー,en0011,en0015,,
71002,キャンセレーション師,jpe0161,jpe0161,,
71003,鍛冶屋ロン,en0021,en0025,,
71004,アデーレ,en0051,en0051,,
71005,ポピレア,jpe0041,jpe0041,,
71006,ティミー,jpe0051,jpe0051,,
71007,ディラン,en0031,en0031,,
71009,チコリー,jpe0076,jpe0076,,
71010,チコリー,en0061,en0061,,
71011,ブリアナ,jpe0067,jpe0067,,
71012,ブリアナ,en0041,en0041,,
71013,沈黙の洞窟の村テレポーター^カレン,karen2,karen2,karen3,
71014,村の自警団,en0242,en0242,,
71015,村の自警団,en0263,en0263,,
71016,村の自警団,en0251,en0251,,
71017,村の自警団,en0251,en0251,,
71018,フェーダ,jpe0134,jpe0134,,
71019,弟子ヴート,jpe0115,jpe0115,,
71020,ジョン,jpe0121,jpe0121,,
71021,骨細工師マッティ,en0197,en0197,,
71022,骨細工師ジーナン,jpe0151,jpe0151,,
71023,骨細工師ケーイ,jpe0141,jpe0141,,
71024,ガレット,garret1,garret1,,
71025,ケスキン,jpe0086,jpe0086,,
71026,ダンジョンテレポーター^ココ,en0112,en0112,,
71027,ダンジョンテレポーター^クン,en0282,en0282,,
71028,キヨリ,en0121,en0121,,
71029,スカイ,en0291,en0291,,
71030,専門家^治療師,en1021,en1021,,
71031,傭兵ライアン,en0085,en0085,,
71032,冒険者エータ,en0091e,en0091e,,
71033,ハーミット,en0214,en0214,,
71034,ラビ,en0205,en0205,,
71035,歌う島へのテレポーター,en0231,en0231,,
71036,カミーラの幽霊,kamyla000,kamyla000,,
71037,専門家^治療師,jpe0101,jpe0101,,
71038,長老 ノナメ,orcfnoname1,orcfnoname1,,
71039,テレポーター^ドゥダ-マラブウ,orcfbuwoo1,orcfbuwoo1,orcfbuwoo2,
71040,調査団長 アトゥバ ノア,orcfnoa2,orcfnoa2,,
71041,ネルガ フウモ,orcfhuwoomo1,orcfhuwoomo1,,
71042,ネルガ バクモ,orcfbakumo1,orcfbakumo1,,
71043,ドゥダ-マラ ブカ,orcfbuka1,orcfbuka1,,
71044,ドゥダ-マラ カメ,orcfkame1,orcfkame1,,
71045,ドゥダ-マラ バウ,orcfbawoo1,orcfbawoo1,,
71046,ロベルト,roberto,roberto,,
71047,ルフス,lupus,lupus,,
71048,カール,karu,karu,,
71049,ルーニー,rooney,rooney,,
71050,シュイン,shian,shian,,
71051,モネット,monett,monett,,
71052,エニシア,enishia,enishia,,
71053,ペット管理人^ベリック,berik1,berik1,,
71054,チケット商人^ロクサンヌ,roxxan,roxxan,,
71055,ルケイン,lukein1,lukein1,,
71056,シミズ,simizz1,simizz1,,
71057,ドイル,doil1,doilc,,
71058,ドイルの犬,ratsyu1,ratsyu1,,
71059,ルディアン,rudian1a,rudian1a,,
71060,レスタ,resta1,resta1,,
71061,カドモス,cadmus1,cadmus1,,
71062,カミット,kamit1,kamit1,,
71063,小さな箱,maptbox0,maptbox0,,
71064,小さな箱,maptbox0,maptbox0,,
71065,小さな箱,maptbox0,maptbox0,,
71066,小さな箱,maptbox0,maptbox0,,
71067,小さな箱,maptbox0,maptbox0,,
71068,小さな箱,maptbox0,maptbox0,,
71069,小さな箱,maptbox0,maptbox0,,
71070,小さな箱,maptbox0,maptbox0,,
71071,小さな箱,maptbox0,maptbox0,,
71072,小さな箱,maptbox0,maptbox0,,
71073,小さな箱,maptbox0,maptbox0,,
71074,リザードマンの長老,lelder0,lelder0,,
71075,疲れ果てたリザードマン ファイター,llizard1a,llizard1a,,
71076,ヤング リザードマン ファイター,ylizardb,ylizardb,,
71077,地質探査員,invest1,invest1,,
71078,テレポーター^ポワール,usender1,usender1,usender2,
71079,雑貨商人^トドラム,ubuy,ubuy1,,
71080,テレポーター^治安団長アミス,amisoo1,amisoo1,amisoo2,
71081,rune wall,blackkey1,blackkey1,,
71082,rune wall,blackkey2,blackkey2,,
71083,rune wall,blackkey3,blackkey3,,
71084,rune wall,blackkey4,blackkey4,,
71085,rune wall,redkey1,redkey1,,
71086,rune wall,redkey2,redkey2,,
71087,rune wall,redkey3,redkey3,,
71088,rune wall,redkey4,redkey4,,
71089,フランコ,francu1,francu001,,
71090,試練のクリスタル,jcrystal0,jcrystal0,,
71091,試練のクリスタル,jcrystall0,jcrystall0,,
71095,デジェネレイト ソウル,csoulq2,csoulq2,csoulqs,
71108,天からの声,chaotictp1,chaotictp1,,
71109,天からの声,lawfultp1,lawfultp1,,
71110,ローヘン,caexplorer1,caexplorer1,,
71111,カスティ,cahunterone1,cahunterone1,,
71112,ザイルズ,cahuntertwo1,cahuntertwo1,,
71113,魔法の触媒^錬金術師,clalchemist1,clalchemist1,,
71114,魔法の触媒^錬金術師,sialchemist1,sialchemist1,,
71115,アデン情報員,inforaden1,inforaden1,,
71116,エンシェント ジャイアント エルダー,agelder1,agelder1,,
71117,エンシェント ジャイアント ジェネラル,aggeneral1,aggeneral1,,
71118,逃げたオーム,talkingoum1,talkingoum1,,
71119,アタロゼ,ataroze,ataroze,,
71120,リエン,rian1,rian1,,
71121,ペット管理人^レナード,leonard1,leonard1,,
71122,ペスコ,fesco1,fesco1,,
71123,ルボ,rubo1,rubo1,,
71124,ペット管理人^アリー,alri1,alri1,,
71125,鍛冶屋^アデルリオ,adelio,adelio,,
71126,イリス,eris1,eris1,,
71127,商人^スクワル,scwaru1,scwaru1,,
71128,錬金術師^ペリター,perita1,perita1,,
71129,宝石細工職人^ルームティス,rumtis1,rumtis1,,
71130,ラヴーラ,rabla,rabla,,
71131,ラヴォル,rabor,rabor,,
71132,坑夫オーム,woumfive1,woumfive1,,
71133,坑夫オーム,woumone1,woumone1,,
71134,坑夫オーム,woumtwo1,woumtwo1,,
71135,坑夫オーム,woumthir1,woumthir1,,
71136,坑夫オーム,woumele1,woumele1,,
71137,坑夫オーム,woumseven1,woumseven1,,
71138,坑夫オーム,woumnine1,woumnine1,,
71139,坑夫オーム,woumeight1,woumeight1,,
71140,坑夫オーム,woumten1,woumten1,,
71141,坑夫オーム,moumthree2,moumthree2,,
71142,坑夫オーム,moumtwo2,moumtwo2,,
71143,坑夫オーム,woumthree1,woumthree1,,
71144,坑夫オーム,woumtwel1,woumtwel1,,
71145,坑夫オーム,moumone2,moumone2,,
71146,坑夫オーム,midoum1,midoum1,,
71147,オームの作業監督,cutoum,cutoum,,
71148,逃げたオーム,eoumone1,eoumone1,,
71149,逃げたオーム,soumthree1,soumthree1,,
71150,逃げたオーム,soumone1,soumone1,,
71151,逃げたオーム,soumtwo1,soumtwo1,,
71152,逃げたオーム,stoumone1,stoumone1,,
71153,逃げたオーム,stoumthree1,stoumthree1,,
71154,逃げたオーム,stoumtwo1,stoumtwo1,,
71155,逃げたオーム,eoumtwo1,eoumtwo1,,
71156,囚われたダークエルフ,prisondef1,prisondef1,,
71157,囚われたダークエルフ,prisondef4,prisondef4,,
71158,囚われたダークエルフ,prisondef5,prisondef5,,
71159,囚われたダークエルフ,prisondef9,prisondef9,,
71160,囚われたダークエルフ,prisondef6,prisondef6,,
71161,囚われたダークエルフ,prisondef7,prisondef7,,
71162,囚われたダークエルフ,prisondef8,prisondef8,,
71163,ヤンスティン,yastin1,yastin1,,
71164,ランス,lance1,lance1,,
71165,ジェスティン,xestin1,xestin1,,
71166,鍛冶屋^ダルフ ガーディン,guardin1,guardin1,,
71167,鍛冶屋^フリム,frim2,frim2,,
71168,真冥王 ダンテス,dantes,dantes,,
71169,副官 マールベス,marbes1,marbes1,,
71170,長老随行員 クロレンス,clorence,clorence,,
71171,警備兵,debow1,debow1,,
71172,警備兵,dethief1,dethief1,,
71173,警備隊長,degeneral1,degeneral1,,
71174,突撃隊長,desword1,desword1,,
71175,アイテム製作師^指揮官エステヴァン,Ep5event16,Ep5event16,,
71176,アデン 傭兵隊,adummy1,adummy1,,
71177,アデン 傭兵隊,adummy1,adummy1,,
71178,ロウギ,ru1,ru1,,
71179,ディエツ,dh1,dh1,,
71180,ジェイプ,jp1,jp1,,
71181,エマイ,my1,my1,,
71182,エセム,sm1,sm1,,
71184,ブルーシャーク,gdummy1,gdummy1,,
71187,,diadummy1,diadummy1,,
71188,,diadummy1,diadummy1,,
71189,,diaguard1,diaguard1,,
71190,ジェリコ,jericho1,jericho1,,
71191,ベッキー,becky1,becky1,,
71192,カメル,carmel1,carmel1,,
71193,チェイス,chase1,chase1,,
71194,オーロラ,aurora1,aurora1,,
71195,ウィンストン,winston1,winston1,,
71196,武器防具商人^アルフレッド,alfred,alfred1,,
71197,アイテム製作師^エンデル,endel1,endel1,,
71198,傭兵団長 ティオン,tion1,tion1,,
71199,ジェロン,jeron1,jeron1,,
71200,白魔術師 ピエタ,pieta1,pieta1,,
71251,ステータス再分配^ロロ,baseReset,baseReset,,
71252,アイテム製作師^ゾウのストーンゴーレム,joegolem,joegolem,,
71253,アイテム製作師^ゾウのストーンゴーレム,joegolem17,joegolem17,,
71255,テーベ オシリス祭壇のキーパー,tebegate1,tebegate1,,
71256,アイテム製作師^ロビンフッド,robinhood1,robinhood1,,
71257,神官^ジブリル,zybril1,zybril1,,
71258,マルバ,marba3,marba1,,
71259,アラス,aras1,aras11,,
71264,スクロール商人^シャイレン,sciairen1,sciairen2,,
71265,神官戦士,sinwarrior,sinwarrior,,
71266,ハイネ 傭兵隊,gdummy1,gdummy1,,
71270,rune wall,dunsign1,dunsign1,,
71271,rune wall,dunboard2,dunboard2,,
71272,rune wall,dunsign2,dunsign2,,
80010,アデン城の姫,aprincess1,aprincess1,aprincess2,
80047,ヤヒの召使,uhelp1,uhelp1,,
80048,空間の歪み,entgate,entgate,,
80049,揺らぐ者,betray12,betray12,,
80050,執政官,meet101,meet101,,
80051,ヤヒ,qyahee,qyahee,,
80052,ヤヒの軍師,u_hunt,u_hunt,,
80053,ヤヒの鍛冶屋,alice_no,alice_no,,
80054,研究員,lapyahee,lapyahee,,
80055,ヤヒの補佐官,uamulet0,uamulet0,,
80056,業の管理者,infamous12,infamous12,,
80057,放浪者^アルフォンス,alfons1,alfons1,,
80058,次元の扉,cpass01,cpass01,cpass01,
80059,次元の扉,wpass05,wpass05,wpass05,
80060,次元の扉,wpass05,wpass05,wpass05,
80061,次元の扉,wpass05,wpass05,wpass05,
80062,次元の扉,wpass05,wpass05,wpass05,
80063,次元の扉,gpass01,gpass01,gpass01,
80064,執政官,meet001,meet001,,
80065,バルログの密偵,uturn0,uturn0,,
80066,揺らぐ者,betray01,betray01,,
80067,諜報員,minicod08,minicod08,,
80068,バルログの分身,fakebarlog1,fakebarlog1,,
80069,レッサー デーモン,ldemon1,ldemon1,,
80070,レッサー デーモン,tldemon1,tldemon1,,
80071,バルログの補佐官,lring0,lring0,,
80072,バルログの鍛冶屋,lsmith0,lsmith0,,
80073,バルログの軍師,l_hunt,l_hunt,,
80074,業の管理者,infamous02,infamous02,,
80075,雑貨商人^ベヒーク,vehikeu1,vehikeu1,,
80076,倒れた航海士,voyager1,voyager1,,
80077,アルドラン,aldran1,aldran1,,
80078,マジックドール製作師^アルカ,arka1,arka1,,
80079,占星術師^ケプリシャ,keplisha1,keplisha4,keplisha2,
80080,釣り場商人^マルコ,f_elder,f_elder,,
80081,釣り場ガイド^レディア,f_grandma1,f_grandma1,,
80082,釣り場ガイド^ポール,fk_in_1,fk_in_1,,
80083,釣り場ガイド^ポール,fk_out_0,fk_out_0,fk_out_0,
80084,怪しいオーク商人^パルーム,rparum,rparum,,
80085,お化け屋敷の管理人^デュオ,duo,duo,,
80086,デスマッチ管理人^クサン,kusan,kusan,,
80087,デスマッチ管理人^ダトゥ,datu,datu,,
80088,ペットマッチ管理人^ドンコ,petmatcher,petmatcher,,
80089,メダル管理人^ドンジュー,medalbuyer,medalbuyer,,
80090,料理の材料商人^ラクッキ,rakuki1,rakuki1,,
80091,料理人^ラフォンス,rrafons,rrafons,,
80092,アジトの商人^ジェイント,rjaint1,rjaint1,,
80093,ジータ,rjyta1,rjyta1,,
80094,祭壇,altar1,altar1,,
80095,ペット管理人^オースティン,rostin1,rostin1,,
80096,花束商人^シャロン,sharon1,sharon1,,
80097,リマン,rryman,rryman,,
80098,ファルボ,rfarbo1,rfarbo1,,
80099,治安団長^ラルソン,rarson1,rarson8,rarson11,
80100,花火商人^マイジン,maijin1,maijin1,,
80101,鍛冶屋^クエン,kuen1,kuen1,,
80102,アジト剥製商人^フィリス,fillis1,fillis3,,
80103,競売管理者,auction1,auction1,,
80104,アデン騎馬団員,horseseller1,horseseller0,,
80105,アデン騎馬団員,horserestore,horserestore,,
80127,アデンの王宮シェフ^オリーブ,cook1,cook1,,
80128,アイテム交換人^印章販売人,cointrader,cointrader,,
80132,テレポーター^デカビア,dekabia1,dekabia1,dekabia2,dekabia3
80133,鍛冶屋^ピュアル,pual1,pual1,,
80134,タリオン,talrion4,talrion4,,
80135,エルラス,elas3,elas3,,
80136,長老 プロケル,prokel1,prokel1,,
80137,魔法販売人^ジェパール,jepar1,jepar1,,
80141,魔法販売人^スビエル,sbial1,sbial1,,
80142,鍛冶屋^バトール,batr1,batr1,,
80143,アジェル,azel1,azel1,,
80144,ラルク,rark1,rark1,,
80145,長老 シルレイン,silrein1,silrein1,,
80146,テレポーター^シャリエル,sharial1,sharial1,sharial2,sharial3
80166,平和の使者^ユリス,yuris1,yuris1,,
80167,善の使者^ミリエル,churchm1,churchm1,,
80168,ペットレース管理人^ドゥポ,dufo,dufo,,
80171,初心者ガイド^初心者案内人,tutor,tutor,,
80172,初心者ガイド^修練場管理人,admin1,admin1,,
80173,シルベリアテレポーター^イリュージョニストアシャ,asha2,asha2,asha3,
80174,ベヒモステレポーター^ドラゴンナイトピエナ,feaena2,feaena2,feaena3,
80179,ホバン,j_nb1,j_nb1,,
80180,初心者ガイド^旅人案内人,lowlv1,lowlv1,,
80181,追加倉庫^バザール,warechar1,warechar2,,
80182,追加倉庫^バダール,warechar1,warechar2,,
80183,追加倉庫^バゴール,warechar1,warechar2,,
80184,追加倉庫^バサール,warechar1,warechar2,,
80185,追加倉庫^バマール,warechar1,warechar2,,
80186,追加倉庫^バノール,warechar1,warechar2,,
80187,追加倉庫^バオール,warechar1,warechar2,,
80188,追加倉庫^バホール,warechar1,warechar2,,
80189,追加倉庫^バカール,warechar1,warechar2,,
80190,追加倉庫^バトール,warechar1,warechar2,,
80191,追加倉庫^バチャール,warechar1,warechar2,,
80192,宝石細工職人^デービッド,8event3,8event3,,
80194,ミニゲーム報賞専門家^コマ,coma1,coma1,,
80213,ウェルダン 傭兵隊長,gdummyc1,gdummyc1,,
80238,ヒレン,,,,
80239,ジェフ,,,,
80240,アルシア,arsia,arsia,,
80241,特別販売員,treeseller1,treeseller1,,
80242,孤独な精霊,,,,
80259,テレポーター^ピーター,orentel1,orentel1,orentel2,
80260,魔術師 アドニス,adonis1,adonis1,adonis2,
80261,ソース商人^ミエル,miel1,miel2,,
80262,ハーブ商人^シオル,shiol1,shiol2,,
80263,キルトン,killton1,killton1,,
80264,メーリン,merin1,merin1,,
80265,ハリン,harin1,harin1,,
80266,特産物管理人^モポ,mopo1,mopo1,,
80267,密売人^コペオンバ,cofeonba,cofeonba,,
81002,古代の耳飾商人,cold1,cold1,,
81003,古代の短剣商人,cold1,cold1,,
81004,古代の剣商人,cold1,cold1,,
81005,古代の両手剣商人,cold1,cold1,,
81006,古代の槍商人,cold1,cold1,,
81007,古代の鈍器商人,cold1,cold1,,
81008,古代の双剣商人,cold1,cold1,,
81009,古代の爪商人,cold1,cold1,,
81010,古代の杖商人,cold1,cold1,,
81011,古代の弓商人,cold1,cold1,,
81012,古代の兜商人,cold1,cold1,,
81013,古代の盾商人,cold1,cold1,,
81014,古代の篭手商人,cold1,cold1,,
81015,古代の靴商人,cold1,cold1,,
81016,古代の下着商人,cold1,cold1,,
81017,古代の鎧商人,cold1,cold1,,
81018,古代の外套商人,cold1,cold1,,
81019,古代の首飾商人,cold1,cold1,,
81020,古代の指輪商人,cold1,cold1,,
81021,古代の帯革商人,cold1,cold1,,
81022,古代の魔法商人,cold1,cold1,,
81023,古代の精霊魔法商人,cold1,cold1,,
81024,古代の闇魔法商人,cold1,cold1,,
81025,古代の技術商人,cold1,cold1,,
81026,古代の君主魔法商人,cold1,cold1,,
81027,古代の道具商人,cold1,cold1,,
81028,古代の道具商人,cold1,cold1,,
81029,古代の道具商人,cold1,cold1,,
81105,神秘の岩,stoenm4,stoenm4,,
81110,代理魔法商人,cold1,cold1,,
81112,レイダー,rader1,rader1,,
81113,アイテム製作師^ハグティン,hagutin1,hagutin1,,
81114,ヤヒの分身,fsflame1,fsflame1,,
81115,ブラック ナイト サブ チーフ,adjutant1,adjutant1,,
81118,束縛された魂,bsoul1,bsoul1,,
81119,レリーの補佐官,laryaide1,laryaide1,,
81120,カルバスの下人,kalbass1,kalbass1,,
81121,古代の精霊,pielemental,pielemental,,
81123,ジャック オー ランタン,en2551-0,en2551-0,,
81124,ジャック オー ランタン,en2556,en2556,,
81155,オーレ,olle1,olle1,olle1,
81156,アデン 偵察兵,dfguard1,dfguard1,dfguard1,
81200,特典アイテム管理人,nobelt,nobelt,,
81202,諜報員,minitos08,minitos08,,
81203,選ばれなかった者,minitos3,minitos3,,
81204,選ばれなかった者,minitos3,minitos3,,
81205,選ばれなかった者,minitos2,minitos2,,
81206,選ばれなかった者,minitos2,minitos2,,
