id,npc_id,note,group_id,cycle_type,count,loc_x,loc_y,random_x,random_y,loc_x1,loc_y1,loc_x2,loc_y2,heading,map_id,respawn_screen,movement_distance,rest,spawn_type,percentage
249,46256,ボーンドラゴン,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,149,1,0,0,0,33
250,46257,カオス オークゾンビ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,151,1,0,0,0,50
251,46258,カオス エルモア ソルジャー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,151,1,0,0,0,50
252,46257,カオス オークゾンビ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,152,1,0,0,0,33
253,46259,カオス エルモア ウィザード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,152,1,0,0,0,33
254,46258,カオス エルモア ソルジャー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,152,1,0,0,0,33
255,46257,カオス オークゾンビ,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,153,1,0,0,0,33
256,46258,カオス エルモア ソルジャー,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,153,1,0,0,0,33
257,46260,カオス エルモア ジェネラル,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,153,1,0,0,0,33
258,46259,カオス エルモア ウィザード,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,154,1,0,0,0,33
259,46258,カオス エルモア ソルジャー,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,154,1,0,0,0,33
260,46260,カオス エルモア ジェネラル,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,154,1,0,0,0,33
261,46259,カオス エルモア ウィザード,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,155,1,0,0,0,33
262,46258,カオス エルモア ソルジャー,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,155,1,0,0,0,33
263,46260,カオス エルモア ジェネラル,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,155,1,0,0,0,33
264,46259,カオス エルモア ウィザード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,157,1,0,0,0,33
265,46257,カオス オークゾンビ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,157,1,0,0,0,33
266,46260,カオス エルモア ジェネラル,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,157,1,0,0,0,33
267,46258,カオス エルモア ソルジャー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,158,1,0,0,0,25
268,46259,カオス エルモア ウィザード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,158,1,0,0,0,25
269,46257,カオス オークゾンビ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,158,1,0,0,0,25
270,46260,カオス エルモア ジェネラル,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,158,1,0,0,0,25
271,46258,カオス エルモア ソルジャー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,159,1,0,0,0,33
272,46259,カオス エルモア ウィザード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,159,1,0,0,0,33
273,46260,カオス エルモア ジェネラル,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,159,1,0,0,0,33
274,46261,ダーク ライカンスロープ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,161,1,0,0,0,50
275,46262,マーシレス サーベル タイガー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,161,1,0,0,0,50
276,46261,ダーク ライカンスロープ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,162,1,0,0,0,33
277,46262,マーシレス サーベル タイガー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,162,1,0,0,0,33
278,46263,炎の精霊ケルベロス,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,162,1,0,0,0,33
279,46261,ダーク ライカンスロープ,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,163,1,0,0,0,33
280,46262,マーシレス サーベル タイガー,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,163,1,0,0,0,33
281,46264,炎のアシタジオ,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,163,1,0,0,0,33
282,46261,ダーク ライカンスロープ,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,164,1,0,0,0,25
283,46262,マーシレス サーベル タイガー,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,164,1,0,0,0,25
284,46263,炎の精霊ケルベロス,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,164,1,0,0,0,25
285,46264,炎のアシタジオ,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,164,1,0,0,0,25
286,46262,マーシレス サーベル タイガー,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,165,1,0,0,0,33
287,46263,炎の精霊ケルベロス,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,165,1,0,0,0,33
288,46264,炎のアシタジオ,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,165,1,0,0,0,33
289,46261,ダーク ライカンスロープ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,167,1,0,0,0,33
290,46263,炎の精霊ケルベロス,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,167,1,0,0,0,33
291,46264,炎のアシタジオ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,167,1,0,0,0,33
292,46261,ダーク ライカンスロープ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,168,1,0,0,0,25
293,46262,マーシレス サーベル タイガー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,168,1,0,0,0,25
294,46263,炎の精霊ケルベロス,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,168,1,0,0,0,25
295,46264,炎のアシタジオ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,168,1,0,0,0,25
296,46262,マーシレス サーベル タイガー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,169,1,0,0,0,33
297,46263,炎の精霊ケルベロス,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,169,1,0,0,0,33
298,46264,炎のアシタジオ,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,169,1,0,0,0,33
299,46265,ダーク ブラックナイト,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,171,1,0,0,0,50
300,46266,ダーク バーニング ウォリアー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,171,1,0,0,0,50
301,46265,ダーク ブラックナイト,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,172,1,0,0,0,33
302,46266,ダーク バーニング ウォリアー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,172,1,0,0,0,33
303,46267,ダーク バーニング アーチャー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,172,1,0,0,0,33
304,46265,ダーク ブラックナイト,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,173,1,0,0,0,33
305,46266,ダーク バーニング ウォリアー,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,173,1,0,0,0,33
306,46268,ダーク サキュバスクイーン,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,173,1,0,0,0,33
307,46265,ダーク ブラックナイト,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,174,1,0,0,0,25
308,46266,ダーク バーニング ウォリアー,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,174,1,0,0,0,25
309,46267,ダーク バーニング アーチャー,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,174,1,0,0,0,25
310,46268,ダーク サキュバスクイーン,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,174,1,0,0,0,25
311,46266,ダーク バーニング ウォリアー,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,175,1,0,0,0,33
312,46267,ダーク バーニング アーチャー,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,175,1,0,0,0,33
313,46268,ダーク サキュバスクイーン,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,175,1,0,0,0,33
314,46265,ダーク ブラックナイト,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,177,1,0,0,0,25
315,46266,ダーク バーニング ウォリアー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,177,1,0,0,0,25
316,46267,ダーク バーニング アーチャー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,177,1,0,0,0,25
317,46268,ダーク サキュバスクイーン,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,177,1,0,0,0,25
318,46265,ダーク ブラックナイト,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,178,1,0,0,0,25
319,46266,ダーク バーニング ウォリアー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,178,1,0,0,0,25
320,46267,ダーク バーニング アーチャー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,178,1,0,0,0,25
321,46268,ダーク サキュバスクイーン,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,178,1,0,0,0,25
322,46266,ダーク バーニング ウォリアー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,179,1,0,0,0,33
323,46267,ダーク バーニング アーチャー,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,179,1,0,0,0,33
324,46268,ダーク サキュバスクイーン,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,179,1,0,0,0,33
325,46269,パート ゼニスクイーン,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,181,1,0,0,0,33
326,46270,シアー ジュニア,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,181,1,0,0,0,33
327,46271,マーキス バンパイア,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,181,1,0,0,0,33
328,46269,パート ゼニスクイーン,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,182,1,0,0,0,33
329,46270,シアー ジュニア,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,182,1,0,0,0,33
330,46271,マーキス バンパイア,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,182,1,0,0,0,33
331,46269,パート ゼニスクイーン,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,183,1,0,0,0,33
332,46270,シアー ジュニア,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,183,1,0,0,0,33
333,46272,フィア ゾンビロード,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,183,1,0,0,0,33
334,46269,パート ゼニスクイーン,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,184,1,0,0,0,25
335,46270,シアー ジュニア,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,184,1,0,0,0,25
336,46271,マーキス バンパイア,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,184,1,0,0,0,25
337,46272,フィア ゾンビロード,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,184,1,0,0,0,25
338,46270,シアー ジュニア,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,185,1,0,0,0,33
339,46271,マーキス バンパイア,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,185,1,0,0,0,33
340,46272,フィア ゾンビロード,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,185,1,0,0,0,33
341,46269,パート ゼニスクイーン,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,187,1,0,0,0,33
342,46271,マーキス バンパイア,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,187,1,0,0,0,33
343,46272,フィア ゾンビロード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,187,1,0,0,0,33
344,46269,パート ゼニスクイーン,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,188,1,0,0,0,25
345,46270,シアー ジュニア,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,188,1,0,0,0,25
346,46271,マーキス バンパイア,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,188,1,0,0,0,25
347,46272,フィア ゾンビロード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,188,1,0,0,0,25
348,46270,シアー ジュニア,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,189,1,0,0,0,33
349,46271,マーキス バンパイア,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,189,1,0,0,0,33
350,46272,フィア ゾンビロード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,189,1,0,0,0,33
351,46273,地の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,191,1,0,0,0,25
352,46274,水の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,191,1,0,0,0,25
353,46275,風の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,191,1,0,0,0,25
354,46276,火の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,191,1,0,0,0,25
355,46273,地の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,192,1,0,0,0,17
356,46274,水の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,192,1,0,0,0,17
357,46275,風の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,192,1,0,0,0,17
358,46276,火の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,192,1,0,0,0,17
359,46277,アイリス,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,192,1,0,0,0,16
360,46278,マミーロード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,192,1,0,0,0,16
361,46273,地の大精霊,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,193,1,0,0,0,17
362,46274,水の大精霊,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,193,1,0,0,0,17
363,46275,風の大精霊,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,193,1,0,0,0,17
364,46276,火の大精霊,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,193,1,0,0,0,17
365,46277,アイリス,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,193,1,0,0,0,16
366,46278,マミーロード,0,Oren,1,32670,32861,0,0,32602,32794,32741,32933,0,193,1,0,0,0,16
367,46273,地の大精霊,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,194,1,0,0,0,14
368,46274,水の大精霊,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,194,1,0,0,0,14
369,46275,風の大精霊,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,194,1,0,0,0,14
370,46276,火の大精霊,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,194,1,0,0,0,14
371,46277,アイリス,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,194,1,0,0,0,15
372,46278,マミーロード,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,194,1,0,0,0,15
373,46279,ナイトバルド,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,194,1,0,0,0,14
374,46273,地の大精霊,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,195,1,0,0,0,25
375,46274,水の大精霊,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,195,1,0,0,0,25
376,46275,風の大精霊,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,195,1,0,0,0,25
377,46276,火の大精霊,0,Oren,1,32798,32798,0,0,32722,32722,32877,32877,0,195,1,0,0,0,25
378,46276,火の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,197,1,0,0,0,25
379,46277,アイリス,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,197,1,0,0,0,25
380,46278,マミーロード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,197,1,0,0,0,25
381,46279,ナイトバルド,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,197,1,0,0,0,25
382,46274,水の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,198,1,0,0,0,25
383,46277,アイリス,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,198,1,0,0,0,25
384,46278,マミーロード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,198,1,0,0,0,25
385,46279,ナイトバルド,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,198,1,0,0,0,25
386,46274,水の大精霊,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,199,1,0,0,0,25
387,46277,アイリス,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,199,1,0,0,0,25
388,46278,マミーロード,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,199,1,0,0,0,25
389,46279,ナイトバルド,0,Oren,1,32670,32861,0,0,32593,32785,32750,32942,0,199,1,0,0,0,25
390,46291,シェルマン,0,Aden,1,32750,33033,0,0,32731,33010,32778,33055,0,420,0,0,0,0,30
391,46196,ハーディンの分身,0,Oren,1,32771,32848,0,0,32704,32768,32831,32895,0,80,1,0,0,0,100
392,46196,ハーディンの分身,0,Oren,1,32763,32848,0,0,32704,32768,32831,32895,0,81,1,0,0,0,100
393,46196,ハーディンの分身,0,Oren,1,32703,32831,0,0,32640,32768,32767,32895,0,82,1,0,0,0,100
394,99006,幻牛鬼,0,Caspa,1,32863,32831,0,0,32768,32704,32959,32959,0,8000,1,0,0,0,100
395,99007,牛鬼,0,Caspa,1,32935,32867,5,5,0,0,0,0,6,8000,1,0,0,0,100
396,99033,バーモス,0,Caspa,1,32697,32823,3,3,0,0,0,0,9,37,1,0,0,0,100
397,99037,リカント,0,Caspa,1,32680,32859,0,0,32656,32829,32702,32885,0,0,1,0,0,0,90
398,99047,ケパルレ,0,Caspa,1,32582,33045,20,20,0,0,0,0,0,0,1,0,0,0,100
399,99071,カーツ,90,Night,1,32627,33239,5,5,0,0,0,0,0,0,1,0,0,0,100
400,99053,ネクロス,0,Oren,1,32351,33005,25,25,0,0,0,0,0,0,1,0,0,0,100
401,99059,オルクス,0,2Drake,1,32533,32824,10,10,0,0,0,0,0,0,1,0,0,0,100
402,99065,アルフィア,97,DK,1,32453,33096,10,10,0,0,0,0,6,0,1,0,0,0,80
403,81175,おたずね者 クジャク,0,Aden,1,0,0,0,0,32657,32786,32751,32860,5,1,1,0,0,0,60
404,99079,バフォメットの追従者,0,Caspa,1,32802,32826,0,0,0,0,0,0,8,2,1,0,0,0,100
405,99072,腐食された スケルトン ナイト,0,Caspa,1,32775,32846,0,0,0,0,0,0,1,2,1,0,0,0,100
