npc_id,item_id,note,min,max,chance
45377,40015,ブルー ポーション,1,1,10000
45377,40016,ウィズダム ポーション,1,1,10000
45377,40017,シアン ポーション,1,1,50000
45377,40018,強化 グリーン ポーション,1,1,10000
45377,40019,濃縮体力回復剤,1,1,10000
45377,40020,濃縮高級体力回復剤,1,1,10000
45377,40021,濃縮強力体力回復剤,1,1,10000
45377,40068,エルヴン ワッフル,1,1,10000
45377,40090,ブランク スクロール(Lv1),1,1,10000
45377,40091,ブランク スクロール(Lv2),1,1,10000
45377,40092,ブランク スクロール(Lv3),1,1,10000
45377,40093,ブランク スクロール(Lv4),1,1,10000
45377,40094,ブランク スクロール(Lv5),1,1,10000
45377,40306,エヴァの遺産,1,1,10000
45378,20140,古代のレザーアーマー,1,1,10000
45378,40007,エボニー ワンド,1,1,1000
45378,40010,レッド ポーション,1,1,300000
45378,40011,オレンジ ポーション,1,1,100000
45378,40012,クリアー ポーション,1,1,100000
45378,40013,グリーン ポーション,1,1,100000
45378,40014,ブレイブ ポーション,1,1,10000
45378,40015,ブルー ポーション,1,1,10000
45378,40016,ウィズダム ポーション,1,1,10000
45378,40017,シアン ポーション,1,1,50000
45378,40018,強化 グリーン ポーション,1,1,10000
45378,40019,濃縮体力回復剤,1,1,10000
45378,40020,濃縮高級体力回復剤,1,1,10000
45378,40021,濃縮強力体力回復剤,1,1,10000
45378,40068,エルヴン ワッフル,1,1,10000
45378,40089,復活スクロール,1,1,10000
45378,40090,ブランク スクロール(Lv1),1,1,10000
45378,40091,ブランク スクロール(Lv2),1,1,10000
45378,40092,ブランク スクロール(Lv3),1,1,10000
45378,40093,ブランク スクロール(Lv4),1,1,10000
45378,40094,ブランク スクロール(Lv5),1,1,10000
45378,40119,解呪スクロール,1,1,10000
45378,40126,確認 スクロール,1,1,10000
45378,40304,マーブルの遺産,1,1,10000
45379,122,ラスタバド スタッフ,1,1,5000
45379,20103,ラスタバド ローブ,1,1,5000
45379,40200,魔法書(バーサーカー),1,1,10000
45379,40211,魔法書(フォグ オブ スリーピング),1,1,10000
45379,40213,魔法書(イミューン トゥ ハーム),1,1,1000
45379,40217,魔法書(カウンター ディテクション),1,1,10000
45379,40219,魔法書(メテオ ストライク),1,1,100
45379,40221,魔法書(マス スロー),1,1,10000
45379,40224,魔法書(アドバンスド スピリッツ),1,1,100
45379,40271,闇精霊の水晶(バーニング スピリッツ),1,1,10000
45379,40272,闇精霊の水晶(シャドウ スリープ),1,1,10000
45379,40273,闇精霊の水晶(ベノム レジスト),1,1,10000
45379,40308,アデナ,217,353,1000000
45379,40427,ダークエルフの袋,1,1,50000
45379,49132,記憶の水晶(インサイト),1,1,1200
45380,20115,スプリント メイル,1,1,10000
45380,20227,メデューサ シールド,1,1,5000
45380,20229,リフレクション シールド,1,1,10000
45380,20254,魅力のアミュレット,1,1,5000
45380,40007,エボニー ワンド,1,1,1000
45380,40016,ウィズダム ポーション,1,1,50000
45380,40074,防具強化スクロール,1,1,10000
45380,40087,武器強化スクロール,1,1,10000
45380,40089,復活スクロール,1,1,50000
45380,40100,テレポート スクロール,1,1,50000
45380,40104,傲慢の塔11階テレポート スクロール,1,1,10000
45380,40119,解呪スクロール,1,1,50000
45380,40189,魔法書(キャンセレーション),1,1,10000
45380,40192,魔法書(ウィークネス),1,1,10000
45380,40201,魔法書(ディジーズ),1,1,10000
45380,40213,魔法書(イミューン トゥ ハーム),1,1,1000
45380,40220,魔法書(グレーター リザレクション),1,1,10000
45380,40275,闇精霊の水晶(ダブル ブレイク),1,1,10000
45380,49123,記憶の水晶(マインド ブレイク),1,1,700
45380,140074,防具強化スクロール,1,1,5000
45380,140087,武器強化スクロール,1,1,5000
45380,240074,防具強化スクロール,1,1,5000
45380,240087,武器強化スクロール,1,1,5000
45381,40014,ブレイブ ポーション,1,1,100000
45381,40044,ダイアモンド,1,1,10000
45381,40048,高級 ダイアモンド,1,1,10000
45381,40052,最高級 ダイアモンド,1,1,10000
45381,40074,防具強化スクロール,1,1,10000
45381,40087,武器強化スクロール,1,1,10000
45381,40092,ブランク スクロール(Lv3),1,1,10000
45381,40174,魔法書(スロー),1,1,10000
45381,40178,魔法書(カーズ パラライズ),1,1,10000
45381,40180,魔法書(グレーター ヒール),1,1,10000
45381,40182,魔法書(リムーブ カーズ),1,1,10000
45381,40189,魔法書(キャンセレーション),1,1,10000
45381,40190,魔法書(イラプション),1,1,10000
45381,40207,魔法書(アース クエイク),1,1,10000
45381,40237,精霊の水晶(リターン トゥ ネイチャー),1,1,10000
45381,40253,精霊の水晶(ウォーター ライフ),1,1,10000
45381,40255,精霊の水晶(ネイチャーズ ブレッシング),1,1,1000
45381,40306,エヴァの遺産,1,1,10000
45381,40308,アデナ,217,353,1000000
45381,40646,バシリスク ホーン,1,1,10000
45381,49267,バシリスクの卵,1,1,0
45382,40013,グリーン ポーション,1,1,50000
45382,40074,防具強化スクロール,1,1,10000
45382,40087,武器強化スクロール,1,1,10000
45382,40092,ブランク スクロール(Lv3),1,1,10000
45382,40093,ブランク スクロール(Lv4),1,1,10000
45382,40094,ブランク スクロール(Lv5),1,1,10000
45382,40306,エヴァの遺産,1,1,10000
45382,40307,サイハの遺産,1,1,10000
45382,40308,アデナ,217,353,1000000
45383,40013,グリーン ポーション,1,1,50000
45383,40074,防具強化スクロール,1,1,10000
45383,40087,武器強化スクロール,1,1,10000
45383,40092,ブランク スクロール(Lv3),1,1,10000
45383,40093,ブランク スクロール(Lv4),1,1,10000
45383,40094,ブランク スクロール(Lv5),1,1,10000
45383,40306,エヴァの遺産,1,1,10000
45383,40307,サイハの遺産,1,1,10000
45383,40308,アデナ,217,353,1000000
45384,40015,ブルー ポーション,1,1,100000
45384,40088,変身スクロール,1,1,100000
45384,40106,傲慢の塔31階テレポート スクロール,1,1,10000
45384,40119,解呪スクロール,1,1,100000
45384,40188,魔法書(ヘイスト),1,1,10000
45384,40191,魔法書(サン バースト),1,1,10000
45384,40203,魔法書(ファイアー ウォール),1,1,10000
45384,40305,ファアグリオの遺産,1,1,10000
45384,140074,防具強化スクロール,1,1,5000
45384,140087,武器強化スクロール,1,1,5000
45385,40167,古い皮袋,1,1,100000
45385,40168,古い絹袋,1,1,100000
45385,40415,遺物の袋,1,1,100000
45386,27,シミター,1,1,500
45386,20096,リング メイル,1,1,5000
45386,40016,ウィズダム ポーション,1,1,100000
45386,40093,ブランク スクロール(Lv4),1,1,50000
45386,40105,傲慢の塔21階テレポート スクロール,1,1,10000
45386,40260,精霊の水晶(ウィンド ショット),1,1,10000
45386,40262,精霊の水晶(ストーム アイ),1,1,10000
45386,40275,闇精霊の水晶(ダブル ブレイク),1,1,10000
45386,40444,ブラック ミスリルの原石,1,1,10000
45387,20141,古代のローブ,1,1,10000
45387,20142,古代のスケイルメイル,1,1,10000
45387,20207,ウォーター ブーツ,1,1,1000
45387,40007,エボニー ワンド,1,1,1000
45387,40010,レッド ポーション,1,1,300000
45387,40011,オレンジ ポーション,1,1,100000
45387,40012,クリアー ポーション,1,1,100000
45387,40013,グリーン ポーション,1,1,100000
45387,40014,ブレイブ ポーション,1,1,10000
45387,40015,ブルー ポーション,1,1,10000
45387,40016,ウィズダム ポーション,1,1,10000
45387,40017,シアン ポーション,1,1,50000
45387,40018,強化 グリーン ポーション,1,1,10000
45387,40019,濃縮体力回復剤,1,1,10000
45387,40020,濃縮高級体力回復剤,1,1,10000
45387,40021,濃縮強力体力回復剤,1,1,10000
45387,40068,エルヴン ワッフル,1,1,10000
45387,40089,復活スクロール,1,1,10000
45387,40090,ブランク スクロール(Lv1),1,1,10000
45387,40091,ブランク スクロール(Lv2),1,1,10000
45387,40092,ブランク スクロール(Lv3),1,1,10000
45387,40093,ブランク スクロール(Lv4),1,1,10000
45387,40094,ブランク スクロール(Lv5),1,1,10000
45387,40119,解呪スクロール,1,1,10000
45387,40126,確認 スクロール,1,1,10000
45387,40306,エヴァの遺産,1,1,10000
45387,40458,シャイニング スケイル,1,1,10000
45389,20008,マイナー ウィンドヘルム,1,1,10000
45389,20140,古代のレザーアーマー,1,1,10000
45389,20303,マジック レジスト リング,1,1,10000
45389,40007,エボニー ワンド,1,1,1000
45389,40010,レッド ポーション,1,1,300000
45389,40011,オレンジ ポーション,1,1,100000
45389,40012,クリアー ポーション,1,1,100000
45389,40013,グリーン ポーション,1,1,100000
45389,40014,ブレイブ ポーション,1,1,10000
45389,40015,ブルー ポーション,1,1,10000
45389,40016,ウィズダム ポーション,1,1,10000
45389,40017,シアン ポーション,1,1,50000
45389,40018,強化 グリーン ポーション,1,1,10000
45389,40019,濃縮体力回復剤,1,1,10000
45389,40020,濃縮高級体力回復剤,1,1,10000
45389,40021,濃縮強力体力回復剤,1,1,10000
45389,40068,エルヴン ワッフル,1,1,10000
45389,40089,復活スクロール,1,1,10000
45389,40090,ブランク スクロール(Lv1),1,1,10000
45389,40091,ブランク スクロール(Lv2),1,1,10000
45389,40092,ブランク スクロール(Lv3),1,1,10000
45389,40093,ブランク スクロール(Lv4),1,1,10000
45389,40094,ブランク スクロール(Lv5),1,1,10000
45389,40119,解呪スクロール,1,1,10000
45389,40126,確認 スクロール,1,1,10000
45389,40307,サイハの遺産,1,1,10000
45390,20142,古代のスケイルメイル,1,1,10000
45390,20303,マジック レジスト リング,1,1,10000
45390,40007,エボニー ワンド,1,1,1000
45390,40010,レッド ポーション,1,1,300000
45390,40011,オレンジ ポーション,1,1,100000
45390,40012,クリアー ポーション,1,1,100000
45390,40013,グリーン ポーション,1,1,100000
45390,40014,ブレイブ ポーション,1,1,10000
45390,40015,ブルー ポーション,1,1,10000
45390,40016,ウィズダム ポーション,1,1,10000
45390,40017,シアン ポーション,1,1,50000
45390,40018,強化 グリーン ポーション,1,1,10000
45390,40019,濃縮体力回復剤,1,1,10000
45390,40020,濃縮高級体力回復剤,1,1,10000
45390,40021,濃縮強力体力回復剤,1,1,10000
45390,40068,エルヴン ワッフル,1,1,10000
45390,40076,古代のスクロール,1,1,1000
45390,40089,復活スクロール,1,1,10000
45390,40090,ブランク スクロール(Lv1),1,1,10000
45390,40091,ブランク スクロール(Lv2),1,1,10000
45390,40092,ブランク スクロール(Lv3),1,1,10000
45390,40093,ブランク スクロール(Lv4),1,1,10000
45390,40094,ブランク スクロール(Lv5),1,1,10000
45390,40119,解呪スクロール,1,1,10000
45390,40126,確認 スクロール,1,1,10000
45390,40304,マーブルの遺産,1,1,10000
45390,49126,記憶の水晶(キューブ[クエイク]),1,1,1000
45391,40015,ブルー ポーション,1,3,50000
45391,40016,ウィズダム ポーション,1,3,50000
45391,40318,魔力の石,1,3,100000
45391,40443,ブラック ミスリル,1,1,5000
45391,40444,ブラック ミスリルの原石,1,1,50000
45391,40524,黒い血痕,1,1,10000
45391,40718,ブラッドクリスタルの欠片,1,1,50000
45391,49164,諜報報告文書,1,1,50000
45392,20141,古代のローブ,1,1,10000
45392,20280,マジック プロテクション リング,1,1,1000
45392,40007,エボニー ワンド,1,1,1000
45392,40010,レッド ポーション,1,1,300000
45392,40011,オレンジ ポーション,1,1,100000
45392,40012,クリアー ポーション,1,1,100000
45392,40013,グリーン ポーション,1,1,100000
45392,40014,ブレイブ ポーション,1,1,10000
45392,40015,ブルー ポーション,1,1,10000
45392,40016,ウィズダム ポーション,1,1,10000
45392,40017,シアン ポーション,1,1,50000
45392,40018,強化 グリーン ポーション,1,1,10000
45392,40019,濃縮体力回復剤,1,1,10000
45392,40020,濃縮高級体力回復剤,1,1,10000
45392,40021,濃縮強力体力回復剤,1,1,10000
45392,40068,エルヴン ワッフル,1,1,10000
45392,40089,復活スクロール,1,1,10000
45392,40090,ブランク スクロール(Lv1),1,1,10000
45392,40091,ブランク スクロール(Lv2),1,1,10000
45392,40092,ブランク スクロール(Lv3),1,1,10000
45392,40093,ブランク スクロール(Lv4),1,1,10000
45392,40094,ブランク スクロール(Lv5),1,1,10000
45392,40119,解呪スクロール,1,1,10000
45392,40126,確認 スクロール,1,1,10000
45392,40305,ファアグリオの遺産,1,1,10000
45392,40317,砥石,1,1,10000
45393,20210,ダーク ブーツ,1,1,10000
45393,20281,変身 コントロール リング,1,1,1000
45393,40015,ブルー ポーション,1,1,100000
45393,40016,ウィズダム ポーション,1,1,100000
45393,40093,ブランク スクロール(Lv4),1,1,10000
45393,40183,魔法書(コーン オブ コールド),1,1,10000
45393,40184,魔法書(マナ ドレイン),1,1,10000
45393,40186,魔法書(クリエイト ゾンビ),1,1,10000
45393,40195,魔法書(アイス ランス),1,1,10000
45393,40196,魔法書(サモン モンスター),1,1,5000
45393,40204,魔法書(ブリザード),1,1,10000
45393,40214,魔法書(マス テレポート),1,1,10000
45393,40237,精霊の水晶(リターン トゥ ネイチャー),1,1,10000
45393,40240,精霊の水晶(トリプル アロー),1,1,10000
45393,40254,精霊の水晶(ネイチャーズ タッチ),1,1,10000
45393,40275,闇精霊の水晶(ダブル ブレイク),1,1,10000
45393,40277,闇精霊の水晶(シャドウ ファング),1,1,10000
45393,49134,記憶の水晶(ジョイ オブ ペイン),1,1,200
45393,49136,記憶の水晶(キューブ[バランス]),1,1,100
45394,20210,ダーク ブーツ,1,1,10000
45394,20281,変身 コントロール リング,1,1,1000
45394,20288,テレポート コントロール リング,1,1,1000
45394,40093,ブランク スクロール(Lv4),1,1,10000
45394,40105,傲慢の塔21階テレポート スクロール,1,1,10000
45394,40183,魔法書(コーン オブ コールド),1,1,10000
45394,40186,魔法書(クリエイト ゾンビ),1,1,10000
45394,40195,魔法書(アイス ランス),1,1,10000
45394,40196,魔法書(サモン モンスター),1,1,5000
45394,40204,魔法書(ブリザード),1,1,10000
45394,40237,精霊の水晶(リターン トゥ ネイチャー),1,1,10000
45394,40254,精霊の水晶(ネイチャーズ タッチ),1,1,10000
45394,40275,闇精霊の水晶(ダブル ブレイク),1,1,10000
45394,40277,闇精霊の水晶(シャドウ ファング),1,1,10000
45394,49136,記憶の水晶(キューブ[バランス]),1,1,200
45397,10,ラスタバド ブレード,1,1,5000
45397,176,ラスタバド ボウ,1,1,5000
45397,20102,ラスタバド レザーアーマー,1,1,1000
45397,20199,ラスタバド ブーツ,1,1,5000
45397,40013,グリーン ポーション,1,1,100000
45397,40016,ウィズダム ポーション,1,1,50000
45397,40100,テレポート スクロール,1,1,100000
45397,40119,解呪スクロール,1,1,100000
45397,40308,アデナ,241,390,1000000
45397,40427,ダークエルフの袋,1,1,50000
45397,40444,ブラック ミスリルの原石,1,1,10000
45397,40524,黒い血痕,1,1,10000
45398,38,ラスタバド ロングソード,1,1,5000
45398,20102,ラスタバド レザーアーマー,1,1,1000
45398,20199,ラスタバド ブーツ,1,1,5000
45398,40013,グリーン ポーション,1,1,100000
45398,40016,ウィズダム ポーション,1,1,50000
45398,40074,防具強化スクロール,1,1,10000
45398,40087,武器強化スクロール,1,1,10000
45398,40100,テレポート スクロール,1,1,100000
45398,40119,解呪スクロール,1,1,100000
45398,40200,魔法書(バーサーカー),1,1,10000
45398,40266,闇精霊の水晶(エンチャント ベノム),1,1,10000
45398,40269,闇精霊の水晶(ドレス マイティー),1,1,10000
45398,40271,闇精霊の水晶(バーニング スピリッツ),1,1,10000
45398,40272,闇精霊の水晶(シャドウ スリープ),1,1,10000
45398,40308,アデナ,241,390,1000000
45398,40427,ダークエルフの袋,1,1,50000
45398,40444,ブラック ミスリルの原石,1,1,10000
45398,40524,黒い血痕,1,1,10000
45398,40899,鋼鉄の原石,1,1,5000
45399,20011,マジック ヘルム,1,1,10000
45399,40013,グリーン ポーション,1,1,300000
45399,40014,ブレイブ ポーション,1,1,100000
45399,40015,ブルー ポーション,1,1,100000
45399,40074,防具強化スクロール,1,1,10000
45399,40090,ブランク スクロール(Lv1),1,1,10000
45399,40091,ブランク スクロール(Lv2),1,1,10000
45399,40105,傲慢の塔21階テレポート スクロール,1,1,10000
45399,40171,魔法書(フィジカル エンチャント：DEX),1,1,10000
45399,40187,魔法書(フィジカル エンチャント：STR),1,1,10000
45399,40277,闇精霊の水晶(シャドウ ファング),1,1,10000
45400,40167,古い皮袋,1,1,100000
45400,40168,古い絹袋,1,1,100000
45400,40415,遺物の袋,1,1,100000
45401,20140,古代のレザーアーマー,1,1,10000
45401,20303,マジック レジスト リング,1,1,10000
45401,40007,エボニー ワンド,1,1,1000
45401,40010,レッド ポーション,1,1,300000
45401,40011,オレンジ ポーション,1,1,100000
45401,40012,クリアー ポーション,1,1,100000
45401,40013,グリーン ポーション,1,1,100000
45401,40014,ブレイブ ポーション,1,1,10000
45401,40015,ブルー ポーション,1,1,10000
45401,40016,ウィズダム ポーション,1,1,10000
45401,40017,シアン ポーション,1,1,50000
45401,40018,強化 グリーン ポーション,1,1,10000
45401,40019,濃縮体力回復剤,1,1,10000
45401,40020,濃縮高級体力回復剤,1,1,10000
45401,40021,濃縮強力体力回復剤,1,1,10000
45401,40068,エルヴン ワッフル,1,1,10000
45401,40089,復活スクロール,1,1,10000
45401,40090,ブランク スクロール(Lv1),1,1,10000
45401,40091,ブランク スクロール(Lv2),1,1,10000
45401,40092,ブランク スクロール(Lv3),1,1,10000
45401,40093,ブランク スクロール(Lv4),1,1,10000
45401,40094,ブランク スクロール(Lv5),1,1,10000
45401,40119,解呪スクロール,1,1,10000
45401,40126,確認 スクロール,1,1,10000
45401,49046,クモ脚の肉,1,1,0
45402,145,バーサーカー アックス,1,1,1000
45402,40013,グリーン ポーション,1,1,100000
45402,40018,強化 グリーン ポーション,1,1,100000
45402,40074,防具強化スクロール,1,1,10000
45402,40087,武器強化スクロール,1,1,10000
45402,40107,傲慢の塔41階テレポート スクロール,1,1,10000
45402,40187,魔法書(フィジカル エンチャント：STR),1,1,10000
45403,40011,オレンジ ポーション,1,1,100000
45403,40013,グリーン ポーション,1,1,100000
45403,40014,ブレイブ ポーション,1,1,100000
45403,40016,ウィズダム ポーション,1,1,100000
45403,40018,強化 グリーン ポーション,1,1,100000
45403,40074,防具強化スクロール,1,1,10000
45403,40107,傲慢の塔41階テレポート スクロール,1,1,10000
45403,40171,魔法書(フィジカル エンチャント：DEX),1,1,10000
45403,40191,魔法書(サン バースト),1,1,10000
45404,38,ラスタバド ロングソード,1,1,5000
45404,20102,ラスタバド レザーアーマー,1,1,1000
45404,20199,ラスタバド ブーツ,1,1,5000
45404,40010,レッド ポーション,1,1,100000
45404,40013,グリーン ポーション,1,1,100000
45404,40016,ウィズダム ポーション,1,1,50000
45404,40074,防具強化スクロール,1,1,10000
45404,40087,武器強化スクロール,1,1,10000
45404,40100,テレポート スクロール,1,1,100000
45404,40119,解呪スクロール,1,1,100000
45404,40200,魔法書(バーサーカー),1,1,10000
45404,40269,闇精霊の水晶(ドレス マイティー),1,1,10000
45404,40271,闇精霊の水晶(バーニング スピリッツ),1,1,10000
45404,40272,闇精霊の水晶(シャドウ スリープ),1,1,10000
45404,40432,ディアド スクロールの切れ端,1,1,50000
45404,40444,ブラック ミスリルの原石,1,1,10000
45404,40524,黒い血痕,1,1,10000
45404,40899,鋼鉄の原石,1,1,10000
45405,116,ブラック ウィザード スタッフ,1,1,5000
45405,20121,ブラック ウィザード ローブ,1,1,5000
45405,20257,ブラック ウィザード アミュレット,1,1,100
45405,40012,クリアー ポーション,1,1,50000
45405,40013,グリーン ポーション,1,1,100000
45405,40015,ブルー ポーション,1,1,50000
45405,40017,シアン ポーション,1,1,100000
45405,40427,ダークエルフの袋,1,1,50000
45405,40446,ブラック ウィザード リング,1,1,5000
45405,40490,黒精霊石,1,1,50000
45405,49133,記憶の水晶(パニック),1,1,200
45406,20032,ダーク ヘッドバンド,1,1,10000
45406,40015,ブルー ポーション,1,1,100000
45406,40016,ウィズダム ポーション,1,1,100000
45406,40087,武器強化スクロール,1,1,10000
45406,40105,傲慢の塔21階テレポート スクロール,1,1,10000
45406,40178,魔法書(カーズ パラライズ),1,1,10000
45406,40189,魔法書(キャンセレーション),1,1,10000
45406,40192,魔法書(ウィークネス),1,1,10000
45406,40201,魔法書(ディジーズ),1,1,10000
45406,40277,闇精霊の水晶(シャドウ ファング),1,1,10000
45406,40279,闇精霊の水晶(ドレス イベイジョン),1,1,10000
45406,40307,サイハの遺産,1,1,10000
45406,240087,武器強化スクロール,1,1,5000
45407,40007,エボニー ワンド,1,1,5000
45407,40010,レッド ポーション,1,1,300000
45407,40011,オレンジ ポーション,1,1,200000
45407,40012,クリアー ポーション,1,1,100000
45407,40013,グリーン ポーション,1,1,100000
45407,40014,ブレイブ ポーション,1,1,50000
45407,40016,ウィズダム ポーション,1,1,50000
45407,40017,シアン ポーション,1,1,300000
45407,40018,強化 グリーン ポーション,1,1,10000
45407,40019,濃縮体力回復剤,1,1,100000
45407,40020,濃縮高級体力回復剤,1,1,50000
45407,40021,濃縮強力体力回復剤,1,1,20000
45407,40090,ブランク スクロール(Lv1),1,1,100000
45407,40091,ブランク スクロール(Lv2),1,1,100000
45407,40092,ブランク スクロール(Lv3),1,1,100000
45407,40104,傲慢の塔11階テレポート スクロール,1,1,20000
45407,40119,解呪スクロール,1,1,50000
45407,40126,確認 スクロール,1,1,50000
45407,40397,キメラの皮：ドラゴン,1,1,100000
45407,40398,キメラの皮：ヤギ,1,1,100000
45407,40399,キメラの皮：ライオン,1,1,100000
45407,40400,キメラの皮：スネーク,1,1,100000
45407,49112,ドラゴンナイトの書板(モータル ボディ),1,1,5000
45407,49128,記憶の水晶(ファンタズム),1,1,3500
45408,40013,グリーン ポーション,1,1,100000
45408,40017,シアン ポーション,1,1,100000
45408,40018,強化 グリーン ポーション,1,1,50000
45408,40089,復活スクロール,1,1,50000
45408,40200,魔法書(バーサーカー),1,1,10000
45408,40215,魔法書(ファイアー ストーム),1,1,10000
45408,40256,精霊の水晶(ファイアー ウェポン),1,1,10000
45408,40257,精霊の水晶(ファイアー ブレス),1,1,10000
45408,40305,ファアグリオの遺産,1,1,10000
45408,40308,アデナ,253,410,1000000
45408,40472,ケルベロスの毛,1,1,50000
45409,40012,クリアー ポーション,1,1,100000
45409,40015,ブルー ポーション,1,1,100000
45409,40016,ウィズダム ポーション,1,1,100000
45409,40018,強化 グリーン ポーション,1,1,10000
45409,40105,傲慢の塔21階テレポート スクロール,1,1,10000
45409,40119,解呪スクロール,1,1,100000
45409,40307,サイハの遺産,1,1,10000
45409,49134,記憶の水晶(ジョイ オブ ペイン),1,1,500
45409,140100,テレポート スクロール,1,1,100000
45411,10,ラスタバド ブレード,1,1,5000
45411,188,ラスタバド ヘビークロスボウ,1,1,5000
45411,40013,グリーン ポーション,1,1,100000
45411,40015,ブルー ポーション,1,1,100000
45411,40074,防具強化スクロール,1,1,10000
45411,40087,武器強化スクロール,1,1,10000
45411,40100,テレポート スクロール,1,1,100000
45411,40119,解呪スクロール,1,1,100000
45411,40197,魔法書(ホーリー ウォーク),1,1,5000
45411,40266,闇精霊の水晶(エンチャント ベノム),1,1,10000
45411,40271,闇精霊の水晶(バーニング スピリッツ),1,1,10000
45411,40273,闇精霊の水晶(ベノム レジスト),1,1,10000
45411,40432,ディアド スクロールの切れ端,1,1,50000
45411,40444,ブラック ミスリルの原石,1,1,10000
45411,40524,黒い血痕,1,1,10000
45411,40899,鋼鉄の原石,1,1,10000
45412,101,ラスタバド スピアー,1,1,5000
45412,20104,ラスタバド スタデッドレザーアーマー,1,1,5000
45412,20224,ラスタバド ラウンドシールド,1,1,500
45412,40010,レッド ポーション,1,1,100000
45412,40011,オレンジ ポーション,1,1,100000
45412,40013,グリーン ポーション,1,1,100000
45412,40014,ブレイブ ポーション,1,1,100000
45412,40016,ウィズダム ポーション,1,1,100000
45412,40074,防具強化スクロール,1,1,10000
45412,40087,武器強化スクロール,1,1,10000
45412,40100,テレポート スクロール,1,1,100000
45412,40119,解呪スクロール,1,1,100000
45412,40267,闇精霊の水晶(シャドウ アーマー),1,1,10000
45412,40271,闇精霊の水晶(バーニング スピリッツ),1,1,10000
45412,40277,闇精霊の水晶(シャドウ ファング),1,1,10000
45412,40432,ディアド スクロールの切れ端,1,1,50000
45412,40444,ブラック ミスリルの原石,1,1,10000
45412,40524,黒い血痕,1,1,10000
45412,40899,鋼鉄の原石,1,1,10000
45413,40630,ディエゴの古い日記,1,1,1000000
45414,20053,ウルフスキン クローク,1,1,3000
45414,40013,グリーン ポーション,1,1,100000
45414,40014,ブレイブ ポーション,1,1,100000
45414,40074,防具強化スクロール,1,1,10000
45414,40087,武器強化スクロール,1,1,10000
45414,40100,テレポート スクロール,1,1,100000
45414,40119,解呪スクロール,1,1,100000
45414,40266,闇精霊の水晶(エンチャント ベノム),1,1,10000
45414,40267,闇精霊の水晶(シャドウ アーマー),1,1,10000
45414,40271,闇精霊の水晶(バーニング スピリッツ),1,1,10000
45414,40273,闇精霊の水晶(ベノム レジスト),1,1,10000
45414,40274,闇精霊の水晶(ドレス デクスタリティー),1,1,10000
45414,40275,闇精霊の水晶(ダブル ブレイク),1,1,10000
45414,40308,アデナ,265,429,1000000
45414,40427,ダークエルフの袋,1,1,50000
45414,40454,ビースト リング,1,1,5000
45415,82,ラスタバド デュアルブレード,1,1,5000
45415,20105,ラスタバド チェーンメイル,1,1,5000
45415,40013,グリーン ポーション,1,1,50000
45415,40016,ウィズダム ポーション,1,1,50000
45415,40074,防具強化スクロール,1,1,10000
45415,40087,武器強化スクロール,1,1,10000
45415,40119,解呪スクロール,1,1,50000
45415,40219,魔法書(メテオ ストライク),1,1,100
45415,40267,闇精霊の水晶(シャドウ アーマー),1,1,10000
45415,40271,闇精霊の水晶(バーニング スピリッツ),1,1,10000
45415,40273,闇精霊の水晶(ベノム レジスト),1,1,10000
45415,40275,闇精霊の水晶(ダブル ブレイク),1,1,10000
45415,40277,闇精霊の水晶(シャドウ ファング),1,1,10000
45415,40308,アデナ,265,429,1000000
45415,40429,大空洞スクロールの切れ端,1,1,50000
45415,40444,ブラック ミスリルの原石,1,1,10000
45415,40524,黒い血痕,1,1,10000
45415,40899,鋼鉄の原石,1,1,10000
45415,140100,テレポート スクロール,1,1,50000
45416,8,ミスリル ダガー,1,1,5000
45416,9,オリハルコン ダガー,1,1,1000
45416,20177,アース グローブ,1,1,5000
45416,40013,グリーン ポーション,1,1,100000
45416,40044,ダイアモンド,1,1,10000
45416,40045,ルビー,1,1,10000
45416,40046,サファイア,1,1,10000
45416,40047,エメラルド,1,1,10000
45416,40048,高級 ダイアモンド,1,1,5000
45416,40049,高級 ルビー,1,1,5000
45416,40050,高級 サファイア,1,1,5000
45416,40051,高級 エメラルド,1,1,5000
45416,40216,魔法書(ディケイ ポーション),1,1,5000
45416,40249,精霊の水晶(アース バインド),1,1,1000
45416,40252,精霊の水晶(エキゾチック バイタライズ),1,1,10000
45416,40304,マーブルの遺産,1,1,10000
45416,40308,アデナ,265,429,1000000
45416,49161,精霊のささやき,1,1,100000
45417,40167,古い皮袋,1,1,100000
45417,40168,古い絹袋,1,1,100000
45417,40415,遺物の袋,1,1,100000
45418,8,ミスリル ダガー,1,1,5000
45418,9,オリハルコン ダガー,1,1,1000
45418,20189,ウィンド グローブ,1,1,5000
45418,40013,グリーン ポーション,1,1,100000
45418,40044,ダイアモンド,1,1,10000
45418,40045,ルビー,1,1,10000
45418,40046,サファイア,1,1,10000
45418,40047,エメラルド,1,1,10000
45418,40048,高級 ダイアモンド,1,1,5000
45418,40049,高級 ルビー,1,1,5000
45418,40050,高級 サファイア,1,1,5000
45418,40051,高級 エメラルド,1,1,5000
45418,40216,魔法書(ディケイ ポーション),1,1,5000
45418,40240,精霊の水晶(トリプル アロー),1,1,10000
45418,40264,精霊の水晶(ウィンド シャックル),1,1,10000
45418,40307,サイハの遺産,1,1,10000
45418,40308,アデナ,265,429,1000000
45418,49161,精霊のささやき,1,1,100000
45419,8,ミスリル ダガー,1,1,5000
45419,9,オリハルコン ダガー,1,1,1000
