id,npc_id,note,count,loc_x,loc_y,random_x,random_y,heading,respawn_delay,map_id,movement_distance
60809,70082,雑貨商人^ブリット,1,33641,33286,0,0,6,0,4,100
60810,70090,雑貨商人^チキー,1,32649,33020,0,0,6,0,70,0
60811,70091,雑貨商人^ティロン,1,32634,32682,0,0,6,0,70,0
60812,70063,雑貨商人^ビウス,1,34065,32289,0,0,4,0,4,100
60813,70059,ディコ,1,34257,32287,0,0,5,0,4,100
60814,70067,商人^パゴル,1,32790,32817,0,0,7,0,75,0
60815,70052,地図商人^メリサ,1,33999,33141,0,0,4,0,4,100
60816,70049,商人^ローゼン,1,34003,33248,0,0,6,0,4,100
60817,70048,雑貨商人^ラオン,1,34152,33124,0,0,4,0,4,100
60818,70051,雑貨商人^マグス,1,34137,33406,0,0,4,0,4,100
60819,70057,ポーション商人^キャサリン,1,34126,33149,0,0,6,0,4,100
60820,70010,オーク商人^バルシム,1,32632,32952,0,0,4,0,0,0
60821,70017,オリム,1,32814,32803,0,0,6,0,13,0
60822,70021,雑貨商人^ロッテ,1,32596,32743,0,0,4,0,4,100
60823,70018,雑貨商人^イソーリア,1,33065,32733,0,0,4,0,4,100
60824,70072,雑貨商人^エルミナ,1,32632,33194,0,0,4,0,4,100
60825,70071,雑貨商人^アシュール,1,32866,33250,0,0,5,0,4,100
60826,70079,雑貨商人^ジャクソン,1,32752,32432,0,0,5,0,4,100
60827,70045,雑貨商人^ベリー,1,33739,32492,0,0,4,0,4,100
60828,70025,オーク商人^パシム,1,32634,32813,0,0,6,0,4,100
60829,70081,商人^ブアック,1,32799,32896,0,0,4,0,63,0
60830,70088,雑貨商人^スクワティ,1,32870,32893,0,0,6,0,304,0
60831,70002,ポーション商人^サシャ,0,0,0,0,0,0,0,57,0
60832,70006,ポーション商人^キリス,0,0,0,0,0,0,0,58,0
60833,70092,雑貨商人^エマエルト,0,32986,32861,0,0,4,0,320,0
60834,70093,雑貨商人^カルプ,1,32788,32806,0,0,4,0,310,0
60835,70097,雑貨商人^ポニー,1,32424,33032,0,0,4,0,440,0
60836,70098,密売人^ポポ,1,32848,32991,0,0,7,0,410,0
60901,70073,武器商人^グレン,1,33096,33402,0,0,4,0,4,100
60902,70039,武器商人^ワーナー,1,33398,32669,0,0,6,0,4,100
60903,70083,武器防具商人^シバン,1,33624,33283,0,0,4,0,4,100
60904,70061,武器防具商人^マンドラ,1,34068,32295,0,0,6,0,4,100
60905,70047,武器商人^デフマン,1,34006,33110,0,0,4,0,4,100
60906,70024,武器防具商人^ケティ,1,32637,32783,0,0,4,0,4,100
60907,70016,武器防具商人^アンディン,1,33070,32754,0,0,4,0,4,100
60908,70044,武器防具商人^ラルフ,1,33717,32517,0,0,4,0,4,100
60909,70032,武器防具商人^バージル,1,33436,32751,0,0,6,0,4,100
60910,70058,防具商人^フェガ,1,34152,33103,0,0,4,0,4,100
60911,70026,ハンター^デレック,1,33496,32777,0,0,4,0,4,100
60912,70095,武器防具商人^デュロン,1,32433,33032,0,0,6,0,440,0
60931,70062,魔法伝授者^バリエス,1,32793,32811,0,0,6,0,76,0
60932,70066,魔法伝授者^クリスト,1,32769,32852,0,0,2,0,76,0
60933,70080,魔法伝授者^ホルン,1,32730,32788,0,0,4,0,16,0
60934,70003,魔法伝授者^シリス,1,32825,32721,0,0,5,0,68,0
60935,70060,水晶商人^リンダ,1,32791,32818,0,0,4,0,75,0
60936,70087,魔法伝授者^セディア,1,32878,32904,0,0,4,0,304,0
60951,70007,花火商人^ティーナ,1,32656,32864,0,0,5,0,69,0
60952,70001,花火商人^ローズ,1,32807,32735,0,0,2,0,68,0
60953,70036,花火商人^ステラ,1,33476,32734,0,0,6,0,4,100
60954,70085,花火商人^オールド,1,33618,33238,0,0,6,0,4,100
60955,70050,花火商人^ルキー,1,33953,33361,0,0,6,0,4,100
60957,70015,花火商人^アリエ,1,33057,32768,0,0,6,0,4,100
60958,70069,花火商人^モモ,1,32623,33201,0,0,6,0,4,100
60959,70078,花火商人^オキム,1,32738,32448,0,0,6,0,4,100
60960,70046,花火商人^ジン,1,33716,32498,0,0,6,0,4,100
60981,70068,武器防具商人^フランコ,1,34017,32262,0,0,6,0,4,100
60982,70020,武器防具商人^ロルコ,1,32635,32774,0,0,6,0,4,100
60983,70056,武器防具商人^ゾード,1,33969,32959,0,0,5,0,4,100
60991,70086,船着場管理人^イスバール,1,33446,33476,0,0,6,0,4,100
60992,70089,船着場管理人^アブリション,1,32932,33046,0,0,6,0,70,0
60993,70011,船着場管理人,1,32634,32969,0,0,6,0,0,0
60994,70022,船着場管理人,1,32560,32723,0,0,4,0,4,100
60995,70094,船着場管理人^デュラン,1,32753,32860,0,0,6,0,445,0
61001,70027,宝石商^ディオ,1,33453,32805,0,0,6,0,4,100
61002,70043,レザー販売人^フィリップ,1,33451,32756,0,0,6,0,4,100
61003,70038,布商人^エバート,1,33416,32771,0,0,4,0,4,100
61004,70055,ペット商人^エイシヌ,1,33941,33188,0,0,4,0,4,100
61005,70053,料理の材料商人^シャル,1,34022,33112,0,0,4,0,4,100
61006,70077,ペット商人^ロドニー,1,32798,32419,0,0,6,0,4,100
61007,70029,料理の材料商人^マーガレット,1,33451,32751,0,0,6,0,4,100
61008,70040,木こり^ジェイソン,1,33452,32764,0,0,6,0,4,100
61009,70042,チケット商人^ポーリー,1,33528,32873,0,0,4,0,4,100
61010,70035,チケット商人^セシル,1,33525,32851,0,0,4,0,4,100
61011,70041,チケット商人^パーキン,1,33516,32857,0,0,6,0,4,100
61121,70019,宿屋の主人^ロリア,1,32627,32758,0,0,4,0,4,100
61122,70012,宿屋の主人^セレナ,1,32596,32929,0,0,4,0,0,0
61123,70054,宿屋の主人^スビン,1,33988,33311,0,0,5,0,4,100
61124,70084,宿屋の主人^エリー,1,33599,33273,0,0,4,0,4,100
61125,70070,宿屋の主人^ベリッサ,1,32618,33166,0,0,4,0,4,100
61126,70075,宿屋の主人^ミランダ,1,33106,33377,0,0,4,0,4,100
61127,70031,宿屋の主人^モーリ,1,33431,32785,0,0,4,0,4,100
61128,70065,宿屋の主人^エンケ,1,34062,32252,0,0,4,0,4,100
61129,70096,宿屋の主人^ミーレ,1,32448,33045,0,0,4,0,440,0
61130,50081,探査員の助手,1,32852,32798,0,0,5,0,480,0
61131,71264,スクロール商人^シャイレン,1,34022,33106,0,0,4,0,4,100
61132,80181,追加倉庫^バザール,1,32577,32948,0,0,5,0,4,0
61133,80182,追加倉庫^バダール,1,32617,32799,0,0,5,0,4,0
61134,80183,追加倉庫^バゴール,1,33435,32814,0,0,5,0,4,0
61135,80184,追加倉庫^バサール,1,34084,33142,0,0,5,0,4,0
61136,80185,追加倉庫^バマール,1,34053,32286,0,0,5,0,4,0
61137,80186,追加倉庫^バノール,1,32611,33185,0,0,5,0,4,0
61138,80187,追加倉庫^バオール,1,33722,32489,0,0,5,0,4,0
61139,80188,追加倉庫^バホール,1,33080,33396,0,0,5,0,4,0
61140,80189,追加倉庫^バカール,1,33074,32800,0,0,5,0,4,0
61141,80190,追加倉庫^バトール,1,33602,33236,0,0,5,0,4,0
61142,80191,追加倉庫^バチャール,1,32748,32446,0,0,5,0,4,0
87191,70642,鍛冶屋^ヘクター,1,33471,32775,0,0,4,0,4,100
87193,70526,進化の実製作師^レイダース,1,32593,32931,0,0,4,0,0,0
87194,70722,アイテム製作師^パルツ,1,34018,33112,0,0,4,0,4,100
87195,70676,アイテム製作師^リュミエール,1,34122,33148,0,0,5,0,4,100
87196,70841,調理師^ルーディエル,1,33035,32325,0,0,5,0,4,100
87197,70837,アイテム製作師^ナルエン,1,33070,32337,0,0,4,0,4,100
87198,70872,神官^エブロール,1,32741,32814,0,0,6,0,62,0
87202,70805,レザー細工職人^ジュリー,1,33112,33357,0,0,4,0,4,100
87203,70807,アイテム製作師^フィン,1,33071,33383,0,0,4,0,4,100
87204,70804,骨細工職人^ジョエル,1,33089,33355,0,0,4,0,4,100
87205,70034,レザー細工職人^ビンセント,1,33480,32777,0,0,4,0,4,100
87206,70598,錬金術師^モーリア,1,33405,32834,0,0,4,0,4,100
87207,70852,森の守護者^フェアリー クイーン,1,33157,32276,0,0,5,0,4,100
87208,70838,アイテム製作師^ネルファ,1,32741,32787,0,0,5,0,17,0
87209,70846,森の守護者^アラクネ,1,33139,32262,0,0,5,0,4,100
87210,70846,森の守護者^アラクネ,1,33113,32241,0,0,5,0,4,100
87211,70846,森の守護者^アラクネ,1,33086,32229,0,0,5,0,4,100
87212,70846,森の守護者^アラクネ,1,33063,32232,0,0,5,0,4,100
87213,70846,森の守護者^アラクネ,1,33057,32266,0,0,5,0,4,100
87214,70846,森の守護者^アラクネ,1,33087,32297,0,0,5,0,4,100
87215,70846,森の守護者^アラクネ,1,33098,32354,0,0,5,0,4,100
87216,70846,森の守護者^アラクネ,1,33110,32386,0,0,5,0,4,100
87217,70846,森の守護者^アラクネ,1,33086,32400,0,0,5,0,4,100
87218,70846,森の守護者^アラクネ,1,33053,32389,0,0,5,0,4,100
87219,70850,森の守護者^パン,1,33009,32403,0,0,5,0,4,100
87220,70850,森の守護者^パン,1,32987,32378,0,0,5,0,4,100
87221,70850,森の守護者^パン,1,32971,32350,0,0,5,0,4,100
87222,70850,森の守護者^パン,1,33004,32327,0,0,5,0,4,100
87223,70850,森の守護者^パン,1,33031,32306,0,0,5,0,4,100
87224,70850,森の守護者^パン,1,33014,32273,0,0,5,0,4,100
87225,70850,森の守護者^パン,1,33042,32263,0,0,5,0,4,100
87226,70850,森の守護者^パン,1,33070,32262,0,0,5,0,4,100
87227,70850,森の守護者^パン,1,33103,32294,0,0,5,0,4,100
87228,70850,森の守護者^パン,1,33155,32328,0,0,5,0,4,100
87229,70641,裁断師^ハーバート,1,33503,32777,0,0,4,0,4,100
87230,70690,アイテム製作師^バミュト,1,33976,33166,0,0,4,0,4,100
87231,70671,ペットアイテム製作師^ノセ,1,33918,33174,0,0,4,0,4,100
87232,70851,森の守護者^フェアリー,1,33158,32276,0,0,5,0,4,100
87233,70851,森の守護者^フェアリー,1,33155,32276,0,0,5,0,4,100
87234,70851,森の守護者^フェアリー,1,33156,32277,0,0,5,0,4,100
87235,70851,森の守護者^フェアリー,1,33156,32274,0,0,5,0,4,100
87236,70851,森の守護者^フェアリー,1,33144,32343,0,0,5,0,4,100
87237,70851,森の守護者^フェアリー,1,33121,32376,0,0,5,0,4,100
87238,70851,森の守護者^フェアリー,1,33099,32369,0,0,5,0,4,100
87239,70851,森の守護者^フェアリー,1,33073,32374,0,0,5,0,4,100
87240,70851,森の守護者^フェアリー,1,33032,32422,0,0,5,0,4,100
87241,70851,森の守護者^フェアリー,1,33003,32414,0,0,5,0,4,100
87242,70851,森の守護者^フェアリー,1,32984,32386,0,0,5,0,4,100
87243,70851,森の守護者^フェアリー,1,32964,32351,0,0,5,0,4,100
87244,70851,森の守護者^フェアリー,1,33020,32299,0,0,5,0,4,100
87245,70851,森の守護者^フェアリー,1,33072,32246,0,0,5,0,4,100
87246,70904,鍛冶屋^クプ,1,32830,32971,0,0,5,0,304,0
87247,70762,アイテム製作師^カリフ,1,33701,32512,0,0,6,0,4,0
87248,70662,アイテム製作師^イベルビン,1,32814,32854,0,0,5,0,66,0
87301,70517,鍛冶屋^クス,1,32712,32865,0,0,4,0,69,0
87303,70771,鍛治屋^ランディス,1,32644,33369,0,0,5,0,4,100
87304,70507,鍛冶屋^リオン,1,32738,32759,0,0,4,0,68,0
87341,70683,モンテス,0,33926,33352,0,0,4,0,4,100
87342,70847,地図製作師^エスト,1,33079,32338,0,0,4,0,4,100
87343,70840,アイテム製作師^ロビンフッド,1,33060,32311,0,0,5,0,4,100
87344,70568,印章交換人^ユノ,1,32617,32722,0,0,5,0,4,100
87345,70707,エノ,1,32821,32911,0,0,6,0,320,100
87346,70674,レオナ,1,34073,33147,0,0,4,0,4,100
87347,70519,ペリア,1,32673,32840,0,0,4,0,69,0
87348,70607,アイテム製作師^サッルシャー,1,33403,32833,0,0,5,0,4,100
87349,70506,ルバー,1,32777,32779,0,0,5,0,68,0
87350,70518,ティーオ,1,32715,32883,0,0,5,0,69,0
87351,70908,ピアス,1,32859,32879,0,0,5,0,304,0
87352,70605,アイテム製作師^ブレーズ,1,33538,32847,0,0,4,0,4,100
87353,46285,錬金術師^シャリルエン,1,33072,33395,0,0,5,0,4,100
87354,46281,錬金術師^ドーリスト,1,33429,32812,0,0,5,0,4,100
87355,46286,錬金術師^プヘス,1,33603,33240,0,0,5,0,4,100
87356,46282,錬金術師^リオスト,1,34056,32291,0,0,5,0,4,100
87357,70520,魔法の触媒^錬金術師,1,33926,33342,0,0,4,0,4,100
87359,46283,錬金術師^レオルビン,1,32611,32735,0,0,5,0,4,100
87360,46287,錬金術師^フラメス,1,33057,32782,0,0,4,0,4,100
87361,46284,錬金術師^セットン,1,32615,33174,0,0,5,0,4,100
87362,46288,錬金術師^アルヘルス,1,32754,32437,0,0,6,0,4,100
87363,46289,錬金術師^ルバルモン,1,33723,32483,0,0,4,0,4,100
87364,70811,ライラ,1,32746,32427,0,0,4,0,4,100
87365,70520,魔法の触媒^錬金術師,1,32429,33037,0,0,4,0,440,0
87366,71113,魔法の触媒^錬金術師,1,32988,32982,0,0,6,0,400,0
87367,71114,魔法の触媒^錬金術師,1,32574,32686,0,0,6,0,400,0
87368,71256,アイテム製作師^ロビンフッド,1,33031,32344,0,0,5,0,4,100
87369,71257,神官^ジブリル,1,32740,32800,0,0,5,0,62,100
87370,71258,マルバ,1,33052,32312,0,0,5,0,4,100
87371,71259,アラス,1,32941,32285,0,0,5,0,4,100
87401,70848,森の守護者^エント,1,33121,32236,0,0,5,0,4,100
87402,70848,森の守護者^エント,1,33140,32253,0,0,5,0,4,100
87403,70848,森の守護者^エント,1,33168,32286,0,0,5,0,4,100
87404,70848,森の守護者^エント,1,33152,32312,0,0,5,0,4,100
87405,70848,森の守護者^エント,1,33128,32336,0,0,5,0,4,100
87406,70848,森の守護者^エント,1,33103,32349,0,0,5,0,4,100
87407,70848,森の守護者^エント,1,33118,32368,0,0,5,0,4,100
87408,70848,森の守護者^エント,1,33088,32375,0,0,5,0,4,100
87409,70848,森の守護者^エント,1,33066,32414,0,0,5,0,4,100
87410,70848,森の守護者^エント,1,33044,32423,0,0,5,0,4,100
87411,70848,森の守護者^エント,1,33018,32424,0,0,5,0,4,100
87412,70848,森の守護者^エント,1,33002,32428,0,0,5,0,4,100
87413,70848,森の守護者^エント,1,32984,32416,0,0,5,0,4,100
87414,70848,森の守護者^エント,1,32968,32418,0,0,5,0,4,100
87415,70848,森の守護者^エント,1,32959,32405,0,0,5,0,4,100
87416,70848,森の守護者^エント,1,32941,32375,0,0,5,0,4,100
87417,70848,森の守護者^エント,1,32953,32349,0,0,5,0,4,100
87418,70848,森の守護者^エント,1,32979,32313,0,0,5,0,4,100
87419,70848,森の守護者^エント,1,32999,32289,0,0,5,0,4,100
87420,70848,森の守護者^エント,1,33026,32306,0,0,5,0,4,100
87501,70531,ゼム,1,32589,32928,0,0,6,0,0,0
87502,70009,魔法伝授者^ゲレン,1,32593,32957,0,0,6,0,0,0
87503,70763,タラス,1,32769,32796,0,0,4,0,77,0
87504,81105,神秘の岩,1,33780,33278,0,0,5,0,4,100
87505,70798,リッキー,1,33127,33366,0,0,4,0,4,100
87506,70802,鍛冶屋^アノン,1,33068,33382,0,0,4,0,4,100
87507,70775,マーク,1,32861,33246,0,0,5,0,4,100
87508,70522,グンター,1,32670,32789,0,0,4,0,3,0
87509,70794,ゲラド,1,33098,33352,0,0,4,0,4,100
87510,70555,ジム,1,32746,32807,0,0,6,0,237,0
87511,70653,マシャー,1,33718,32488,0,0,4,0,4,100
87512,70715,ジーム,1,34260,33341,0,0,6,0,4,100
87513,70711,ジャイアント エルダー,1,34242,33403,0,0,4,0,4,100
87514,70711,ジャイアント エルダー,0,34238,33406,0,0,5,0,4,100
87515,70740,ディカルデン ソルジャー,1,34043,32234,0,0,5,0,4,100
87516,70554,ゼロ,1,33048,32755,0,0,4,0,4,100
87517,70783,アリア,1,32647,33204,0,0,5,0,4,100
87518,70782,サーチアント,1,32775,32728,0,0,5,0,45,0
87519,70779,ゲートアント,1,32740,32730,0,0,5,0,45,0
87520,70545,リチャード,1,33079,32764,0,0,4,0,4,100
87521,70776,メグ,1,32646,33217,0,0,6,0,4,100
87522,70751,テレポーター^ブラッド,1,34071,32312,0,0,6,0,4,0
87524,70826,オス,1,32745,32452,0,0,5,0,4,100
87525,70844,森とエルフの母,1,33054,32337,0,0,5,0,4,100
87526,70724,ヘイト,1,33975,32930,0,0,5,0,4,100
87528,70885,カーン,1,32803,32895,0,0,5,0,304,0
87529,70892,ロンドゥ,1,32862,32891,0,0,5,0,304,0
87530,70895,ブルディカ,1,32743,32797,0,0,5,0,305,0
87531,70744,ロジェ,1,34036,32259,0,0,4,0,4,100
87532,70824,アサシン マスターの追従者,1,32929,32276,0,0,5,0,4,100
87533,70906,キマ,1,32908,32947,0,0,5,0,304,0
87534,70906,キマ,1,33158,32314,0,0,5,0,4,100
87535,70906,キマ,1,32856,32935,0,0,5,0,4,100
87536,70739,ディカルデン,1,32765,32796,0,0,4,0,77,0
87537,50114,象牙の塔ウィザード^チコ,1,32872,32508,0,0,5,0,4,100
87538,50124,象牙の塔ウィザード^フォリカン,1,33713,32491,0,0,6,0,4,100
87539,50121,象牙の塔ウィザード^ホーニン,1,32754,32443,0,0,5,0,4,100
87540,50119,象牙の塔ウィザード^オシーリア,1,32615,33194,0,0,6,0,4,100
87541,50117,象牙の塔ウィザード^シリア,1,33069,32790,0,0,5,0,4,100
87542,50111,案内人^リリー,0,32583,32935,0,0,6,0,0,0
87543,50126,象牙の塔ウィザード^ジェリック,1,33975,33241,0,0,4,0,4,100
87544,50120,象牙の塔ウィザード^ホップ,1,33100,33374,0,0,6,0,4,100
87545,50123,象牙の塔ウィザード^ガリオン,1,33619,33247,0,0,5,0,4,100
87546,50112,象牙の塔のウィザード^セリアン,1,32788,32785,0,0,4,0,68,0
87547,50113,象牙の塔のウィザード^レックマン,1,32716,32865,0,0,5,0,69,0
87548,50122,象牙の塔ウィザード^ターク,0,0,0,0,0,6,0,4,100
87549,50116,象牙の塔ウィザード^ギオン,1,32610,32726,0,0,6,0,4,100
87550,50125,象牙の塔ウィザード^ギルバート,1,34053,32271,0,0,5,0,4,100
87551,50115,象牙の塔ウィザード^ザルマン,1,32853,32899,0,0,6,0,304,0
87552,70099,クーパー,1,32600,32920,0,0,6,0,0,0
87553,70100,レンゴ,1,32575,32946,25,25,0,90,0,0
87555,70102,ジュディス,1,32575,32946,25,25,0,90,0,0
87556,70529,モナ,1,32575,32946,25,25,0,90,0,0
87655,70739,ディカルデン,1,32705,32890,0,0,5,0,89,0
87656,70739,ディカルデン,1,32702,32890,0,0,5,0,89,0
87657,70739,ディカルデン,1,32699,32890,0,0,5,0,89,0
87658,70739,ディカルデン,1,32696,32890,0,0,5,0,89,0
87659,70739,ディカルデン,1,32693,32890,0,0,5,0,89,0
87670,70739,ディカルデン,1,32705,32893,0,0,5,0,89,0
87671,70739,ディカルデン,1,32702,32893,0,0,5,0,89,0
87672,70739,ディカルデン,1,32699,32893,0,0,5,0,89,0
87673,70739,ディカルデン,1,32696,32893,0,0,5,0,89,0
87674,70739,ディカルデン,1,32693,32893,0,0,5,0,89,0
87675,70739,ディカルデン,1,32705,32896,0,0,5,0,89,0
87676,70739,ディカルデン,1,32702,32896,0,0,5,0,89,0
87677,70739,ディカルデン,1,32699,32896,0,0,5,0,89,0
87678,70739,ディカルデン,1,32696,32896,0,0,5,0,89,0
87679,70739,ディカルデン,1,32693,32896,0,0,5,0,89,0
87680,70739,ディカルデン,1,32705,32899,0,0,5,0,89,0
87681,70739,ディカルデン,1,32702,32899,0,0,5,0,89,0
87682,70739,ディカルデン,1,32699,32899,0,0,5,0,89,0
87683,70739,ディカルデン,1,32696,32899,0,0,5,0,89,0
87684,70739,ディカルデン,1,32693,32899,0,0,5,0,89,0
87685,70739,ディカルデン,1,32705,32902,0,0,5,0,89,0
87686,70739,ディカルデン,1,32702,32902,0,0,5,0,89,0
87687,70739,ディカルデン,1,32699,32902,0,0,5,0,89,0
87688,70739,ディカルデン,1,32696,32902,0,0,5,0,89,0
87689,70739,ディカルデン,1,32693,32902,0,0,5,0,89,0
87785,70514,専門家^ヘイスト師,1,32677,32862,0,0,5,0,69,0
87786,70512,専門家^治療師,1,32728,32866,0,0,5,0,69,0
87787,70512,専門家^治療師,1,32733,32888,0,0,5,0,69,0
87788,70512,専門家^治療師,1,32667,32890,0,0,5,0,69,0
87789,70512,専門家^治療師,1,32645,32856,0,0,5,0,69,0
87790,70512,専門家^治療師,1,32665,32839,0,0,5,0,69,0
87791,70514,専門家^ヘイスト師,1,32814,32744,0,0,5,0,68,0
87792,70512,専門家^治療師,1,32731,32767,0,0,5,0,68,0
87793,70512,専門家^治療師,1,32782,32755,0,0,5,0,68,0
87794,70512,専門家^治療師,1,32821,32758,0,0,5,0,68,0
87795,70512,専門家^治療師,1,32823,32718,0,0,5,0,68,0
87796,70512,専門家^治療師,1,32780,32785,0,0,5,0,68,0
87797,70910,専門家^ハデスティ,1,32859,32899,0,0,5,0,304,0
87798,70721,侍従長^ティモン,1,32898,32524,0,0,4,0,300,0
87799,70784,侍従長^オスモンド,1,32737,32783,0,0,4,0,29,0
87800,70623,侍従長^オービル,1,32732,32788,0,0,5,0,52,0
87801,70553,侍従長^イスマエル,1,32738,32783,0,0,5,0,15,0
87802,70880,侍従長^フィッシャー,1,32579,32812,0,0,6,0,64,0
87803,70822,領主の補佐官^セゲムアトゥバ,1,32803,32268,0,0,5,0,4,100
87804,70665,侍従長^ポテンピン,1,32865,32808,0,0,5,0,66,0
87805,70510,専門家^変身専門家,1,32679,32858,0,0,4,0,69,0
87806,70508,武器専門家,1,32683,32858,0,0,4,0,69,0
87807,70509,防具専門家,1,32681,32858,0,0,4,0,69,0
87808,70510,専門家^変身専門家,1,32817,32739,0,0,4,0,68,0
87809,70508,武器専門家,1,32821,32739,0,0,4,0,68,0
87810,70509,防具専門家,1,32819,32739,0,0,4,0,68,0
87811,70547,武器専門家,1,32747,32785,0,0,6,0,15,0
87812,70550,防具専門家,1,32747,32784,0,0,6,0,15,0
87813,70777,武器専門家,1,32747,32786,0,0,4,0,29,0
87814,70780,防具専門家,1,32746,32786,0,0,4,0,29,0
87815,70816,武器専門家,1,32784,32291,0,0,5,0,4,100
87816,70820,防具専門家,1,32783,32290,0,0,5,0,4,100
87817,70599,武器専門家,1,32742,32813,0,0,4,0,52,0
87818,70601,防具専門家,1,32741,32813,0,0,4,0,52,0
87819,70861,武器専門家,1,32557,32846,0,0,5,0,64,0
87820,70865,防具専門家,1,32557,32845,0,0,5,0,64,0
87821,70655,武器専門家,1,32861,32800,0,0,5,0,66,0
87822,70657,防具専門家,1,32860,32800,0,0,5,0,66,0
87823,70686,武器専門家,1,32876,32536,0,0,5,0,300,0
87824,70692,防具専門家,1,32875,32536,0,0,5,0,300,0
87827,70801,性向値回復^贖罪の使者,1,33149,33348,0,0,5,0,4,100
87828,70611,性向値回復^贖罪の使者,1,33551,32710,0,0,5,0,4,100
87829,70781,性向値回復^贖罪の使者,1,33657,33186,0,0,5,0,4,100
87830,70757,性向値回復^贖罪の使者,1,34115,32236,0,0,5,0,4,100
87831,70530,性向値回復^贖罪の使者,1,32634,32812,0,0,5,0,0,0
87832,70781,性向値回復^贖罪の使者,1,32654,33144,0,0,5,0,4,100
87833,70823,性向値回復^贖罪の使者,1,32778,32389,0,0,5,0,4,100
87834,70658,性向値回復^贖罪の使者,1,33762,32477,0,0,5,0,4,100
87835,70702,愛の使者^エリエル,1,33958,33361,0,0,4,0,4,100
87836,70701,回復の使者^アガタ,1,33958,33366,0,0,0,0,4,100
87837,70644,血盟執行員,1,33425,32795,0,0,4,0,4,100
87838,70884,血盟執行員,1,33604,33225,0,0,4,0,4,100
87839,70725,血盟執行員,1,33958,33253,0,0,4,0,4,100
87840,70538,血盟執行員,1,32579,32922,0,0,4,0,0,0
87841,70560,血盟執行員,1,33066,32747,0,0,6,0,4,100
87842,70790,血盟執行員,1,32639,33182,0,0,6,0,4,100
87843,70667,血盟執行員,1,33707,32486,0,0,5,0,4,100
87844,70806,タウン アドバイザー,1,33103,33357,0,0,4,0,4,100
87845,70631,タウン アドバイザー,1,33451,32793,0,0,6,0,4,100
87846,70876,タウン アドバイザー,1,33613,33229,0,0,4,0,4,100
87847,70761,タウン アドバイザー,1,34063,32268,0,0,5,0,4,100
87848,70534,タウン アドバイザー,1,32588,32952,0,0,6,0,0,0
87849,70572,タウン アドバイザー,1,32609,32817,0,0,6,0,4,100
87850,70556,タウン アドバイザー,1,33050,32745,0,0,5,0,4,100
87851,70788,タウン アドバイザー,1,32628,33175,0,0,4,0,4,100
87852,70830,タウン アドバイザー,1,32729,32452,0,0,5,0,4,100
87853,70663,タウン アドバイザー,1,33729,32485,0,0,5,0,4,100
87854,70799,タウン マスター,1,33102,33357,0,0,4,0,4,100
87855,70594,タウン マスター,1,33451,32794,0,0,6,0,4,100
87856,70860,タウン マスター,1,33611,33229,0,0,4,0,4,100
87857,70748,タウン マスター,1,34062,32268,0,0,5,0,4,100
87858,70528,タウン マスター,1,32588,32953,0,0,6,0,0,0
87859,70567,タウン マスター,1,32609,32818,0,0,6,0,4,100
87860,70546,タウン マスター,1,33049,32745,0,0,5,0,4,100
87861,70774,タウン マスター,1,32627,33175,0,0,4,0,4,100
87862,70815,タウン マスター,1,32728,32452,0,0,5,0,4,100
87863,70654,タウン マスター,1,33728,32485,0,0,4,0,4,100
87870,70742,ディテクター^パウロ,1,32795,32841,0,0,6,0,77,0
87871,70760,精霊魔法伝授者^エリオン,1,32748,32847,0,0,5,0,76,0
87872,71036,カミーラの幽霊,1,32736,32819,0,0,4,0,481,0
88001,60510,ガード,1,32738,32787,0,0,4,0,15,0
88002,60510,ガード,1,32738,32791,0,0,4,0,15,0
88003,60510,ガード,1,32738,32795,0,0,4,0,15,0
88004,60510,ガード,1,32738,32799,0,0,4,0,15,0
88005,60510,ガード,1,32734,32787,0,0,4,0,15,0
88006,60510,ガード,1,32734,32791,0,0,4,0,15,0
88007,60510,ガード,1,32734,32795,0,0,4,0,15,0
88008,60510,ガード,1,32734,32799,0,0,4,0,15,0
88009,60514,近衛兵,1,33107,32769,0,0,6,0,4,100
88010,60514,近衛兵,1,33107,32773,0,0,6,0,4,100
88011,60514,近衛兵,1,33149,32812,0,0,4,0,4,100
88012,60514,近衛兵,1,33154,32812,0,0,4,0,4,100
88013,60514,近衛兵,1,33167,32766,0,0,4,0,4,100
88014,60514,近衛兵,1,33172,32766,0,0,4,0,4,100
88015,70549,キーパー,1,33110,32769,0,0,6,0,4,100
88016,70985,キーパー,1,33153,32809,0,0,4,0,4,100
88017,70656,キーパー,1,33172,32761,0,0,4,0,4,100
88018,70562,傭兵隊長^フント,1,33125,32799,0,0,5,0,4,100
88019,60516,ケント 傭兵隊,1,33122,32787,0,0,5,0,4,100
88020,60516,ケント 傭兵隊,1,33123,32787,0,0,5,0,4,100
88021,60515,ケント 傭兵隊,1,33123,32786,0,0,5,0,4,100
88022,60515,ケント 傭兵隊,1,33122,32786,0,0,5,0,4,100
88023,60516,ケント 傭兵隊,1,33122,32784,0,0,5,0,4,100
88024,60516,ケント 傭兵隊,1,33123,32784,0,0,5,0,4,100
88025,60515,ケント 傭兵隊,1,33123,32783,0,0,5,0,4,100
88026,60515,ケント 傭兵隊,1,33122,32783,0,0,5,0,4,100
88027,60516,ケント 傭兵隊,1,33125,32787,0,0,5,0,4,100
88028,60516,ケント 傭兵隊,1,33126,32787,0,0,5,0,4,100
